Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,EP3C120F484C7N,,Altera,60,,,United States,202143,,,,,,,,
,EP3C16F484C8N,,Altera,104,,,United States,202225,,,,,,,,
,EP3C25F256C8N,,Altera,87,,,United States,202219,,,,,,,,
,EP3C5E144C8N,,Altera,179,,,United States,202219-202237,,,,,,,,
,EP3C5U256C8N,,Altera,972,,,United States,202219-202237,,,,,,,,
,EP4CE15F23C8N,,Altera,260,,,United States,202213,,,,,,,,
,EP4CE6E22C8N,,Altera,25,,,United States,202219,,,,,,,,
,EPM1270T144C3N,,Altera,16,,,United States,202219,,,,,,,,
,EPM240T100C5N,,Altera,4212,,,United States,202207-202237,,,,,,,,
,EPM570F100C5N,,Altera,87,,,United States,202219-202243,,,,,,,,
,EPM570F100C5N,,Altera,4427,,,United States,202219-202243,,,,,,,,
,EPM570F256C5N,,Altera,15,,,United States,202231-202237,,,,,,,,
