RFQ,Customer Part Number,% Under Target,Type,Supplier/Excess Partner,MO Type,Date Code,Supplier MPN,Created Date,% of Demand,Opp Amount,Supplier Qty,Supplier Price,Minimum Suggested Resale,Min Resale Under Target,Min GP,Min Margin,RFQ Target,RFQ Qty,Max GP,Max Margin,RFQ Number,RFQ MPN,RFQ Created,RFQ Customer,Days Btw MO/VQ & RFQ,RFQ Manufacturer
1,OM1009000655,-0.2960795275590551,MO - 1018771,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-03-20T12:17:13,19.946236559139784,519.684,40810,0.3292042,0.484629419941349,NO,318.00000000000006,0.3207094194986324,0.254,2046,-153.8677932,-0.2960795275590551,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,27,ABRACON
1,OM1009000655,-0.2960795275590551,MO - 1018771,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-03-20T12:37:32,19.946236559139784,519.684,40810,0.3292042,0.484629419941349,NO,318.00000000000006,0.3207094194986324,0.254,2046,-153.8677932,-0.2960795275590551,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,27,ABRACON
1,MR7086633,-0.3066298342541436,MO - 1024057,BENCHMARK ELECTRONICS,Broker Stock Offer,,ABS07-32.768KHZ-1-T,2025-07-31T00:54:06,18.405714285714286,63.35,3221,0.473,2.290142857142857,NO,318,0.7934626660844614,0.362,175,-19.424999999999997,-0.3066298342541436,1058890,ABS0732768KHZ1T,2024-02-22T18:12:42,GPV,525,ABRACON
1,MR460002RO,-0.3066298342541436,MO - 1024057,BENCHMARK ELECTRONICS,Broker Stock Offer,,ABS07-32.768KHZ-1-T,2025-07-31T00:54:06,2.9388686131386863,396.752,3221,0.473,0.7631459854014598,NO,318,0.38019722432114467,0.362,1096,-121.65599999999999,-0.3066298342541436,1058890,ABS0732768KHZ1T,2024-02-22T18:12:42,GPV,525,ABRACON
1,OM1009000655,-0.3110236220472442,VQ,Mouser,,within 5 y ,ABS07-32.768KHZ-T,2025-03-21T00:09:36,35.19061583577712,519.684,72000,0.333,0.48842521994134896,NO,317.99999999999994,0.318217024010375,0.254,2046,-161.63400000000004,-0.3110236220472442,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,393,ABRACON
1,OM1009000642-2,-0.3330666666666666,VQ,Digi-Key Electronics,,within 2 years ,ABS25-32.768KHZ-6-T,2025-11-25T23:25:28,14.77832512315271,60.9,3000,0.39992,1.9664224630541873,NO,318,0.796625594187499,0.3,203,-20.28376,-0.3330666666666666,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,642,ABRACON
1,MR710062Z,-0.3357843137254901,VQ,Future Electronics Corporation,,18+,AB38T-32.768KHZ,2019-05-16T10:04:41,7.142857142857143,2.8560000000000003,250,0.109,9.194714285714285,NO,318,0.9881453630191259,0.0816,35,-0.9589999999999997,-0.3357843137254901,1058890,AB38T32768KHZ,2024-02-22T18:12:42,GPV,1743,ABRACON
1,MR560001RO,-0.33939393939393936,MO - 1020747,Jabil Inc,Customer Excess,,ABM7-12.000MHZ-D2Y-T,2024-08-30T06:59:37,5.094632768361582,934.5600000000001,14428,0.442,0.5542881355932203,NO,317.99999999999994,0.2025808029844356,0.33,2832,-317.18399999999997,-0.33939393939393936,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,190,ABRACON
1,MR560001RO,-0.33939393939393936,MO - 1020747,Jabil Inc,Customer Excess,,ABM7-12.000MHZ-D2Y-T,2024-08-30T07:01:11,5.094632768361582,934.5600000000001,14428,0.442,0.5542881355932203,NO,317.99999999999994,0.2025808029844356,0.33,2832,-317.18399999999997,-0.33939393939393936,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,190,ABRACON
1,MR560001RO,-0.33939393939393936,MO - 1019682,Jabil Inc,Customer Excess,,ABM7-12.000MHZ-D2Y-T,2024-06-06T04:44:26,5.084039548022599,934.5600000000001,14398,0.442,0.5542881355932203,NO,317.99999999999994,0.2025808029844356,0.33,2832,-317.18399999999997,-0.33939393939393936,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,105,ABRACON
1,MR560001RO,-0.33939393939393936,MO - 1020563,Jabil Inc,Customer Excess,,ABM7-12.000MHZ-D2Y-T,2024-08-16T02:46:00,5.088629943502825,934.5600000000001,14411,0.442,0.5542881355932203,NO,317.99999999999994,0.2025808029844356,0.33,2832,-317.18399999999997,-0.33939393939393936,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,176,ABRACON
1,OM1009000642-2,-0.3400000000000001,VQ,Master Electronics,,within 2 years ,ABS25-32.768KHZ-6-T,2025-11-25T23:26:10,14.77832512315271,60.9,3000,0.402,1.9685024630541872,NO,318,0.795783847089383,0.3,203,-20.706000000000007,-0.3400000000000001,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,642,ABRACON
1,MR7067806,-0.3490307906976744,MO - 1020747,Jabil Inc,Customer Excess,,ASDM1-4.000MHZ-LC-T,2024-08-30T07:02:28,6.199546485260771,568.89,2734,1.74024972,2.46133815537415,NO,318.00000000000017,0.2929660167985072,1.29,441,-198.56012651999998,-0.3490307906976744,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,190,ABRACON
1,MR7067806,-0.3490307906976744,MO - 1020747,Jabil Inc,Customer Excess,,ASDM1-4.000MHZ-LC-T,2024-08-30T07:04:40,6.199546485260771,568.89,2734,1.74024972,2.46133815537415,NO,318.00000000000017,0.2929660167985072,1.29,441,-198.56012651999998,-0.3490307906976744,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,190,ABRACON
1,MR7067806,-0.3490307906976744,MO - 1019682,Jabil Inc,Customer Excess,,ASDM1-4.000MHZ-LC-T,2024-06-06T03:58:12,6.3718820861678,568.89,2810,1.74024972,2.46133815537415,NO,318.00000000000017,0.2929660167985072,1.29,441,-198.56012651999998,-0.3490307906976744,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,105,ABRACON
1,MR7067806,-0.3490307906976744,MO - 1020563,Jabil Inc,Customer Excess,,ASDM1-4.000MHZ-LC-T,2024-08-16T02:45:18,6.299319727891157,568.89,2778,1.74024972,2.46133815537415,NO,318.00000000000017,0.2929660167985072,1.29,441,-198.56012651999998,-0.3490307906976744,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,176,ABRACON
1,MR560001RO,-0.36363636363636354,VQ,TYCHIP ELECTRONICS LIMITED,,21+,ABM7-12.000MHZ-D2Y-T,2025-03-13T09:39:46,5.296610169491525,934.5600000000001,15000,0.45,0.5622881355932203,NO,317.99999999999994,0.19969856819894494,0.33,2832,-339.84,-0.36363636363636354,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,385,ABRACON
1,OM1009000642-1,-0.3704686118479221,VQ,Future Electronics Corporation,,2337,ABS25-32.768KHZ-T,2025-05-21T12:18:41,625,2.7144000000000004,15000,0.155,13.405000000000001,NO,318.00000000000006,0.9884371503170459,0.1131,24,-1.0055999999999998,-0.3704686118479221,1058890,ABS2532768KHZT,2024-02-22T18:12:42,GPV,454,ABRACON
1,OM1009000655,-0.3779527559055118,VQ,"HRH Technology(HK) CO.,LIMITED",,,ABS07-32.768KHZ-T,2025-09-03T05:15:25,1.466275659824047,519.684,3000,0.35,0.5054252199413489,NO,317.99999999999994,0.3075137800986365,0.254,2046,-196.41599999999994,-0.3779527559055118,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,559,ABRACON
1,OM1009000655,-0.3779527559055118,VQ,,,14,ABS07-32.768KHZ-T,2021-03-16T12:33:22,1.466275659824047,519.684,3000,0.35,0.5054252199413489,NO,317.99999999999994,0.3075137800986365,0.254,2046,-196.41599999999994,-0.3779527559055118,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,1073,ABRACON
1,MR710062Z,-0.3848039215686274,VQ,Mouser,,,AB38T-32.768KHZ,2021-05-10T17:12:40,571.4285714285714,2.8560000000000003,20000,0.113,9.198714285714285,NO,318,0.9877156745507912,0.0816,35,-1.099,-0.3848039215686274,1058890,AB38T32768KHZ,2024-02-22T18:12:42,GPV,1018,ABRACON
1,OM1009000642-2,-0.39314000000000004,MO - 1019076,"NOTE Electronics Co., Ltd",Customer Excess,,ABS25-32.768KHZ-6-T,2024-04-18T08:50:26,14.77832512315271,60.9,3000,0.417942,1.984444463054187,NO,318,0.7893909314263396,0.3,203,-23.942225999999998,-0.39314000000000004,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,56,ABRACON
1,OM1009000655,-0.399015748031496,MO - 1018371,BENCHMARK ELECTRONICS,Customer Excess,,ABS07-32.768KHZ-T,2024-02-19T12:48:02,1.301564027370479,519.684,2663,0.35535,0.510775219941349,NO,318.00000000000006,0.30429279626994454,0.254,2046,-207.3621,-0.399015748031496,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,3,ABRACON
1,OM1009000642-1,-0.4146772767462421,VQ,"Honeng Electronics Co., Ltd",,,ABS25-32.768KHZ-T,2025-05-21T01:45:47,625,2.7144000000000004,15000,0.16,13.409999999999998,NO,317.99999999999994,0.9880686055182699,0.1131,24,-1.1256,-0.4146772767462421,1058890,ABS2532768KHZT,2024-02-22T18:12:42,GPV,454,ABRACON
1,MR560001RO,-0.4242424242424241,VQ,Southchip Limited,,21+,ABM7-12.000MHZ-D2Y-T,2025-03-14T06:04:20,5.296610169491525,934.5600000000001,15000,0.47,0.5822881355932203,NO,318.0000000000001,0.19283947023722903,0.33,2832,-396.4799999999999,-0.4242424242424241,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,386,ABRACON
1,510560012R,-0.43868894601542396,MO - 1018627,GPV,Customer Excess,,"ASV-48,000MHZ-E-J-T",2024-03-08T16:57:21,3.399650959860384,445.79400000000004,1948,1.1193,1.6742738219895288,NO,318,0.3314713607180796,0.778,573,-195.56489999999997,-0.43868894601542396,1058890,"ASV48,000MHZEJT",2024-02-22T18:12:42,GPV,15,ABRACON
1,MR710062Z,-0.4393189950980392,MO - 1018627,GPV,Customer Excess,,AB38T-32.768KHZ,2024-03-08T16:59:33,26.142857142857142,2.8560000000000003,915,0.11744843,9.203162715714285,NO,318,0.9872382534539503,0.0816,35,-1.25469505,-0.4393189950980392,1058890,AB38T32768KHZ,2024-02-22T18:12:42,GPV,15,ABRACON
1,MR560010RO,-0.4393189999999998,MO - 1018627,GPV,Customer Excess,,ASA-30.000MHZ-L-T,2024-03-08T16:57:25,4.299559471365638,306.45000000000005,976,1.94308065,3.343961707268723,NO,318.0000000000001,0.41892855836944765,1.35,227,-134.62930754999996,-0.4393189999999998,1058890,ASA30000MHZLT,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM1009000655,-0.439319,MO - 1018627,GPV,Customer Excess,,ABS07-32.768KHZ-T,2024-03-08T16:57:42,1.3944281524926687,519.684,2853,0.365587026,0.521012245941349,NO,318.00000000000006,0.29831394780468445,0.254,2046,-228.30705519599996,-0.439319,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM1009000642-2,-0.439319,MO - 1018627,GPV,Customer Excess,,ABS25-32.768KHZ-6-T,2024-03-08T16:58:00,15.206896551724139,60.9,3087,0.4317957,1.9982981630541872,NO,318,0.7839182820745598,0.3,203,-26.754527100000004,-0.439319,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,15,ABRACON
1,MR7086633,-0.439319,MO - 1018627,GPV,Customer Excess,,ABS07-32.768KHZ-1-T,2024-03-08T16:59:07,2.5885714285714285,63.35,453,0.521033478,2.3381763351428573,NO,318,0.777162453417712,0.362,175,-27.83085865,-0.439319,1058890,ABS0732768KHZ1T,2024-02-22T18:12:42,GPV,15,ABRACON
1,MR460002RO,-0.439319,MO - 1018627,GPV,Customer Excess,,ABS07-32.768KHZ-1-T,2024-03-08T16:59:07,0.41332116788321166,396.752,453,0.521033478,0.8111794634014599,NO,318,0.35768408655812345,0.362,1096,-174.30069188800002,-0.439319,1058890,ABS0732768KHZ1T,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM7952101,-0.439319,MO - 1018627,GPV,Customer Excess,,AIAP-02-101K,2024-03-08T17:00:22,0.9375,20.48,60,0.46058208,5.42933208,NO,318,0.9151678193167363,0.32,64,-8.99725312,-0.439319,1058890,AIAP02101K,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM9000644,-0.4393190008145531,MO - 1018627,GPV,Customer Excess,,ABS06-32.768KHZ-9-1-T,2024-03-08T16:57:41,62.833333333333336,13.2588,2262,0.530101188,9.363434521333334,NO,318,0.9433860313977488,0.3683,36,-5.824842767999997,-0.4393190008145531,1058890,ABS0632768KHZ91T,2024-02-22T18:12:42,GPV,15,ABRACON
1,MRSMT710018Z,-0.4402224281742355,MO - 1018627,GPV,Customer Excess,,ABM7-12.000MHZ-B4-T,2024-03-08T16:58:43,2.5416666666666665,82.8672,488,0.6216,2.2778500000000004,NO,318.0000000000001,0.7271110915995347,0.4316,192,-36.48000000000001,-0.4402224281742355,1058890,ABM712000MHZB4T,2024-02-22T18:12:42,GPV,15,ABRACON
1,MR560001RO,-0.47272727272727266,VQ,"Dragon Core Electronics (HK) Co., Limited",,21+,ABM7-12.000MHZ-D2Y-T,2025-03-14T05:09:02,5.296610169491525,934.5600000000001,15000,0.486,0.5982881355932202,NO,317.9999999999998,0.1876823706053995,0.33,2832,-441.7919999999999,-0.47272727272727266,1058890,ABM712000MHZD2YT,2024-02-22T18:12:42,GPV,386,ABRACON
1,OM1009000642-2,-0.47483333333333344,VQ,,,,ABS25-32.768KHZ-6-T,2024-08-10T02:15:16,4.926108374384237,60.9,1000,0.44245,2.0089524630541873,NO,318,0.7797608414649353,0.3,203,-28.917350000000003,-0.47483333333333344,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,170,ABRACON
1,OM1009000642-2,-0.48550000000000004,VQ,,,,ABS25-32.768KHZ-6-T,2024-08-10T02:16:52,4.926108374384237,60.9,1000,0.44565,2.0121524630541874,NO,318,0.7785207591458746,0.3,203,-29.566950000000002,-0.48550000000000004,1058890,ABS2532768KHZ6T,2024-02-22T18:12:42,GPV,170,ABRACON
1,MR7067806,-0.49278255813953487,MO - 1023367,Action (HK) Technology Ltd,Broker Stock Offer,,ASDM1-4.000MHZ-LC-T,2025-05-20T05:33:10,6.297052154195011,568.89,2777,1.9256895,2.64677793537415,NO,318.00000000000006,0.272440096215407,1.29,441,-280.3390695,-0.49278255813953487,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,453,ABRACON
1,MR7067806,-0.49278255813953487,MO - 1022441,Jabil Inc,Customer Excess,,ASDM1-4.000MHZ-LC-T,2025-02-14T04:41:39,6.199546485260771,568.89,2734,1.9256895,2.64677793537415,NO,318.00000000000006,0.272440096215407,1.29,441,-280.3390695,-0.49278255813953487,1058890,ASDM14000MHZLCT,2024-02-22T18:12:42,GPV,358,ABRACON
1,OM1009000642-1,-0.5119363395225465,VQ,Action (HK) Technology Ltd,,22+,ABS25-32.768KHZ-T,2023-06-29T20:30:47,833.3333333333334,2.7144000000000004,20000,0.171,13.421,NO,318,0.9872587735638179,0.1131,24,-1.3896000000000002,-0.5119363395225465,1058890,ABS2532768KHZT,2024-02-22T18:12:42,GPV,238,ABRACON
1,OM1009000650,-0.5269461077844311,MO - 1018627,GPV,Customer Excess,,ABLS-6.000000MHZ-B4-T2,2024-03-08T16:59:16,2.0764705882352943,39.746,706,0.1785,1.1137941176470587,NO,317.99999999999994,0.8397369880377089,0.1169,340,-20.943999999999996,-0.5269461077844311,1058890,ABLS6000000MHZB4T2,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM9000644,-0.5303828400760251,MO - 1024057,BENCHMARK ELECTRONICS,Broker Stock Offer,,ABS06-32.768KHZ-9-1-T,2025-07-31T00:46:00,5.555555555555555,13.2588,200,0.56364,9.396973333333333,NO,318,0.9400189848362522,0.3683,36,-7.032240000000001,-0.5303828400760251,1058890,ABS0632768KHZ91T,2024-02-22T18:12:42,GPV,525,ABRACON
1,AP58760361,-0.5309677419354837,MO - 1018627,GPV,Customer Excess,,ABMM2-8.000MHZ-E2-T,2024-03-08T16:57:02,1.3140788415124698,2889.9750000000004,8167,0.7119,0.868170731707317,NO,971.222597560975,0.17999999999999994,0.465,6215,-1534.4834999999996,-0.5309677419354837,1058890,ABMM28000MHZE2T,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM1009000655,-0.5748031496062993,VQ,,,21+,ABS07-32.768KHZ-T,2021-04-21T11:33:52,2.932551319648094,519.684,6000,0.4,0.555425219941349,NO,317.99999999999994,0.2798310454065469,0.254,2046,-298.71600000000007,-0.5748031496062993,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,1037,ABRACON
1,OM1009000655,-0.6141732283464565,MO - 1023067,Plexus Corp.,Customer Excess,,ABS07-32.768KHZ-T,2025-04-15T07:13:38,0.9731182795698925,519.684,1991,0.41,0.565425219941349,NO,318.00000000000006,0.27488200819459574,0.254,2046,-319.17599999999993,-0.6141732283464565,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,418,ABRACON
1,MR25722010,-0.6515151515151518,MO - 1018627,GPV,Customer Excess,,ASV-10.000MHZ-EJ-T,2024-03-08T16:57:46,1.342143906020558,471.933,914,1.1445,1.6114603524229076,NO,318.00000000000006,0.2897746455386323,0.693,681,-307.4715000000001,-0.6515151515151518,1058890,ASV10000MHZEJT,2024-02-22T18:12:42,GPV,15,ABRACON
1,510460003R,-0.6531914893617023,MO - 1018627,GPV,Customer Excess,,"ABS25-32,768KHZ-T",2024-03-08T17:01:38,0.021363173957273652,277.20599999999996,21,0.4662,0.789699491353001,NO,318,0.40964885364019377,0.282,983,-181.06860000000003,-0.6531914893617023,1058890,"ABS2532,768KHZT",2024-02-22T18:12:42,GPV,15,ABRACON
1,OM1009000655,-0.6535433070866141,VQ,Quest Components,,09,ABS07-32.768KHZ-T,2021-03-16T12:32:17,2.4437927663734116,519.684,5000,0.42,0.575425219941349,NO,318.00000000000006,0.2701049842014066,0.254,2046,-339.63599999999997,-0.6535433070866141,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,1073,ABRACON
1,OM1009000655,-0.6755905511811022,MO - 1024745,Plexus Corp.,Customer Excess,202144,ABS07-32.768KHZ-T,2025-10-28T22:55:29,2.4794721407624634,519.684,5073,0.4256,0.5810252199413489,NO,317.99999999999994,0.267501675670874,0.254,2046,-351.0935999999999,-0.6755905511811022,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,614,ABRACON
1,OM1009000655,-0.6771653543307086,VQ,Newark in One (Element 14),,within 5 y ,ABS07-32.768KHZ-T,2025-03-21T00:09:40,35.19061583577712,519.684,72000,0.426,0.581425219941349,NO,318.00000000000006,0.2673176439732481,0.254,2046,-351.912,-0.6771653543307086,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,393,ABRACON
1,OM1009000655,-0.68503937007874,MO - 1021632,Morey Corporation,Customer Excess,,ABS07-32.768KHZ-T,2024-11-20T22:42:48,15.258414467253177,519.684,31218.716,0.428,0.583425219941349,NO,318.00000000000006,0.2664012706837968,0.254,2046,-356.00399999999996,-0.68503937007874,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,272,ABRACON
1,510120005R,-0.7195121951219514,MO - 1018627,GPV,Customer Excess,,ASPI-0630LR-150M-T15,2024-03-08T17:00:38,0.03228659885006634,648.9069999999999,73,0.4935,0.6341457319770013,NO,317.99999999999994,0.22178771358836824,0.287,2261,-466.89650000000006,-0.7195121951219514,1058890,ASPI0630LR150MT15,2024-02-22T18:12:42,GPV,15,ABRACON
1,OM1009000642-1,-0.7267904509283818,MO - 1018627,GPV,Customer Excess,,ABS25-32.768KHZ-T,2024-03-08T16:58:24,93.95833333333333,2.7144000000000004,2255,0.1953,13.445300000000001,NO,318.00000000000006,0.9854744780704038,0.1131,24,-1.9727999999999999,-0.7267904509283818,1058890,ABS2532768KHZT,2024-02-22T18:12:42,GPV,15,ABRACON
1,PS1000023318,-0.7386899563318776,MO - 1018627,GPV,Customer Excess,,ABC2-16-000MHZ-4-T,2024-03-08T16:57:42,11.378378378378379,84.73,842,1.9908,6.2880972972972975,NO,318,0.6834018454428702,1.145,74,-62.58919999999999,-0.7386899563318776,1058890,ABC216000MHZ4T,2024-02-22T18:12:42,GPV,15,Abracon
1,OM1009000655,-0.7401574803149606,MO - 1020747,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-30T07:02:28,5.218475073313783,519.684,10677,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,190,ABRACON
1,OM1009000655,-0.7401574803149606,MO - 1020747,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-30T07:04:39,5.218475073313783,519.684,10677,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,190,ABRACON
1,OM1009000655,-0.7401574803149606,MO - 1018771,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-03-20T12:13:37,5.414956011730205,519.684,11079,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,27,ABRACON
1,OM1009000655,-0.7401574803149606,MO - 1018771,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-03-20T12:33:23,5.414956011730205,519.684,11079,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,27,ABRACON
1,OM1009000655,-0.7401574803149606,MO - 1019682,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-06-06T04:44:58,5.252688172043011,519.684,10747,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,105,ABRACON
1,OM1009000655,-0.7401574803149606,MO - 1020563,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-16T02:45:34,5.2189638318670575,519.684,10678,0.442,0.5974252199413489,NO,317.99999999999983,0.2601584512227446,0.254,2046,-384.648,-0.7401574803149606,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,176,ABRACON
1,OM1009000655,-0.7568897637795275,MO - 1023367,Action (HK) Technology Ltd,Broker Stock Offer,,ABS07-32.768KHZ-T,2025-05-20T05:33:09,4.9017595307917885,519.684,10029,0.44625,0.601675219941349,NO,318.00000000000006,0.2583207929960948,0.254,2046,-393.34349999999995,-0.7568897637795275,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,453,ABRACON
1,OM1009000655,-0.7568897637795275,MO - 1022441,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2025-02-14T04:41:39,5.218475073313783,519.684,10677,0.44625,0.601675219941349,NO,318.00000000000006,0.2583207929960948,0.254,2046,-393.34349999999995,-0.7568897637795275,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,358,ABRACON
1,OM1009000655,-0.7777952755905513,MO - 1019682,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-06-06T05:16:47,14.407624633431086,519.684,29478,0.45156,0.6069852199413489,NO,317.99999999999983,0.25606096299406955,0.254,2046,-404.20776,-0.7777952755905513,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,105,ABRACON
1,OM1009000655,-0.7777952755905513,MO - 1020563,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-16T03:47:01,8.530791788856305,519.684,17454,0.45156,0.6069852199413489,NO,317.99999999999983,0.25606096299406955,0.254,2046,-404.20776,-0.7777952755905513,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,176,ABRACON
1,OM1009000655,-0.7815354330708661,MO - 1021114,IMI Global Bulgaria ,Customer Excess,,ABS07-32.768KHZ-T,2024-10-01T00:53:23,0.4120234604105572,519.684,843,0.45251,0.607935219941349,NO,318.00000000000006,0.25566082510624033,0.254,2046,-406.15146000000004,-0.7815354330708661,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,222,ABRACON
1,OM1009000655,-0.7874015748031495,VQ,,,,ABS07-32.768KHZ-T,2025-06-20T21:17:33,0.07331378299120235,519.684,150,0.454,0.609425219941349,NO,318.00000000000006,0.25503575312539095,0.254,2046,-409.20000000000005,-0.7874015748031495,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,484,ABRACON
1,PS1000022663,-0.806510416666667,MO - 1018627,GPV,Customer Excess,,ARJE-0031,2024-03-08T16:57:55,4.454545454545454,101.37599999999999,196,4.1622,11.389472727272727,NO,318,0.6345572705895874,2.304,44,-81.76080000000002,-0.806510416666667,1058890,ARJE0031,2024-02-22T18:12:42,GPV,15,Abracon
1,OM1009000655,-0.856299212598425,MO - 1021305,Plexus Corp.,Customer Excess,202152,ABS07-32.768KHZ-T,2024-10-22T06:47:20,1.7956989247311828,519.684,3674,0.4715,0.6269252199413489,NO,317.99999999999983,0.24791668128439548,0.254,2046,-445.00499999999994,-0.856299212598425,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,243,ABRACON
1,MR710062Z,-0.8606617647058821,VQ,Astute Group (Astute Electronics),,18+,AB38T-32.768KHZ,2019-05-21T13:56:20,57.142857142857146,2.8560000000000003,2000,0.15183,9.237544285714286,NO,318,0.9835638135738302,0.0816,35,-2.4580499999999996,-0.8606617647058821,1058890,AB38T32768KHZ,2024-02-22T18:12:42,GPV,1738,ABRACON
1,OM1009000655,-0.8622047244094486,MO - 1022619,BENCHMARK ELECTRONICS,Customer Excess,,ABS07-32.768KHZ-T,2025-03-04T05:40:09,4.31524926686217,519.684,8829,0.473,0.6284252199413489,NO,317.99999999999994,0.24732492428590758,0.254,2046,-448.07399999999996,-0.8622047244094486,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,376,ABRACON
1,OM1009000655,-0.8622047244094486,MO - 1024057,BENCHMARK ELECTRONICS,Broker Stock Offer,,ABS07-32.768KHZ-T,2025-07-31T00:43:16,4.31524926686217,519.684,8829,0.473,0.6284252199413489,NO,317.99999999999994,0.24732492428590758,0.254,2046,-448.07399999999996,-0.8622047244094486,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,525,ABRACON
1,OM1009000655,-0.8817970078740158,MO - 1020747,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-30T07:07:48,9.629032258064516,519.684,19701,0.47797644,0.6334016599413489,NO,317.99999999999983,0.24538176921693067,0.254,2046,-458.25579624,-0.8817970078740158,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,190,ABRACON
1,OM1009000655,-0.8817970078740158,MO - 1020747,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-30T07:10:30,9.629032258064516,519.684,19701,0.47797644,0.6334016599413489,NO,317.99999999999983,0.24538176921693067,0.254,2046,-458.25579624,-0.8817970078740158,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,190,ABRACON
1,OM1009000655,-0.8817970078740158,MO - 1020563,Jabil Inc,Customer Excess,,ABS07-32.768KHZ-T,2024-08-16T03:12:58,10.351417399804497,519.684,21179,0.47797644,0.6334016599413489,NO,317.99999999999983,0.24538176921693067,0.254,2046,-458.25579624,-0.8817970078740158,1058890,ABS0732768KHZT,2024-02-22T18:12:42,GPV,176,ABRACON
