customer_code,customer_name,city,address1,postal,bp_salesperson,category
1002816,"MKS Instruments, Inc.",Irvine,1791 Deere Avenue,92606,Danielle Slaughter,BP rep is INACTIVE
1002816,"MKS Instruments, Inc.",Milpitas,1565 Barber Lane,95035-7409,Danielle Slaughter,BP rep is INACTIVE
1002816,"MKS Instruments, Inc.",Sunnyvale,740 Kifer Road,94086,Danielle Slaughter,BP rep is INACTIVE
1002867,"MagTek, Inc.",Seal Beach,1710 Apollo Court,90740,Danielle Slaughter,BP rep is INACTIVE
1001198,Masterwork Electronics,CALEXICO,"RL.JONES/MASTERWORK ELECT. M 1778 ZINETTA ROAD, SUITE A",92231,Jonathan Cabrera,BP rep is INACTIVE
1001198,Masterwork Electronics,Rohnert Park,630 Martin Ave. ,94928,Jonathan Cabrera,BP rep is INACTIVE
1008237,"Meta Platforms, Inc.​​​",,"1 Hacker Way, Menlo Park, California",,Israel Barba,BP rep is INACTIVE
1003140,Micro Systems (Kratos Defense),,"5381 Raley Boulevard,  Sacramento, CA 95838",,Garrett Smith,BP rep is INACTIVE
1004707,"Micron Technology, Inc.",San Jose,110 Holger Way,95134,Nathan Matt,BP rep is INACTIVE
1002725,Milwaukee Electronics,Tecate,451 Tecate Road PO Box 411 Tecate,,Shannon Contreras,BP rep is INACTIVE
1008892,Mistral Solutions ,Fremont,43092 Christy Street,94538,Alison Williams,BP rep is INACTIVE
1008153,Mitsubishi Electric,Cypress,5900-A Katella Avenue,90630,Nicholas Tyler,BP rep is INACTIVE
1009075,Monarch Tractor ,Livermore,"203 Lawrence Dr Suite A,",94551,Alison Williams,BP rep is INACTIVE
1005120,Moseley Associates,San Diego,82 Coromar Drive,93117,Colton Hammond,BP rep is INACTIVE
1008896,Motion AI,Anaheim,4975 East Landon Drive,92807,Alison Williams,BP rep is INACTIVE
1008896,Motion AI,Los Angeles,7915 Ajay Drive,91352,Alison Williams,BP rep is INACTIVE
1008896,Motion AI,Milpitas,1141 Cadillac Court,95035,Alison Williams,BP rep is INACTIVE
1008481,Motional ,Milpitas,699 South Milpitas,,Sarah Colley,BP rep is INACTIVE
1008481,Motional ,Venice,1625 Electric Ave,,Sarah Colley,BP rep is INACTIVE
1001211,Motorola Solutions,,625 W Alluvial Ave,93711,Edith Arizmendi,BP rep is INACTIVE
1006965,Multilayer Prototypes Inc,Newbury Park,2513 Teller Road,91320,Karina Ruvalcaba,BP rep is INACTIVE
1006159,Murata Manufacturing,San Jose,1732 N First St Ste 500,95112,Pablo Hernandez,BP rep is INACTIVE
1006159,Murata Manufacturing,San Jose,1732 N First St,96112,Pablo Hernandez,BP rep is INACTIVE
1007186,NOV,Fillmore,1020 B Street,93015,Nicholas Tyler,BP rep is INACTIVE
1005201,NPI Services Inc,Costa Mesa,1580 Corporate Drive,92626,Colton Hammond,BP rep is INACTIVE
1005819,Navico Inc,SAN DIEGO,"C/O NORMAN KRIEGER, INC.",92154,Pablo Hernandez,BP rep is INACTIVE
1010119,Netgear,City of Industry,408 S Brea Canyon Rd,91789,Colton Hammond,BP rep is INACTIVE
1005997,Nextracker,Fremont,6200 Paseo Padre Pkwy,,Pablo Hernandez,BP rep is INACTIVE
1004285,Nidec Corporation,Rancho Cordova,11380 White Rock Rd,95742,Will Hawk,BP rep is INACTIVE
1009672,Nile,San Jose,3590 N First St Suite 300,95134,Anthoney Bramante,BP rep is INACTIVE
1008780,Noah Medical ,San Carlos,1501 Industrial Rd,94070,Alison Williams,BP rep is INACTIVE
1002827,Northrop Grumman,"Northridge, CA",9401 Corbin Ave.,91324,Chad Swygert,BP rep is INACTIVE
1002827,Northrop Grumman,San Diego,,,Chad Swygert,BP rep is INACTIVE
1007097,Northwest Circuits Corp.,San Diego,8660 Avenida Costa Blanca,92154,Romey Kelso,BP rep is INACTIVE
1002833,Omega GTI,Morgan Hill,18434 Technology Dr,95037,Tim Premo,BP rep is INACTIVE
1002833,Omega GTI,Morgan Hill,220 Vineyard Ct. Ste 150,95037,Tim Premo,BP rep is INACTIVE
1002833,Omega GTI,san jose,19 Great Oaks Blvd,95119,Tim Premo,BP rep is INACTIVE
1007512,Omnicell,Santa Clara,2625 Augustine Drive Suite 301,95054,Gabriel Cisneros,BP rep is INACTIVE
1001073,OnCore Manufacturing,Chatsworth,9340 Owensmouth Avenue ,91311,Joseph Gonzales,BP rep is INACTIVE
1001073,OnCore Manufacturing,Fremont,6600 Stevenson Blvd,94538,Joseph Gonzales,BP rep is INACTIVE
1001073,OnCore Manufacturing,"SAN DIEGO,","OnCore Manufacturing, LLC",92154,Joseph Gonzales,BP rep is INACTIVE
1001073,OnCore Manufacturing,San Marcos,237 Via Vera Cruz,92078,Joseph Gonzales,BP rep is INACTIVE
1002303,Ontic,Chatsworth,Ontic Engineering & Manufacturing,91311,Kellen Ford,BP rep is INACTIVE
1008451,Ossur,Irvine,"200 Spectrum Center Drive, Ste 700",92618,Romey Kelso,BP rep is INACTIVE
1009105,Ouster,San Fransisco ,350 Treat Ave Ste 1,94110,Alison Williams,BP rep is INACTIVE
1008097,Palo Alto Networks,Santa Clara ,HQ Palo Alto Networks 3000 Tannery Way Santa Clara,95054,Israel Barba,BP rep is INACTIVE
1004179,"Palomar Display Products, Inc. ",Carlsbad,5803 Newton Dr. ,92008,Garrett Smith,BP rep is INACTIVE
1006431,"Paragon Products, LLC.",El Dorado Hills,4475 Golden Foothill Parkway,95762,Colton Hammond,BP rep is INACTIVE
1006431,"Paragon Products, LLC.",Folsom,625 Coolidge Drive,95630,Colton Hammond,BP rep is INACTIVE
1001131,Paramit Corporation,Morgan Hill,18735 Madrone Parkway,95037,Steven Elam,BP rep is INACTIVE
1006365,Parker Hannifin,Irvine,14300 Alton Parkway,92618,Will Hawk,BP rep is INACTIVE
1006365,Parker Hannifin,Irvine,16666 Von Karman Ave,92606-4997,Will Hawk,BP rep is INACTIVE
1006365,Parker Hannifin,San Diego,11661 Sorrento Valley Road,92121,Will Hawk,BP rep is INACTIVE
1006365,Parker Hannifin,Sonoma,5500 Business Park Dr,94928,Will Hawk,BP rep is INACTIVE
1001230,Parker Meggitt,IRVINE,14300 ALTON PARKWAY,92618,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Irvine,16666 Von Karman Ave,92606-4997,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Irvine,4 Marconi,92618,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Irvine,14600 Myford Road,92606,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,North Hollywood,12838 Saticoy St.,91605,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,San Diego,11661 Sorrento Valley Road,92121,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,San Diego,11661 Sorrento Valley Road,92121 ,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Simi Valley,1955 Surveyor Ave,93063,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Simi Valley,1785 Voyager Avenue,93063,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Simi Valley,1915 Surveyor Avenue,93063,Kellen Ford,BP rep is INACTIVE
1001230,Parker Meggitt,Sonoma,5500 Business Park Dr,94928,Kellen Ford,BP rep is INACTIVE
1011548,Penguin Solutions,West Fremont,45800 Northport Loop,94538,Michael Lopez,BP rep is INACTIVE
1006799,Philips,San Jose,370 W Trimble Rd.,95131,Rafael Morales,BP rep is INACTIVE
1008485,Plantronics,Santa Cruz,345 Encinal St ,95060,Gabriel Cisneros,BP rep is INACTIVE
1005196,Platinum Simulators Inc,Carlsbad,1945 Camino Vida Roble Ste L,20089,Matt Tanner,BP rep is INACTIVE
1011836,Power Integrations ,San Jose,5245 Hellyer Avenue,95138,JeanPaul Chevrier,BP rep is INACTIVE
1005169,ProCAT,Calabasas,5115 Douglas Fir Road,91302,Colton Hammond,BP rep is INACTIVE
1005566,Production Automation Corporation,el monte,Production Automation Corporation,91731-1133,Pablo Hernandez,BP rep is INACTIVE
1009671,Prosimo.io,San Jose,1735 Technology Dr #100,95110,Anthoney Bramante,BP rep is INACTIVE
1008371,Protech Design Manufacturing Solutions,San Diego,8451 Miralani Dr,92126,Oscar Medina,BP rep is INACTIVE
1006455,Proterra Operating Company,Burlingame,1815 Rollins Road,94010,Juan Santana,BP rep is INACTIVE
1006455,Proterra Operating Company,City of Industry,383 Cheryl Lane,91789,Juan Santana,BP rep is INACTIVE
1008741,QUALCOMM,San Diego,5775 Morehouse Dr.,92121,Gabriel Cisneros,BP rep is INACTIVE
1001226,Qual-Pro Corporation,Gardena,18510 S Figueroa Street,90248,Kellen Ford,BP rep is INACTIVE
1002381,Quest Components,Industry,14711 Clark Ave.,91745,Joseph Gonzales,BP rep is INACTIVE
1005118,REMEC Broadband,San Diego,17034 Camino San Bernardo,92127,Colton Hammond,BP rep is INACTIVE
1011834,RF Industries,San Diego,16868 Via Del Campo Court Suite 200,92127,JeanPaul Chevrier,BP rep is INACTIVE
1007624,RGB Networks,Sunnyvale,390 West Java Drive,94089,Romey Kelso,BP rep is INACTIVE
1001070,RTX,EL Segundo,1921 E.Mariposa AVE,90245,Garrett Smith,BP rep is INACTIVE
1001070,RTX,El Segundo,2000 E El Segundo BLVD,90245,Garrett Smith,BP rep is INACTIVE
1001070,RTX,El Segundo,2222 E. Imperial HWY.,90245,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Fullerton,1801 Hughes Dr.,92833,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Fullerton,1801 Hughes Dr. ,92833,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Goleta,"26 Castilian Dr., Ste. E",93117,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Goleta,6300 Lindmar Drive,93177,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Goleta,6300 Lindmar Drive,93117,Garrett Smith,BP rep is INACTIVE
1001070,RTX,San Diego,8680 Balboa Ave,92133,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Santa Fe Springs,9400 Santa Fe Springs Rd,90670,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Sunnyvale,460 W. California Ave,94086,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Tucson,Building M09,85706,Garrett Smith,BP rep is INACTIVE
1001070,RTX,Yuba,BEALE AFB,95903,Garrett Smith,BP rep is INACTIVE
1002738,RainBird,Azusa,970 West Sierra Madre Avenue,91702,Danielle Slaughter,BP rep is INACTIVE
1002738,RainBird,San Diego,"9355 Airway Drive, Suite 4",92154,Danielle Slaughter,BP rep is INACTIVE
1002738,RainBird,san diego,"2660 Sarnen Street, Suite 220",92154,Danielle Slaughter,BP rep is INACTIVE
1002738,RainBird,,2475-A PASEO DE LAS AMERICAS #1318,92154,Danielle Slaughter,BP rep is INACTIVE
1002813,Rapiscan Systems | AS&E,Torrance,2805 Columbia Street,90503,Danielle Slaughter,BP rep is INACTIVE
1006811,Razer Inc.,Irvine,9 Pasteur Suite #100,92618,Romey Kelso,BP rep is INACTIVE
1009066,Redwire Space,Goleta,7418 Hollister Ave.,93117,Alison Williams,BP rep is INACTIVE
1006699,Rheem Manufacturing Company,Oxnard,2151 Eastman Ave,93030,Erika Turrubiate,BP rep is INACTIVE
1007473,"Rivian Automotive, Inc.",Irvine,"15770 Laguna Canyon Rd, Suite 100",92618,Romey Kelso,BP rep is INACTIVE
1007068,RoGar Manufacturing Inc.,El Centro, 866 Ross Ave,92243,Romey Kelso,BP rep is INACTIVE
1002280,SMTC,Fremont,431 Kato Terrace,94539,Danielle Slaughter,BP rep is INACTIVE
1007627,SPIRENTCOM,Calabasas,27349 Agoura Rd,91301,Romey Kelso,BP rep is INACTIVE
1007660,SS8,Milpitas,750 Tasman Drive,95035,Romey Kelso,BP rep is INACTIVE
1007265,Samsara,San Francisco,1 De Haro St,94107,Nicholas Tyler,BP rep is INACTIVE
1008796,San Francisco Circuits,san mateo,1660 South Amphlett Blvd,94402,Hugo Ogalde,BP rep is INACTIVE
1010416,Seacomp,Carlsbad,1525 Faraday Ave. Suite 200,92008,Romey Kelso,BP rep is INACTIVE
1005280,Sensata Technologies,Thousand Oaks,1461 Lawrence Drive,91320,Will Hawk,BP rep is INACTIVE
1007149,SharkNinja Operating LLC,Chino,16300 Fern Ave,91708,Nicholas Tyler,BP rep is INACTIVE
1004796,Sienna Group,Freemont,41758 Christy Street,94538,Stefan Chubb,BP rep is INACTIVE
1003281,Sierra Circuits,Sunnyvale,1108 W Evelyn Ave,94086,Bac Nguyen,BP rep is INACTIVE
1002485,SigmaTron International ,Union City,30000 Eigenbrodt Way,94587,Omar Zamora,BP rep is INACTIVE
1002485,SigmaTron International ,san diego,"2055 DUBLIN DRIVE, SUITE 300,SAN DIEGO, CA 92154",92154,Omar Zamora,BP rep is INACTIVE
1003004,Skurka Aerospace,Camarillo,4600 Calle Bolero,,Chad Swygert,BP rep is INACTIVE
1009580,Smart Manufacturing,Stockton,462 Hudson Bay Lane,95203,Karina Ruvalcaba,BP rep is INACTIVE
1001086,Snap-On Tools Corp.,San Jose,5500 Hellyer Ave,95138,Danielle Slaughter,BP rep is INACTIVE
1001087,Snap-On Tools Corp. (USE C000210),San Jose,5500 Hellyer Ave,95138,Danielle Slaughter,BP rep is INACTIVE
1008706,Sonos Inc. ,HQ Santa Barbara,614 Chapala Street,93101,Israel Barba,BP rep is INACTIVE
1008706,Sonos Inc. ,San Francisco,255 California Street Suite 1300,94111,Israel Barba,BP rep is INACTIVE
1004808,Sony,San Diego,16535 Via Esprillo,92127,Nathan Matt,BP rep is INACTIVE
1005266,Southwest Antennas,San Diego,10939 Technology Place,92127,Colton Hammond,BP rep is INACTIVE
1003025,SpaceX,Hawthorne,1 Rocket Rd,90250,Chad Swygert,BP rep is INACTIVE
1005099,Sparqtron,Fremont,5079 Brandin Court,94538,Matt Tanner,BP rep is INACTIVE
1005099,Sparqtron,Fremont,5079 Brandin Court,94538,Matt Tanner,BP rep is INACTIVE
1005037,Spartronics,Milpitas ,1940 Milmont Drive,95035,Juan Santana,BP rep is INACTIVE
1006103,Stellant Systems Inc.,Torrance,3100 Lomita Blvd,90505,Colton Hammond,BP rep is INACTIVE
1010432,Steren Solutions LLC,San Diego,8445 Camino Santa Fe Suite #203,92121,Romey Kelso,BP rep is INACTIVE
1011785,"Stracon, Inc",Irvine,1672 Kaiser Ave,92614,JeanPaul Chevrier,BP rep is INACTIVE
1011024,Streamline Electronics Manufacturing (SEM),Fremont ,4285 Technology Dr,94538,Elena Wilfong,BP rep is INACTIVE
1008977,Strike Technology Inc,Carson,24311 S. Wilmington Ave,90731,Tim Premo,BP rep is INACTIVE
1007103,Subinitial LLC,Santee,10160 Three Oaks Way,92071,Romey Kelso,BP rep is INACTIVE
1006144,Sunnytech,san jose,C003556- 2243 Ringwood Ave,95131,Pablo Hernandez,BP rep is INACTIVE
1008470,Sunrise Medical,Fresno,2842 N Business Park Avenue,93727,Vera Montero,BP rep is INACTIVE
1007951,"Super Micro Computer, Inc.",san jose,980 Rock Avenue,95131,Hugo Ogalde,BP rep is INACTIVE
1005123,Synopsys,Mountain View,690 East Middlefield Road,94043,Colton Hammond,BP rep is INACTIVE
1002272,THALES,Irvine,53 Discovery,92618,Garrett Smith,BP rep is INACTIVE
1003001,THALES Avionics,irvine,58 discovery,92618,Garrett Smith,BP rep is INACTIVE
1004476,TTM Technologies,Santa Ana,200 East Sandpointe,92707,Garrett Smith,BP rep is INACTIVE
1005080,Tandem Diabetes,,11075 Roselle Street,92121,Colton Hammond,BP rep is INACTIVE
1008591,Tecan,Morgan Hill,18735 Madrone Parkway,95037,Romey Kelso,BP rep is INACTIVE
1008591,Tecan,Redwood City,900 Chesapeake Drive,94063,Romey Kelso,BP rep is INACTIVE
1007004,TechnipFMC,Davis,201 Cousteau Pl.,95618,Romey Kelso,BP rep is INACTIVE
1004683,Teledyne Technologies International Corp.,Mountain View,1274 Terra Bella Avenue,94043,Will Hawk,BP rep is INACTIVE
1004683,Teledyne Technologies International Corp.,Rancho Cordova,11361 Sunrise Park Drive,95742,Will Hawk,BP rep is INACTIVE
1004683,Teledyne Technologies International Corp.,San Diego,9970 Carroll Canyon Road,92131,Will Hawk,BP rep is INACTIVE
1004683,Teledyne Technologies International Corp.,Thousand Oaks,1049 Camino Dos Rios,91360,Will Hawk,BP rep is INACTIVE
1010246,Telestream,Nevada City,848 Gold Flat Rd,95959,Romey Kelso,BP rep is INACTIVE
1008725,Tempo Automation Holdings Inc,San Francisco,2460 Alameda Street,94103,Gabriel Cisneros,BP rep is INACTIVE
1012094,Tempo Communications,Vista,1390 Aspen Way,92081,JeanPaul Chevrier,BP rep is INACTIVE
1008856,Teradek,Burbank,2504 N Ontario St,91504,Alison Williams,BP rep is INACTIVE
1008856,Teradek,Irvine,8 Mason,92618,Alison Williams,BP rep is INACTIVE
1003052,The Aerospace Corporation,El Segundo,2310 E. El Segundo Blvd,90245,Chad Swygert,BP rep is INACTIVE
1012150,Topcon Positioning Systems,Livermore,7400 National Drive,94551,JeanPaul Chevrier,BP rep is INACTIVE
1005122,"Trantronics, Inc",Irvine,1822 Langley Ave,92614,Colton Hammond,BP rep is INACTIVE
1005275,Trimble Inc.,Sunnyvale,510 De Guigne Dr,94085,Colton Hammond,BP rep is INACTIVE
1002342,USI Global,Fremont,Asteelflash USA Corp,94538,Jonathan Cabrera,BP rep is INACTIVE
1002258,Ultra Electronics,San Diego,"8799 Balboa Avenue, Suite 105",92123,Chad Swygert,BP rep is INACTIVE
1009188,Unigen Corporation,Newark,39730 Eureka Drive,94560,Anthoney Bramante,BP rep is INACTIVE
1007566,"Unixo, Inc.",Westlake Village,31328 Via Colinas,91362,Tim Premo,BP rep is INACTIVE
1005596,VCC LITE,Carlsbad,(Billing Address),92008,Juan Santana,BP rep is INACTIVE
1005596,VCC LITE,San Diego,"Visual Communications Company, LLC",92154,Juan Santana,BP rep is INACTIVE
1009103,VELODYNE LIDAR INC,San Jose ,5521 Hellyer Ave,95138,Alison Williams,BP rep is INACTIVE
1011586,"Vallen Integrated Supply, Inc.",los angeles,4690 COLORADO BLVD.,90039,Hugo Ogalde,BP rep is INACTIVE
1002649,Veris Manufacturing,Brea,285 Gemini Ave. ,92821,Kellen Ford,BP rep is INACTIVE
1009185,Viasat,Carlsbad,2501 Gateway,92009-1699,Anthoney Bramante,BP rep is INACTIVE
1002321,Viavi Solutions Inc,San Jose,6001 America Center Drive,95002,Steven Elam,BP rep is INACTIVE
1005335,"View, Inc.",Milpitas,195 S. Milpitas Blvd,95035,Pablo Hernandez,BP rep is INACTIVE
1010610,ViewSonic Corporation,Brea,10 Pointe Dr.,92821,Katrina Riobuya,BP rep is INACTIVE
1006902,WKK Technology Limited,San Jose,175 Bernal Road Suite 200,95119,Romey Kelso,BP rep is INACTIVE
1005102,Wellex Corporation,Fremont,551 Brown Road,94539,Matt Tanner,BP rep is INACTIVE
1010319,Wycom,San Diego,6010 Cornerstone Ct. West Suite 201,92121,Sara Shelby,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Costa Mesa,3184 Pullman Street,92626,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Cypress,12240 Warland Drive,90630,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Garden Grove,7330 Lincoln Way,92841,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Ontario,1945 South Grove Avenue,91761,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Santa Maria,2850 Skyway Drive,93455,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,Santa Maria,2641 Airpark Drive,93455,TsuUser,BP rep is INACTIVE
1002363,ZODIAC AEROSPACE/ SAFRAN,,17311 Nichols Lane,92647,TsuUser,BP rep is INACTIVE
1008980,ZT Systems,Santa Clara,2933 Bunker Hill Ln.,95054,Romey Kelso,BP rep is INACTIVE
1002472,Zebra Technologies,Agoura Hills,30601 West Agoura Road,91301,Joseph Gonzales,BP rep is INACTIVE
1002472,Zebra Technologies,San Diego,1440 Innovative Drive A,92154,Joseph Gonzales,BP rep is INACTIVE
1002472,Zebra Technologies,San Jose,2940 N. First Street,95134-2021,Joseph Gonzales,BP rep is INACTIVE
1006921,Zeiss Meditec Inc.,Dublin,5300 Central Parkway,94568,Romey Kelso,BP rep is INACTIVE
1012092,Zoll Medical Corporation,San Jose,2000 Ringwood Ave.,95131,JeanPaul Chevrier,BP rep is INACTIVE
1005287,dB Control,Fremont,1120 Auburn St.,94539,Colton Hammond,BP rep is INACTIVE
1011208,iRhythm Technologies,San Francisco ,699 8th Street Suite 600,94103,Elena Wilfong,BP rep is INACTIVE
1008855,Anduril Industries,Costa Mesa,1375 Sunflower Ave.,92626,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1008855,Anduril Industries,Irvine,2722 Michelson Drive,92612,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1012355,Azbil Corporation,Redding,2032 Waldon Street,96001,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1012355,Azbil Corporation,Santa Clara,2334 Walsh Ave.,95051,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1011437,B & B ELECTRONIC DISTRIBUTORS,BUENA PARK,B & B ELECTRONIC DISTRIBUTORS,90620,Edgar Santana,"Needs location-level assignment (active BP rep, 2+ locs)"
1011437,B & B ELECTRONIC DISTRIBUTORS,Long Beach,6635 Minnesota Ave,90805,Edgar Santana,"Needs location-level assignment (active BP rep, 2+ locs)"
1008801,Bio-Techne,Newark,7707 Gateway Blvd,94560,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1008801,Bio-Techne,San Jose,3001 Orchard Parkway,95134,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1007218,Boyd Corporation,Chatsworth ,9959 Canoga Avenue ,91311,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1007218,Boyd Corporation,Pleasanton,5960 Inglewood Dr.,94588,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1002405,"Brooks Automation, Inc.",Fremont,46702 Bayside Parkway,94538,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1002405,"Brooks Automation, Inc.",Livermore,201 Lindbergh Avenue,94551,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,Fontana,14597 Baseline Ave,92336,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,Lincoln,1401 Aviation Blvd.,95648,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,Livermore,7150 Patterson Pass Road,94550,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,Rialto,1543 N. Alder Ave,92376,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,Tracy,25201 South Schulte Road,95377,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001028,CTDI,,"1552 N. Alder Ave Rialto,",92377 ,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1009167,Calix,Petaluma,1435 N. McDowell Blvd.,94954,Justin Goodwin,"Needs location-level assignment (active BP rep, 2+ locs)"
1009167,Calix,San Jose,2777 Orchard Parkway,95134,Justin Goodwin,"Needs location-level assignment (active BP rep, 2+ locs)"
1009194,Entegris,Fremont,46716 Lakeview Blvd,94538,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1009194,Entegris,San Luis Obispo,4175 Santa Fe Road,93401,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1009011,Forte Technologies,Dana Point,Forte Technologies LLC,92629,Jake Harris,"Needs location-level assignment (active BP rep, 2+ locs)"
1009011,Forte Technologies,Laguna Niguel,"30011 Ivy Glenn Dr, Suite 123",92677-5014,Jake Harris,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,Poway,14200 Kirkham Way,92064,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,Poway,13840 Stowe Dr.,92064,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,Poway,14040 Danielson St,92064,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,San Diego,16969 Mesamint Street,92127-2407,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,San Diego,16761 Via Del Campo Ct.,92127,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,San Diego,3550 General Atomics Court,92121-1122,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,San Diego,16530 Via Esprillo,92127,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001121,General Atomics,San Diego,P.O.Box 85608,92186-5608,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1005622,II-VI Incorporated,Fremont,4545 Cushing Parkway,94538,Wing Zhang,"Needs location-level assignment (active BP rep, 2+ locs)"
1005622,II-VI Incorporated,,1830 Bering Dr,95112,Wing Zhang,"Needs location-level assignment (active BP rep, 2+ locs)"
1009942,Ichor Systems,Fremont,3185 Laurelview Ct.,94538,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1009942,Ichor Systems,Fremont,4302/4308 Solar Way,94538,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1009492,Infinera,San Jose,6373 San Ignacio Avenue,95119,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1009492,Infinera,Sunnyvale,1322 Bordeaux Dr,94089,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1001139,Jabil Inc,San Jose,30 Great Oaks Blvd,95119,Jake Mcaloose,"Needs location-level assignment (active BP rep, 2+ locs)"
1001139,Jabil Inc,san jose,6212 Hellyer Ave,95138,Jake Mcaloose,"Needs location-level assignment (active BP rep, 2+ locs)"
1002284,Javad,San Jose,900 Rock Avenue,95131,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1002284,Javad,San Jose,900 Rock Avenue,95131,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1002284,Javad,San Jose,900 Rock Avenue,95131,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1009726,Joby Aviation,Santa Cruz,2155 Delaware Avenue,95060,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1009726,Joby Aviation,Santa Cruz,333 Encinal St,95060,William Robinson,"Needs location-level assignment (active BP rep, 2+ locs)"
1007870,Lumentum,San Jose,1001 Ridder Park Drive,95131,Laurel Kee,"Needs location-level assignment (active BP rep, 2+ locs)"
1007870,Lumentum,San Jose,3081 Zanker Road,95134,Laurel Kee,"Needs location-level assignment (active BP rep, 2+ locs)"
1007870,Lumentum,San Jose,80 Rose Orchard Way,95134,Laurel Kee,"Needs location-level assignment (active BP rep, 2+ locs)"
1007870,Lumentum,San Jose,1717 Fox Drive,95131,Laurel Kee,"Needs location-level assignment (active BP rep, 2+ locs)"
1001011,Mercury Systems ,Cypress,10855 Business Center Dr.,90630,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001011,Mercury Systems ,Fremont,47200 Bayside Parkway,94538,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001011,Mercury Systems ,Oxnard,400 Del Norte Blvd.,93030,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
