decommit_mpn,offer_type,offer_partner,offer_key,offer_date,offer_mpn,offer_qty,offer_price,date_code,vq_count,avg_vq_cost,min_vq_cost,max_vq_cost,latest_vq_date
LTM4644EY#PBF,Broker Stock Offer,"Chips-Center Technology (HK) Co., Ltd",1024721,2025-10-24,LTM4644EY#PBF,1020,24.50,25+,28,28.9006,24.9400,39.7900,2025-10-30
LTM4644EY#PBF,Broker Stock Offer,Semihouse,1024666,2025-10-17,LTM4644EY#PBF,510,28.6,25+,28,28.9006,24.9400,39.7900,2025-10-30
LTM4668AEY#PBF,Broker Stock Offer,Hong Kong ShunChiu Industry Development Limited,1025795,2026-03-20,LTM4668AEY#PBF,260,10,within 2 years,,,,,
LTM4675EY#PBF,Broker Stock Offer,Southchip Limited,1025677,2026-03-08,LTM4675EY#PBF,2389,0,1729+,,,,,
LTM4675EY#PBF,Broker Stock Offer,Southchip Limited,1025239,2026-01-04,LTM4675EY#PBF,2389,0,1729+,,,,,
LTM4675EY#PBF,Broker Stock Offer,Southchip Limited,1025103,2025-12-11,LTM4675EY#PBF,896,0,17+,,,,,
LTM4675EY#PBF,Broker Stock Offer,"ROVELL INTERNATIONAL TRADE CO.,LTD  ",1024993,2025-11-27,LTM4675EY#PBF�� ,1008,0,25+,,,,,
LTM4675EY#PBF,Broker Stock Offer,Southchip Limited,1024951,2025-11-23,LTM4675EY#PBF,896,0,17+,,,,,
LTM4675EY#PBF,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,LTM4675EY#PBF,0,0,,,,,,
LTM8027EY#PBF,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,LTM8027EY#PBF,0,0,,,,,,
LTM8045EY#PBF,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,LTM8045EY#PBF,0,0,,,,,,
LTM8055EY#PBF,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,LTM8055EY#PBF,0,0,,,,,,
LTM8064EY#PBF,Broker Stock Offer,Southchip Limited,1025677,2026-03-08,LTM8064EY#PBF,534,0,1732+,,,,,
LTM8064EY#PBF,Broker Stock Offer,Southchip Limited,1025470,2026-02-03,LTM8064EY#PBF,6000,0,1732+,,,,,
LTM8064EY#PBF,Broker Stock Offer,Southchip Limited,1025239,2026-01-04,LTM8064EY#PBF,534,0,1732+,,,,,
LTM8064EY#PBF,Broker Stock Offer,Southchip Limited,1025103,2025-12-11,LTM8064EY#PBF,534,0,1732+,,,,,
LTM8064EY#PBF,Broker Stock Offer,Southchip Limited,1024951,2025-11-23,LTM8064EY#PBF,534,0,1732+,,,,,
MAX17543ATP+,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,MAX17543ATP+,0,0,,,,,,
MAX4649EKA+T,Broker Stock Offer,Hong Kong ShunChiu Industry Development Limited,1025192,2025-12-23,MAX4649EKA-T,5000,0.68,25+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025806,2026-03-24,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,"Very Chip Co., Limited",1025692,2026-03-10,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,Southchip Limited,1025677,2026-03-08,MAX8556ETE+T,1,0,1532+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025625,2026-03-02,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025574,2026-02-25,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025474,2026-02-03,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025444,2026-01-29,MAX8556ETE+T ,83,0,2202+,,,,,
MAX8556ETE+T,Broker Stock Offer,Southchip Limited,1025239,2026-01-04,MAX8556ETE+T,1,0,1532+,,,,,
MAX8556ETE+T,Broker Stock Offer,"VERY CHIP CO., LIMITED",1025080,2025-12-09,MAX8556ETE+T ,83,0,2202+,,,,,
OP177GSZ-REEL7,Broker Stock Offer,Sing Sun Electronics Ltd,1024804,2025-11-04,OP177GSZ-REEL7,0,0,,,,,,
AD780BRZ-REEL7,Customer Excess,Celestica,1025670,2026-03-05,AD780BRZ-REEL7,241,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025531,2026-02-10,AD780BRZ-REEL7,537,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025531,2026-02-10,AD780BRZ-REEL7,187,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025295,2026-01-11,AD780BRZ-REEL7,537,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025295,2026-01-11,AD780BRZ-REEL7,206,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025076,2025-12-08,AD780BRZ-REEL7,178,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1025076,2025-12-08,AD780BRZ-REEL7,526,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1024870,2025-11-12,AD780BRZ-REEL7,535,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,Celestica,1024870,2025-11-12,AD780BRZ-REEL7,164,0,,3,18.3600,18.0000,19.0000,2025-10-08
AD780BRZ-REEL7,Customer Excess,BENCHMARK ELECTRONICS,1024583,2025-10-06,AD780BRZ-REEL7,502,13.0985,,3,18.3600,18.0000,19.0000,2025-10-08
AD8512ARMZ-REEL,Customer Excess,Celestica,1024870,2025-11-12,AD8512ARMZ-REEL,1061,0,,,,,,
AD8512ARMZ-REEL,Customer Excess,BENCHMARK ELECTRONICS,1024583,2025-10-06,AD8512ARMZ-REEL,3218,2.438,,,,,,
AD8512ARMZ-REEL,Customer Excess,BENCHMARK ELECTRONICS,1024583,2025-10-06,AD8512ARMZ-REEL,3218,2.438,,,,,,
AD8675ARMZ-REEL,Customer Excess,Celestica,1025076,2025-12-08,AD8675ARMZ-REEL,559,0,,,,,,
AD8676ARMZ-REEL,Customer Excess,Celestica,1025670,2026-03-05,AD8676ARMZ-REEL,2927,0,,,,,,
AD8676ARMZ-REEL,Customer Excess,Celestica,1025531,2026-02-10,AD8676ARMZ-REEL,2927,0,,,,,,
AD8676ARMZ-REEL,Customer Excess,Celestica,1025295,2026-01-11,AD8676ARMZ-REEL,4379,0,,,,,,
AD8676ARMZ-REEL,Customer Excess,Celestica,1025076,2025-12-08,AD8676ARMZ-REEL,6096,0,,,,,,
AD8676ARMZ-REEL,Customer Excess,Celestica,1024870,2025-11-12,AD8676ARMZ-REEL,7800,0,,,,,,
ADG5206BCPZ-RL7,Customer Excess,Schneider Electric,1025644,2026-03-03,ADG5206BCPZ-RL7,34556,0,,,,,,
ADG5206BCPZ-RL7,Customer Excess,Schneider Electric,1025390,2026-01-22,ADG5206BCPZ-RL7,65456,0,,,,,,
ADP5052ACPZ-R7,Customer Excess,Celestica,1025670,2026-03-05,ADP5052ACPZ-R7,363,0,,,,,,
ADP5052ACPZ-R7,Customer Excess,Celestica,1025531,2026-02-10,ADP5052ACPZ-R7,363,0,,,,,,
ADP5052ACPZ-R7,Customer Excess,Celestica,1025295,2026-01-11,ADP5052ACPZ-R7,363,0,,,,,,
ADP5052ACPZ-R7,Customer Excess,Celestica,1025076,2025-12-08,ADP5052ACPZ-R7,363,0,,,,,,
ADP5052ACPZ-R7,Customer Excess,Celestica,1024870,2025-11-12,ADP5052ACPZ-R7,331,0,,,,,,
ADR445BRZ-REEL7,Customer Excess,Celestica,1024870,2025-11-12,ADR445BRZ-REEL7,145,0,,,,,,
ADR445BRZ-REEL7,Customer Excess,Flex ,1024615,2025-10-13,ADR445BRZ-REEL7,115,0,2252,,,,,
ADR445BRZ-REEL7,Customer Excess,Flex ,1024615,2025-10-13,ADR445BRZ-REEL7,77,0,2250,,,,,
DS1631AU+T&R,Customer Excess,Celestica,1025295,2026-01-11,DS1631AU+T&R,542,0,,,,,,
DS1631AU+T&R,Customer Excess,Celestica,1025076,2025-12-08,DS1631AU+T&R,996,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1175CST-5#TRPBF,2367,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1025531,2026-02-10,LT1175CST-5#TRPBF,2397,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1025295,2026-01-11,LT1175CST-5#TRPBF,2402,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1025076,2025-12-08,LT1175CST-5#TRPBF,2402,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1024870,2025-11-12,LT1175CST-5#TRPBF,2402,0,,,,,,
LT1175CST-5#TRPBF,Customer Excess,Celestica,1024591,2025-10-08,LT1175CST-5#TRPBF,2395,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1711CMS8#TRPBF,1328,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1025531,2026-02-10,LT1711CMS8#TRPBF,1328,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1025295,2026-01-11,LT1711CMS8#TRPBF,1429,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1025076,2025-12-08,LT1711CMS8#TRPBF,447,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1024870,2025-11-12,LT1711CMS8#TRPBF,977,0,,,,,,
LT1711CMS8#TRPBF,Customer Excess,Celestica,1024591,2025-10-08,LT1711CMS8#TRPBF,3573,0,,,,,,
LT1763CDE#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1763CDE#TRPBF,410,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1763CDE#TRPBF,1369,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1763CDE#TRPBF,2388,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025531,2026-02-10,LT1763CDE#TRPBF,551,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025531,2026-02-10,LT1763CDE#TRPBF,4301,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025295,2026-01-11,LT1763CDE#TRPBF,700,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025295,2026-01-11,LT1763CDE#TRPBF,4319,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025076,2025-12-08,LT1763CDE#TRPBF,339,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1025076,2025-12-08,LT1763CDE#TRPBF,1134,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1024870,2025-11-12,LT1763CDE#TRPBF,627,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1024870,2025-11-12,LT1763CDE#TRPBF,963,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1024591,2025-10-08,LT1763CDE#TRPBF,1275,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1763CDE#TRPBF,Customer Excess,Celestica,1024591,2025-10-08,LT1763CDE#TRPBF,787,0,,11,3.1963,2.3000,3.7320,2025-11-18
LT1963AEQ#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1963AEQ#TRPBF,571,0,,,,,,
LT1963AEQ#TRPBF,Customer Excess,Celestica,1025670,2026-03-05,LT1963AEQ#TRPBF,6155,0,,,,,,
LT1963AEQ#TRPBF,Customer Excess,Celestica,1025531,2026-02-10,LT1963AEQ#TRPBF,6155,0,,,,,,
LT1963AEQ#TRPBF,Customer Excess,Celestica,1025295,2026-01-11,LT1963AEQ#TRPBF,6155,0,,,,,,
LT1963AEQ#TRPBF,Customer Excess,Celestica,1024870,2025-11-12,LT1963AEQ#TRPBF,458,0,,,,,,
LT1963AES8#PBF,Customer Excess,Celestica,1024591,2025-10-08,LT1963AES8#PBF,1743,0,,5,2.5206,2.1800,2.8000,2026-03-24
LTM4606EV#PBF,Customer Excess,Celestica,1025670,2026-03-05,LTM4606EV#PBF,76,0,,,,,,
LTM4606EV#PBF,Customer Excess,Celestica,1025531,2026-02-10,LTM4606EV#PBF,53,0,,,,,,
LTM4606EV#PBF,Customer Excess,Celestica,1025295,2026-01-11,LTM4606EV#PBF,75,0,,,,,,
LTM4606EV#PBF,Customer Excess,Celestica,1025076,2025-12-08,LTM4606EV#PBF,75,0,,,,,,
LTM4606EV#PBF,Customer Excess,Celestica,1024870,2025-11-12,LTM4606EV#PBF,76,0,,,,,,
LTM4606EV#PBF,Customer Excess,Celestica,1024591,2025-10-08,LTM4606EV#PBF,74,0,,,,,,
LTM4620AEV#PBF,Customer Excess,Celestica,1024870,2025-11-12,LTM4620AEV#PBF,164,0,,,,,,
LTM4620AEV#PBF,Customer Excess,Plexus Corp.,1024745,2025-10-28,LTM4620AEV#PBF,53,55.515264,202317,,,,,
LTM4620AEV#PBF,Customer Excess,Celestica,1024591,2025-10-08,LTM4620AEV#PBF,91,0,,,,,,
LTM4630AEV#PBF,Customer Excess,Celestica,1024591,2025-10-08,LTM4630AEV#PBF,60,0,,,,,,
LTM4644EY#PBF,Customer Excess,Celestica,1025295,2026-01-11,LTM4644EY#PBF,27,0,,28,28.9006,24.9400,39.7900,2025-10-30
LTM8055EY#PBF,Customer Excess,Celestica,1025670,2026-03-05,LTM8055EY#PBF,113,0,,,,,,
LTM8055EY#PBF,Customer Excess,Celestica,1025076,2025-12-08,LTM8055EY#PBF,111,0,,,,,,
LTM8055EY#PBF,Customer Excess,Celestica,1024870,2025-11-12,LTM8055EY#PBF,111,0,,,,,,
LTM8055EY#PBF,Customer Excess,Celestica,1024591,2025-10-08,LTM8055EY#PBF,116,0,,,,,,
MAX4648EUT+T,Customer Excess,Celestica,1025670,2026-03-05,MAX4648EUT+T,738,0,,,,,,
MAX4648EUT+T,Customer Excess,Celestica,1024591,2025-10-08,MAX4648EUT+T,440,0,,,,,,
MAX8556ETE+T,Customer Excess,Flex ,1024615,2025-10-13,MAX8556ETE+T,6297,0,2312,,,,,
MAX8556ETE+T,Customer Excess,Flex ,1024615,2025-10-13,MAX8556ETE+T,4029,0,2311,,,,,
MAX8556ETE+T,Customer Excess,Flex ,1024615,2025-10-13,MAX8556ETE+T,2500,0,2316,,,,,
OP177GSZ-REEL7,Customer Excess,Celestica,1025670,2026-03-05,OP177GSZ-REEL7,627,0,,,,,,
OP177GSZ-REEL7,Customer Excess,Celestica,1024870,2025-11-12,OP177GSZ-REEL7,927,0,,,,,,
LTM8055EY#PBF,LAM Kitting Inventory,Lam Research,1025736,2026-03-13,LTM8055EY#PBF,60,48.4222,,,,,,
