Chuboe_Offer_ID[Value],Chuboe_MPN,Chuboe_MFR_ID[Value],Chuboe_MFR_Text,Qty,Chuboe_Lead_Time,Chuboe_Package_Desc,C_Country_ID[Name],Chuboe_Date_Code,C_Currency_ID[ISO_Code],Description,IsActive,Chuboe_MPN_Clean,Chuboe_CPC,PriceEntered,Chuboe_MOQ,Chuboe_SPQ
,PTMA403033A1AZ,,Texas Instruments,382.000,,US2602110000056;QC INSPECT,,,,(CE/) PS DC-DC CONV 36 TO 75VI,,,,,,
,RC0805FR-0720RL,,Yageo Corp,9731.000,,US2602220000006;QC INSPECT,,,,(CE/) RES 0805 20.0 1% 1/10W R,,,,,,
,RG2012P-2101-B-T5,,Yageo Corp,15664.000,,US2602220000009;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.10K",,,,,,
,RN152-6-02-3M9,,TE Connectivity,14.000,,US2602020000096;QC INSPECT,,,,IDCTR CHOKE COML MODE RN152 3.,,,,,,
,RN55D4993FRE6,,Vishay Dale,5000.000,,US2602220000012;QC INSPECT,,,,(CE/) RES 499K 1/8W 1% MF,,,,,,
,RT0805BRD071K87L,,Yageo Corp,9799.000,,US2602220000007;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.87K",,,,,,
,RT0805BRD072K37L,,Yageo Corp,9657.000,,US2602190000033;QC INSPECT,,,,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.37K ROHS",,,,,,
,RT0805BRD072K55L,,Yageo Corp,4938.000,,US2602220000001;QC INSPECT,,,,(/) RES SMD 0805 RG MF 0.1% 1/,,,,,,
,RUEF185,,Littelfuse Inc,4874.000,,US2602110000054;QC INSPECT,,,,(CE/) FUSE POLYSWITCH RESETTAB,,,,,,
,S36SE12002PRFZ,,Delta,1189.000,,US2602180000032;QC INSPECT,,,,(CE/) PS MODULE DC/DC 1X1 12V,,,,,,
,SR307C104KARTR1,,KYOCERA AVX,2144.000,,US2602220000004;QC INSPECT,,,,CAP 0.1UF CM 500V 10% X7R TH R,,,,,,
,SSW-117-01-G-D,,Samtec Inc,656.000,,US2602230000011;QC INSPECT,,,,"CONN,SKT,STR,.1 X .1, 34 PIN",,,,,,
,TDE1798DP,,ST Micrelectronics,125.000,,US2602110000053;QC INSPECT,,,,"IC,INDUSTRIAL DRIVER,0.5A PWR SW,6V-35V",,,,,,
,TP-104-01-00,,Components Corporation,6666.000,,US2602230000009;QC INSPECT,,,,TP LOOPED .063 HOLE 1 POS BLK,,,,,,
,TPS3802K33DCKR,,Texas Instruments,4130.000,,US2602110000059;QC INSPECT,,,,(CE/) IC VOLT SPVSR SC-70-5 RO,,,,,,
,UV-035DQ,,Advanced Photonix Inc,101.000,,US2602190000047;QC INSPECT,,,,(CE/) PHOTODIODE 980 NM TO-8,,,,,,
,V48C12C75BL,,Vicor Corp,152.000,,US2602180000030;QC INSPECT,,,,IC (CE/) DC-DC CONVERTER 12VDC,,,,,,
,V72C12C150BL,,Delta,149.000,,US2602180000031;QC INSPECT,,,,(CE/) DC-DC CONVERTER 12VDC 15,,,,,,
,XLH536003.686400I,,Renesas Electronics Corp,1151.000,,US2602230000008;QC INSPECT,,,,(CE/) XTAL 3.6864 MHZ 3.3V,,,,,,
