rfq_search_key,rfq_date,rfq_type,customer_name,rfq_mpn,rfq_qty,rfq_target_price,excess_offer_key,excess_date,excess_partner,excess_mpn,excess_qty,excess_price,date_code,lead_time,qty_coverage_pct,vq_count,avg_vq_cost,min_vq_cost,max_vq_cost,latest_vq_date,rfq_count_90d,total_rfq_qty_90d,est_opportunity_value,match_type
1129855,2026-02-11,Shortage,Applied Materials,LCMXO3LF-2100C-5BG256C,5355,,1025531,2026-02-10,Celestica,LCMXO3LF-2100C-5BG256C,770,,,,14.4,21,8.2050,3.7710,19.5000,2026-01-06,2,20355,6317.85,EXACT
