Chuboe_RFQ_ID[Value],Chuboe_Buyer_ID[Name],C_BPartner_ID[Value],Chuboe_User_ID[Name],Chuboe_MPN,Chuboe_MFR_Text,Qty,Cost,C_Currency_ID[ISO_Code],Chuboe_Date_Code,Chuboe_MOQ,Chuboe_SPQ,Chuboe_Packaging_ID[Name],Chuboe_Lead_Time,C_Country_ID[Name],Chuboe_RoHS[Name],Chuboe_Note_User,_LOG_
1131217,Jake Harris,1002331,,163A16159X,Amphenol CONEC,20,5.1348,GBP,,25,1,BULK,stock,,,Supplier SKU: 626-1798-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993375] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993375] / 
1131217,Jake Harris,1002390,,3007W2PCT56N40X,Conec,10,13.95,,,25,1,,stock,Mexico,,Supplier SKU: 3007W2PCT56N40X,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993376] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993376] / 
1131217,Jake Harris,1002338,,M2022-ALC,Coilcraft,85,1.27,GBP,,100,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 994-M2022-ALC,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002331,,09271326903,HARTING,20,3.96875,GBP,,40,1,BULK,stock,,,Supplier SKU: 1195-1884-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993377] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993377] / 
1131217,Jake Harris,1002331,,CKG57NX7R1H106M500JH,TDK Corporation,40,1.49785,GBP,,2000,1000,T&R,stock,,,Supplier SKU: 445-2399-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002390,,AD5292BRUZ-20,ANALOG DEVICES,20,4.08,,,1,1,TUBE,stock,Philippines,Yes,Supplier SKU: 1762_00519806,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002331,,4922R-32L,DELEVAN,30,1.71099,GBP,,1600,800,T&R,stock,,,Supplier SKU: DN7812TR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,MT47H128M16RT-25E:C TR,Micron Technology Inc.,10,9.85729,GBP,,2000,2000,T&R,stock,,,Supplier SKU: 557-1919-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,428196223,MOLEX,10,6.98322,GBP,,180,1,TRAY,stock,,,Supplier SKU: WM14565-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993378] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993378] / 
1131217,Jake Harris,1002394,,AD586KRZ,ANALOG DEVICES,10,6.16,,,25,1,EACH,stock,,,Supplier SKU: 73Y5222,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002409,,2250067-1,TRP Connector,20,3.87,,,50,1,,stock,China,Yes,Supplier SKU: 2250067-1,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993379] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993379] / 
1131217,Jake Harris,1002331,,X-1569,"iNRCORE, LLC",10,9.61503,GBP,,400,400,T&R,stock,,No,Supplier SKU: 1902-1056-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002310,,428195223,MOLEX,10,8.12,GBP,,25,1,EACH,stock,Mexico,,Supplier SKU: 3863075,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002400,,XEL6060-821MEC,Coilcraft,40,2.302,GBP,,100,1,CUT STRIPS,stock,,,Supplier SKU: 4652-XEL6060-821MEC-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUT STRIPS) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUT STRIPS) / 
1131217,Jake Harris,1002331,,K202XHT-E9S-N,"Kycon, Inc.",35,2.24567,GBP,,60,1,TUBE,stock,,,Supplier SKU: 2092-K202XHT-E9S-N-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002338,,C1812C224J1RACTU,Kemet,120,0.445,GBP,,500,1,CUT TAPE,stock,,Yes,Supplier SKU: 80-C1812C224J1R,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993380] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993380] / 
1131217,Jake Harris,1002331,,FT234XD-R,"FTDI, Future Technology Devices International Ltd",45,1.2515,GBP,,5000,5000,T&R,stock,,,Supplier SKU: 768-1178-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,163A16959X,Amphenol CONEC,10,8.7424,GBP,,25,1,BULK,stock,,,Supplier SKU: 626-1892-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993381] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993381] / 
1131217,Jake Harris,1002331,,524MILF,Renesas Electronics Corporation,30,1.76927,GBP,,3000,3000,T&R,stock,,,Supplier SKU: 800-2270-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002409,,IPL1-112-02-L-D-K,SAMTEC,20,3.3,,,50,1,TUBE,stock,Malaysia,Yes,Supplier SKU: IPL1-112-02-L-D-K,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002331,,163A17059X,Amphenol CONEC,10,8.5456,GBP,,25,1,BULK,stock,,,Supplier SKU: 626-1893-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993382] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993382] / 
1131217,Jake Harris,1002331,,WSLP25124L000DEA,Vishay Dale,30,1.11894,GBP,,4000,2000,T&R,stock,,,Supplier SKU: 541-WSLP25124L000DEATR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,ERA2ARB2431X,Panasonic Electronic Components,240,0.1773,GBP,,20000,10000,T&R,stock,,,Supplier SKU: P17991TR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002338,,IXFY26N30X3,IXYS,20,1.9,GBP,,10,1,TUBE,stock,,,Supplier SKU: 747-IXFY26N30X3,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002338,,100-064-133,HARTING,20,2.35,GBP,,260,1,TRAY,stock,,Yes,Supplier SKU: 617-09-02-164-6922,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993383] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993383] / 
1131217,Jake Harris,1002331,,0ADEC9250-BE,BEL FUSE INC.,20,1.7054,GBP,,50,1,BULK,stock,,,Supplier SKU: 5923-0ADEC9250-BE-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993384] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993384] / 
1131217,Jake Harris,1002390,,LTC4231HMS-1#PBF,ANALOG DEVICES,10,4.62,,,111,37,TUBE,stock,Thailand,Yes,Supplier SKU: 1762_09274599,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002331,,UC2825AQDWREP,Texas Instruments,10,4.37229,GBP,,2000,2000,T&R,stock,,,Supplier SKU: 296-19565-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,0791091019,MOLEX,10,4.61462,GBP,,13,1,TUBE,stock,,,Supplier SKU: 23-0791091019-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002331,,SMCJ1.5KE30A-TP,MCC (Micro Commercial Components),180,0.09304,GBP,,6000,3000,T&R,stock,,,Supplier SKU: SMCJ1.5KE30A-TPMSTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002338,,LMZM23600SILT,Texas Instruments,10,3.31,GBP,,25,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 595-LMZM23600SILT,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002338,,TPS3837K33DBVT,Texas Instruments,15,1.56,GBP,,25,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 595-TPS3837K33DBVR,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002394,,MAX5917AESE+,ANALOG DEVICES,10,1.69,,,10,1,EACH,stock,,,Supplier SKU: 73Y5095,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002310,,AS7C34098A-10TCN,Alliance Memory,10,4.73,GBP,,25,1,EACH,stock,Taiwan,,Supplier SKU: 4260899,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002330,,IPL1-108-02-L-D-K,SAMTEC,20,2.12,,,400,200,T&R,stock,,Yes,Supplier SKU: IPL1-108-02-L-D-K-TR,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,REF5040AID,Texas Instruments,10,1.36392,GBP,,5000,2500,T&R,stock,,,Supplier SKU: 296-46190-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002310,,XLH536003.072000I,RENESAS,25,1.22,GBP,,50,1,EACH,stock,Taiwan,,Supplier SKU: 3381394,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002338,,K66X-E15S-N,Kycon,20,1.75,GBP,,25,1,TRAY,stock,,,Supplier SKU: 806-K66X-E15S-N-VESA,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993385] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993385] / 
1131217,Jake Harris,1002689,,#ABC-12,SAMTEC,20,0.21,,,250,1,BULK,stock,,,Supplier SKU: TSW-106-07-T-S,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993386] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993386] / 
1131217,Jake Harris,1001051,,172043-0302,MOLEX,10,1.70338,,,1600,1,TRAY,stock,,,Supplier SKU: 000000007000009530,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993387] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993387] / 
1131217,Jake Harris,1002338,,SMTSO-143-4ET,Pem,60,0.432,GBP,,100,1,CUT TAPE,stock,,Yes,Supplier SKU: 153-SMTSO-143-4ET,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993388] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993388] / 
1131217,Jake Harris,1002390,,0216.200MXP,Littelfuse,40,0.8884,,,50,1,,stock,China,Yes,Supplier SKU: 0216.200MXP,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993389] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993389] / 
1131217,Jake Harris,1002330,,C1206C106K3RAC,Kemet,140,0.063,,,4000,2000,T&R,stock,,Yes,Supplier SKU: C1206C106K3RAC7800,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002338,,551SCMGI,Renesas Electronics,25,0.841,GBP,,100,1,CUT TAPE,stock,,Yes,Supplier SKU: 972-551SCMGI,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993390] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993390] / 
1131217,Jake Harris,1002409,,103361-6,TE Connectivity / AMP Brand,10,1.86,,,69,23,TUBE,stock,Mexico,No,Supplier SKU: 103361-6,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002330,,TNPW08051K91BEEN,Vishay,100,0.203,,,2000,1000,T&R,stock,,Yes,Supplier SKU: TNPW08051K91BEEN,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002689,,SSW-104-06-G-S,SAMTEC,10,0.645,,,1000,1,Layer,stock,,,Supplier SKU: SSW-104-06-G-S,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (Layer) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (Layer) / 
1131217,Jake Harris,1002331,,TLC7733IPWR,Texas Instruments,20,0.83731,GBP,,4000,2000,T&R,stock,,,Supplier SKU: 296-3285-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002394,,FC4L90R005FER,Ohmite,20,0.584,,,10,1,EACH,stock,,,Supplier SKU: 13AH3210,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002394,,7443551280,WURTH ELEKTRONIK,10,1.78,,,10,1,CUT TAPE,stock,,,Supplier SKU: 46T8801,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993391] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993391] / 
1131217,Jake Harris,1002390,,1A1119-10-R,EATON CORPORATION,105,0.0882,,,1,1,BULK,stock,Taiwan,Yes,Supplier SKU: 1762_00947718,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993392] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993392] / 
1131217,Jake Harris,1002331,,67997-126HLF,Amphenol ICC (FCI),15,1.04915,GBP,,200,1,BAG,stock,,,Supplier SKU: 609-3231-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (BAG) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (BAG) / 
1131217,Jake Harris,1002338,,0477.800MXP,Littelfuse,20,0.952,GBP,,50,1,BULK,stock,,Yes,Supplier SKU: 576-0477.800MXP,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993393] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993393] / 
1131217,Jake Harris,1002390,,C0805C102JBRACTU,Kemet,100,0.0621,,,145,1,,stock,Mexico,Yes,Supplier SKU: C0805C102JBRACTU,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993394] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993394] / 
1131217,Jake Harris,1002331,,MBRBF30200CT-TP,MCC (Micro Commercial Components),10,0.99279,GBP,,3000,1500,T&R,stock,,,Supplier SKU: 353-MBRBF30200CT-TPTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002390,,MAX7325ATG+,MAXIM,10,1.68,,,300,75,TUBE,stock,Taiwan,Yes,Supplier SKU: 1762_17861218,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002331,,SRU2013-2R2Y,Bourns Inc.,30,0.2891,GBP,,2400,1200,T&R,stock,,,Supplier SKU: SRU2013-2R2YTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002409,,43160-0306,MOLEX / WALDOM,10,1.33,,,2000,1,BAG,stock,Mexico,Yes,Supplier SKU: 43160-0306,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (BAG) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (BAG) / 
1131217,Jake Harris,1002394,,MTSW-104-23-G-S-255,SAMTEC,10,0.367,,,50,1,EACH,stock,,,Supplier SKU: 08W9007,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (EACH) / 
1131217,Jake Harris,1002331,,CMF55237R00 FHEB,Vishay Dale,45,0.17752,GBP,,2000,1000,T&R,stock,,,Supplier SKU: CMF237HFTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,REF3012AIDBZR,Texas Instruments,30,0.37825,GBP,,6000,3000,T&R,stock,,,Supplier SKU: 296-32213-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002394,,CDR31BX472BKUS,MULTICOMP PRO,30,0.026,,,4000,4000,T&R,stock,,,Supplier SKU: 94W8820,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,C0402C751G5GACTU,Kemet,25,0.28778,GBP,,10000,10000,T&R,stock,,,Supplier SKU: 399-C0402C751G5GACTUTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002409,,TC74A2-3.3VAT,Microchip Technology,10,1.36,,,250,50,TUBE,stock,China,Yes,Supplier SKU: TC74A2-3.3VAT,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (TUBE) / 
1131217,Jake Harris,1002390,,3299Z-1-202LF,BOURNS,10,0.249,,,1,1,,stock,CR,,Supplier SKU: 3299Z-1-202LF,<Chuboe_VQ_Line>: C_Country_ID[Name] not resolved = (CR) / <Chuboe_VQ_Line>: C_Country_ID[Name] not resolved = (CR) / 
1131217,Jake Harris,1002331,,PA0368.050NL,PULSE ELECTRONICS,10,1.00136,GBP,,2200,1100,T&R,stock,,,Supplier SKU: 553-3809-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002330,,TNPW0402249RBYEP,Vishay,40,0.299,,,2000,1000,T&R,stock,,Yes,Supplier SKU: TNPW0402249RBYEP,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,H11N1SR2M,ONSEMI,10,0.61461,GBP,,2000,1000,T&R,stock,,,Supplier SKU: H11N1SR2MTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,RG2012P-1071-B-T5,Susumu,125,0.04084,GBP,,10000,5000,T&R,stock,,,Supplier SKU: 408-RG2012P-1071-B-T5TR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,CRCW2512160KJNEG,Vishay Dale,70,0.03362,GBP,,4000,2000,T&R,stock,,,Supplier SKU: 541-160KXTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,43160-0302,MOLEX,10,0.739,GBP,,100,1,TRAY,stock,,,Supplier SKU: WM23259-ND,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993395] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993395] / 
1131217,Jake Harris,1002331,,PATT0603E4992BGT1,Vishay Dale Thin Film,10,0.46681,GBP,,2000,1000,T&R,stock,,,Supplier SKU: 764-1030-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,74HCT7541PW118,Nexperia USA Inc.,10,0.21777,GBP,,5000,2500,T&R,stock,,,"Supplier SKU: 1727-74HCT7541PW,118TR-ND",<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,RG2012P-2742-B-T5,Susumu,20,0.04084,GBP,,10000,5000,T&R,stock,,,Supplier SKU: RG20P27.4KBTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002338,,251R15S390JV4E,Johanson Technology,10,0.12,GBP,,100,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 609-251R15S390JV4E,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002338,,TNPW120690K9BEEA,Vishay,10,0.254,GBP,,100,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 71-TNPW120690K9BEEA,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002331,,500-231,Yageo,10,0.18144,GBP,,4000,2000,T&R,stock,,,Supplier SKU: 311-4539-2-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002331,,RG2012P-2371-B-T5,Susumu,40,0.04084,GBP,,10000,5000,T&R,stock,,,Supplier SKU: 408-RG2012P-2371-B-T5TR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002338,,RG2012P-1961-B-T5,Susumu,20,0.1,GBP,,100,1,CUSTOM REEL,stock,,Yes,Supplier SKU: 754-RG2012P-1961-BT5,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (CUSTOM REEL) / 
1131217,Jake Harris,1002331,,RK73H2HTTE80R6F,"KOA Speer Electronics, Inc.",10,0.03364,GBP,,8000,4000,T&R,stock,,,Supplier SKU: 2019-RK73H2HTTE80R6FTR-ND,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (T&R) / 
1131217,Jake Harris,1002390,,206509-1,TE Connectivity,1,0.26,EUR,,2000,2000,BULK,stock,United States,Yes,Supplier SKU: 0323_00201323,<Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993396] / <Chuboe_VQ_Line>: Inserted X_Chuboe_VQ_Line[1993396] / 
1131217,Jake Harris,1002390,,ET1100,Vishay,1,0.0847,EUR,,4000,4000,PACK,stock,China,Yes,Supplier SKU: 0323_00194804,<Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (PACK) / <Chuboe_VQ_Line>: Chuboe_Packaging_ID[Name] not resolved = (PACK) / 
