Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
14302019T5,1430-20-19T-5,Awc Wire,87.5,,,USD,Astute Electronics Inc. ATX Excess,G03A03
14302019T9,1430-20-19T-9,Awc Wire,87.5,,,USD,Astute Electronics Inc. ATX Excess,G03A03
14B101Q2A-SXI,NVSRAM,Infineon,15,,,,Astute Electronics GEA Excess/Consignment,F01C03
150105J250JE,CAP FILM 1UF 5% 250VDC AXIAL,Cornell Dubilier,2077,"1814, 1835, 1844",,,Astute Electronics TAX Excess/Consignment,G04B01
150105J250JE,CAP FILM 1UF 5% 250VDC AXIAL,Cornell Dubilier,20,1814,,,Astute Electronics TAX Excess/Consignment,G04B01
150105J250JE,CAP FILM 1UF 5% 250VDC AXIAL,Cornell Dubilier,56,N/A,,,Astute Electronics TAX Excess/Consignment,G04B01
150D107X9020S2BE3,CAPACITORS,Vishay,49,,,,Astute Electronics GEA Excess/Consignment,F01C02
15-18.72HY,One 22nF 100wvdc capacitor and one 470nF,Quell Corporation,76,,267,USD,Astute Electronics Inc.,LSQ
15-18.72HY,One 22nF 100wvdc capacitor and one 470nF,Quell Corporation,5,,267,USD,Astute Electronics Inc.,LSQ
15-18.72HY,One 22nF 100wvdc capacitor and one 470nF,Quell Corporation,36,,267,USD,Astute Electronics Inc.,LSQ
15401,15401(RA1540109) RoHS,Mec,184,1917,,,Astute Electronics TAX Excess/Consignment,G06C02
15401,15401(RA1540109) RoHS,Mec,390,N/A,,,Astute Electronics TAX Excess/Consignment,G01A01
15451,15451(RA1545109) RoHS,Mec,708,1907,,,Astute Electronics TAX Excess/Consignment,G06C02
1553019,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,Phoenix Contact,400,,,,Astute Electronics Inc. ATX Excess,ATX31R
1553019,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,Phoenix Contact,300,,,,Astute Electronics Inc. ATX Excess,ATX31R
1553019,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,Phoenix Contact,400,,,,Astute Electronics Inc. ATX Excess,ATX31R
1553019,RCPT CONN;5-POSN M12 SHLD STR PCB MT-CON,Phoenix Contact,700,,,,Astute Electronics Inc. ATX Excess,ATX31R
1565917-4,"CON,MEM,200P,RA,SMD",TE Connectivity Ltd,4050,1816,,,Astute Electronics Inc. ATX Excess,ATX23L
15-6FT1-300S,RYLB-2480 FILTER,"NORTH CENTRAL ENGINEERING, INC.",92,,20.5,USD,Astute Electronics Inc.,DSQR1
1577-2,Terminal Turret Connector,Keystone,23955,N/A,,,Astute Electronics TAX Excess/Consignment,A02D01
1586134-1,"CONN,5P,1R,F,VER,THT",Tyco,700,,,,Astute Electronics Inc. ATX Excess,G07E02
15-8FT1-300S,RYLB-2481 FILTER,"NORTH CENTRAL ENGINEERING, INC.",92,,20.5,USD,Astute Electronics Inc.,DSQR1
15A24-N15-I10-1,"PS,HV,DC-DC CONV,15W,24V,0TO -15KVDC,I10",Advanced Energy Industries Inc,60,,,USD,Astute Electronics Inc. LAM STL,QC INSPECT
15A24-P15-I10-1,"PS,HV,DC-DC CONV,15W,24V,0TO +15KVDC,I10",Advanced Energy Industries Inc,60,,,USD,Astute Electronics Inc. LAM STL,QC INSPECT
160-101-JTW,160-101-JTW,Rcd,4500,N/A,,,Astute Electronics TAX Excess/Consignment,A02C01
160-101-JTW,160-101-JTW,Rcd,1691,n/a,,,Astute Electronics TAX Excess/Consignment,A02C01
160-101-JTW,160-101-JTW,Rcd,144,N/A,,,Astute Electronics TAX Excess/Consignment,A02C01
160-1245-020100,"Terminal, Turret, Solder Press Mount, 2.",Cambion,32,N/A,,,Astute Electronics GEA Excess/Consignment,G04C03
160-1724-02-05-00,160-1724-02-05-00,Camlab,2060,N/A,,,Astute Electronics GEA Excess/Consignment,G02A01
160-2043-02-05,Solder Terminal Turreted,Cambion,442,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
160493-01,GE Aviation BTP part 160493-01,General Electric Co,7,1709,,,Astute Electronics GEA Excess/Consignment,G08A02
160493-01,GE Aviation BTP part 160493-01,General Electric Co,3,"1709, 1627",,,Astute Electronics GEA Excess/Consignment,G08A02
163A16169X,"CONN,PLUG,DSUB,15POS,VERT,7.5A,125V",CONEC Elektronische Bauelemente GmbH,50,2337,,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.14
164A16589X,"CONN,DSUB,RCPT,VERT PCB,SOLDER,25P,ROHS",CONEC Elektronische Bauelemente GmbH,250,,,USD,Astute Electronics Inc. LAM STL,LAMTY.11.2
164A17359X,"CONN,RCPT,D-SUB,H DENSITY,15POSN,3A,60V",CONEC Elektronische Bauelemente GmbH,4,,8.2114,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.3.11
164A17369X,"CONN,RCPT,D-SUB,H DENSITY,26POSN,3A,60V",CONEC Elektronische Bauelemente GmbH,53,Inconclusive,10.04,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.10.12
164A17379X,"CONN,RCPT,D-SUB,H DENSITY,44POSN,3A,60V",CONEC Elektronische Bauelemente GmbH,52,2425,9.28,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.11.21
16A9P7TG4,Microcontroller,Texas Instruments,90,,,,Astute Electronics GEA Excess/Consignment,F01A03
16PD04101S,"CASTR SWIVEL 4""X1-1/2""WHEEL",Albion Inc,5,,87.13,USD,Astute Electronics Inc.,QC INSPECT
171-009-213R051,"CONN,RCPT,D-SUB,9POSN,5A,W/BD LOCK",Norcomp Inc,240,,,USD,Astute Electronics Inc. LAM STL,LAMTY.1.8
171-015-213R051,"CONN,RCPT,D-SUB,15POSN,5A,W/BD LOCK",Norcomp Inc,240,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.5.4
171814-1004,CONN HEADER R/A 4POS 3.96MM,Molex LLC,2800,2005,,,Astute Electronics TAX Excess/Consignment,G05F04
1720420301,"CONN,HDR,VERTICAL,3POS,NO BRD LCK",Molex LLC,385,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.3.4
1720420302,"CONN,HDR,VERTICAL,3POS,",Molex LLC,60,,,USD,Astute Electronics Inc. LAM STL,LAMTY.6.7
1720420401,"CONN,HDR,VERTICAL,4POS,NO BRD LCK",Molex LLC,60,,,USD,Astute Electronics Inc. LAM STL,LAMTY.4.3
1720420601,"CONN,HDR,VERTICAL,6POS,NO BRD LCK",Molex LLC,210,2313,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.2.2
172043-0206,"CONN,HDR,RTANG,2POSN,30A,600V,W/BD LOCK",Molex LLC,46,2023,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.2.6
172043-0206,"CONN,HDR,RTANG,2POSN,30A,600V,W/BD LOCK",Molex LLC,465,2317,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.2.6
172043-0206,"CONN,HDR,RTANG,2POSN,30A,600V,W/BD LOCK",Molex LLC,14,Inc,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.2.6
173113-0154,"CONN,PLUG,D-SUB,PCB,26 PIN,RTANG,5A MAX",Molex LLC,100,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.3.3
173113-0157,"CONN,RCPT,D-SUB,PCB,26 PIN,RTANG,5A MAX",Molex LLC,100,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.4.1
173497-01,173497-01,Bourns Inc,216,1412,,,Astute Electronics GEA Excess/Consignment,G08D03
173971-03,173971-03,Xilinx Inc,48,0117,,,Astute Electronics GEA Excess/Consignment,G08D03
175657-08,LEAD FORMING NRE,Not Known Yet,45,,,,Astute Electronics Inc. ATX Excess,G02A02
1761608-5,CONN HEADER VERT 14POS 2.54MM,TE Connectivity Ltd,20,1933M,,,Astute Electronics TAX Excess/Consignment,G07C01
1761608-6,CONN HEADER VERT 16POS 2.54MM,TE Connectivity Ltd,20,19175M,,,Astute Electronics TAX Excess/Consignment,G06A02
1761608-7,CONN HEADER VERT 20POS 2.54MM,TE Connectivity Ltd,4336,"19456M, 19456D, 19142M",,,Astute Electronics TAX Excess/Consignment,ATX31L
1761608-7,CONN HEADER VERT 20POS 2.54MM,TE Connectivity Ltd,24,"1904, 1909",,,Astute Electronics TAX Excess/Consignment,ATX31L
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,20011,,,Astute Electronics TAX Excess/Consignment,G03F01
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,20011,,,Astute Electronics TAX Excess/Consignment,G03F02
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,20011,,,Astute Electronics TAX Excess/Consignment,G03F02
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,19242,,,Astute Electronics TAX Excess/Consignment,G03F01
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,164,1924,,,Astute Electronics TAX Excess/Consignment,A02F01
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,3031,"1906, 1924, 1945, 1941, 1934, 1936",,,Astute Electronics TAX Excess/Consignment,G03F01
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,19454,,,Astute Electronics TAX Excess/Consignment,G03F02
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,120,20094,,,Astute Electronics TAX Excess/Consignment,G03A03
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,585,19242,,,Astute Electronics TAX Excess/Consignment,G03F02
1761608-9,CONN HEADER VERT 26POS 2.54MM,TE Connectivity Ltd,25,1924,,,Astute Electronics TAX Excess/Consignment,G01A01
176363-01,176363-01,On Semiconductor,82,N/A,,,Astute Electronics GEA Excess/Consignment,G08D03
176561-01,part number 176561-01,Not Known Yet,3152,,,,Astute Electronics GEA Excess/Consignment,F01E03
1-770174-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,4P,ROHS",TE Connectivity Ltd,166,2232,,USD,Astute Electronics Inc. LAM STL,LAMBLK.2.3
1-770178-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,6P,ROHS",TE Connectivity Ltd,129,Inconclusive,1.319,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.8.14
1-770182-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,9P,ROHS",TE Connectivity Ltd,187,2305,2.243,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.8.10
1-770182-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,9P,ROHS",TE Connectivity Ltd,200,,1.64,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.8.10
1-770966-0,"CONN,HDR 2P R/A MINI M-N-L",TE Connectivity Ltd,500,2418,,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.10
1-770968-0,"CONN,HDR 4P R/A MINI M-N-L",TE Connectivity Ltd,200,2410,,USD,Astute Electronics Inc. LAM STL,LAMBLK.3.10
1-770969-0,"CONN,HDR 6P R/A MINI M-N-L",TE Connectivity Ltd,100,2415,,USD,Astute Electronics Inc. LAM STL,LAMBLK.3.2
178.6165.0001,"Blade Fuse Holder,80V",Littlefuse Inc,2000,2503,0.75,USD,Astute Electronics Inc,HK-B01
178-009-313R571,"CONN,DSUB,DUAL PORT,F/M,9P/9P ROHS",Norcomp Inc,57,,7.01,USD,Astute Electronics Inc. LAM 3PL,LAMTY.7.1
178-015-313R571,"CONN,DSUB,DUAL PORT,15P/15P,F/M ROHS",Norcomp Inc,69,,,USD,Astute Electronics Inc. LAM STL,LAMBLKB.5.2
178-025-313R571,"CONN,DSUB,DUAL PORT,F/M,25P/25P ROHS",Norcomp Inc,47,,,USD,Astute Electronics Inc. LAM STL,LAMTY.7.2
1-794065-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,8P,ROHS",TE Connectivity Ltd,177,2242,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.6
1-794065-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,8P,ROHS",TE Connectivity Ltd,6,,2.37606,USD,Astute Electronics Inc. LAM STL,QC INSPECT
1-794066-1,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,12P,ROHS",TE Connectivity Ltd,200,2334,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.11
180-078-113R001,"CONN,PLUG,D-SUB,HD,78POSN,STR,3A,SLDR",Norcomp Inc,187,,,USD,Astute Electronics Inc. LAM STL,LAMTY.8.1
180-078-113R001,"CONN,PLUG,D-SUB,HD,78POSN,STR,3A,SLDR",Norcomp Inc,63,,,USD,Astute Electronics Inc. LAM STL,LAMTY.8.1
180-078-213R001,"CONN,RCPT,D-SUB,HD,78POSN,STR,3A,SLDR",Norcomp Inc,250,,,USD,Astute Electronics Inc. LAM STL,LAMTY.1.3
180406-001,180406-001,Micross,106,1439,,,Astute Electronics GEA Excess/Consignment,G04A03
180478-006,180478-006,Xilinx Inc,469,N/A,,,Astute Electronics GEA Excess/Consignment,G08D03
181-015-113R531,"CONN,PLUG,D-SUB,HD,15POSN,RTANG,4-40INSR",Norcomp Inc,270,,,USD,Astute Electronics Inc. LAM STL,LAMTY.6.2
181-062-113R561,"CONN,PLUG,D-SUB,HD,62POSN,RTANG,4-40SCR",Norcomp Inc,280,2401/2333/2349/2208,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.1.1
18125C474JAT2A,Ceramic Capacitors,KYOCERA AVX,933,,,,Astute Electronics GEA Excess/Consignment,F02E03
18125C474KAT2A,CAP CER 0.47UF 50V X7R 1812,AVX Corporation,1152,1812,,,Astute Electronics TAX Excess/Consignment,G07E03
1812AA102JAT3A,CAP CER 1000PF 1KV C0G/NP0 1812,AVX Corporation,1921,1830,,,Astute Electronics TAX Excess/Consignment,G07D02
1812AA102JAT3A,CAP CER 1000PF 1KV C0G/NP0 1812,AVX Corporation,2000,1830,,,Astute Electronics TAX Excess/Consignment,G07D02
1812AC103KAT1A,Ceramic Cap,AVX Corporation,847,1937,,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAT1A,Ceramic Cap,AVX Corporation,2859,"1138, 1936, 1939",,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAT1A,Ceramic Cap,AVX Corporation,8000,1939,,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAT1A,Ceramic Cap,AVX Corporation,6000,1939,,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAT1A,Ceramic Cap,AVX Corporation,3000,1948,,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAT1A,Ceramic Cap,AVX Corporation,3000,2004,,,Astute Electronics TAX Excess/Consignment,G04D04
1812AC103KAZ1A,CAP CER 10000PF 1KV X7R 1812,AVX Corporation,76352,"1843, 1829, 1938",,,Astute Electronics TAX Excess/Consignment,A02F01
1812CC104KAT1A,CAP CER 0.1UF 630V X7R 1812,AVX Corporation,3441,"1912, 1851, 1939, 1922, 1838, 1932, 1702",,,Astute Electronics TAX Excess/Consignment,A01F01
1812CC104KAT1A,CAP CER 0.1UF 630V X7R 1812,AVX Corporation,1500,"1950, 2020, 2002",,,Astute Electronics TAX Excess/Consignment,G07E03
1812CS-122XJSC,Fixed Inductors,Coilcraft Inc,24,,,,Astute Electronics GEA Excess/Consignment,F02E01
1812L075/33DR,"FUSE,SMD,1812,33V,750MA,ROHS","Littelfuse, Inc.",1281,2336,,USD,Astute Electronics Inc. LAM STL,LAM7.12.11
1812L110PR,"FUSE,SMD,1812,6V-30V,XXX,ROHS","Littelfuse, Inc.",1987,2207,,USD,Astute Electronics Inc. LAM STL,LAM7.4.2
1812L160PR,"FUSE,SMD,1812,8V,1.6A,ROHS","Littelfuse, Inc.",1999,1840,,USD,Astute Electronics Inc. LAM STL,LAM7.12.1
1812L200THPR,"FUSE,SMD,1812,8V,2.0A,ROHS","Littelfuse, Inc.",2000,2410,,USD,Astute Electronics Inc. LAM STL,LAM7.13.1
182208-006,182208-006,Radiall,19,"2003, 1932, 2011, 2010",,,Astute Electronics GEA Excess/Consignment,ATX23R
182208-006,182208-006,Radiall,72,"2010, 1948, 1932, 2006, 2005, 2020, 2003, 2011",,,Astute Electronics GEA Excess/Consignment,ATX23R
1823968,TERM BLK 2P SIDE ENT 5.08MM PCB,Phoenix Contact GmbH & Co. KG,247,,1.2603,USD,Astute Electronics Inc.,0068
18251C474MAT2A,Ceramic Cpacitors,KYOCERA AVX,490,,,,Astute Electronics GEA Excess/Consignment,F02E02
18252A682KAT2A,Ceramic Capacitors,KYOCERA AVX,239,,,,Astute Electronics GEA Excess/Consignment,F02E03
18255C684KAT2A,Ceramic Capacitors,KYOCERA AVX,388,,,,Astute Electronics GEA Excess/Consignment,F02E01
1825910-6,"SWITCH,PUSH BUT,SPST,50MA,24V,1.40MM HT",TE Connectivity Ltd,1480,2314,,USD,Astute Electronics Inc. LAM STL,LAMBLK.4.4
1825910-6,"SWITCH,PUSH BUT,SPST,50MA,24V,1.40MM HT",TE Connectivity Ltd,10,,0.07598,USD,Astute Electronics Inc. LAM STL,QC INSPECT
1825N473J101NT,1825N473J101NT,Novacap,400,,,,Astute Electronics Inc. ATX Excess,G02C01
1843224,"CONN,HDR,PCB,2POSN,8A,160V,3.5MM,GRN",Phoenix Contact,250,2420,,USD,Astute Electronics Inc. LAM STL,LAMBLK.13.15
1843237,"CONN,HDR,PCB,3POSN,8A,160V,3.5MM,GRN",Phoenix Contact,250,,,USD,Astute Electronics Inc. LAM STL,LAMBLK.1.11
185076-001,185076-001,Not Known Yet,3,N/A,,,Astute Electronics GEA Excess/Consignment,G08F01
185076-001,185076-001,Not Known Yet,4,N/A,,,Astute Electronics GEA Excess/Consignment,G08F01
185076-001,185076-001,Not Known Yet,2,N/A,,,Astute Electronics GEA Excess/Consignment,G08F01
1-86479-5,Connector,TE Connectivity Ltd,400,,,,Astute Electronics GEA Excess/Consignment,F02A02
186B24,PWR XFMR LAMINATED 6VA CHAS MT,Hammond Manufacturing,100,,,USD,Astute Electronics Inc. ATX Excess,G05F02
1881545,CONN:HDRWR/BDM12R/A2.5MMSM,Phoenix Contact,450,,,,Astute Electronics Inc. ATX Excess,G05F01
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,9,1127,,,Astute Electronics GEA Excess/Consignment,G06F02
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,120,1119,,,Astute Electronics GEA Excess/Consignment,G06F02
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,60,1118,,,Astute Electronics GEA Excess/Consignment,G06F01
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,120,1120,,,Astute Electronics GEA Excess/Consignment,G06F02
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,240,"1120, 1119",,,Astute Electronics GEA Excess/Consignment,G06F02
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,60,1120,,,Astute Electronics GEA Excess/Consignment,G06F02
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,180,"1118, 1127",,,Astute Electronics GEA Excess/Consignment,G06F01
19199-001-XTD,19199-001-XTD - Rail/Tube (Alt: 19199-00,On Semiconductor,120,1120,,,Astute Electronics GEA Excess/Consignment,G06F02
19623-007953,19623-007953,Exxelia Technologies,108,2025,,,Astute Electronics GEA Excess/Consignment,G07F02
19623-715731-1,Indicott Precision,Not Known Yet,29,N/A,,,Astute Electronics GEA Excess/Consignment,G04C02
19623-715785-2,19623-715785-2,Not Known Yet,39,,,,Astute Electronics GEA Excess/Consignment,A03B01
19623ASSY402261,19623ASSY402261,Not Known Yet,1,1948,,,Astute Electronics GEA Excess/Consignment,G04D04
19705-4301,CONN QC TAB 0.250 SOLDER,Molex LLC,8000,n/,,,Astute Electronics TAX Excess/Consignment,A01C01
19705-4301,CONN QC TAB 0.250 SOLDER,Molex LLC,5785,1922,,,Astute Electronics TAX Excess/Consignment,A01C01
19705-4301,CONN QC TAB 0.250 SOLDER,Molex LLC,500,1909,,,Astute Electronics TAX Excess/Consignment,A01C01
1A7377-5,Rotary switch,Digitran-ES,11,N/A,,,Astute Electronics GEA Excess/Consignment,G06A03
1C10X7R102K100R,(CE/) CAP 1000PF CER MONO 10%,Vishay Dale,7433,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
1C7463-3,Plate,Not Known Yet,50,,,,Astute Electronics GEA Excess/Consignment,G08E03
1D9859-1-827,1D9859-1-827,Not Known Yet,20,1952,,,Astute Electronics GEA Excess/Consignment,G07D02
1IC03419121401,V2 Camera Accessory Cable 3' - Overmolde,Chogori,3997,,12.91,USD,Astute Electronics Inc.,ATX51L
1N4148UR-1,Semiconductor Device,Microsemi Corp,64,1806,,,Astute Electronics Inc. ATX Excess,G07E04
1N4148W-TP,"DIO,SMD,1N4148W,FASTSW,200MW,SOD123,ROHS",Micro Commercial Components,2190,2323,0.00617,USD,Astute Electronics Inc. LAM 3PL,LAM7.1.24
1N4476US,Semiconductor Device,Microsemi Corp,124,"1535,1719",,,Astute Electronics Inc. ATX Excess,G07D02
1N4735ATR,Diode Zener Single 6.2V 5% 1W 2-Pin DO-4,Vishay Intertechnology Inc,4981,1651,,,Astute Electronics TAX Excess/Consignment,A01D01
1N4742AG,Zener Diode Single 12V 1W DO41G,Not Known Yet,58,,,,Astute Electronics GEA Excess/Consignment,G08E03
1N4744A-TIN/LEAD,1N4744A-TIN/LEAD,Central Semiconductor Corp,2420,1548,,,Astute Electronics GEA Excess/Consignment,G03C03
1N4745A-TIN/LEAD,1N4745A-TIN/LEAD,Central Semiconductor Corp,2462,1544,,,Astute Electronics GEA Excess/Consignment,G03C03
1N4938-1JANTX,1N4938-1JANTX,National Semiconductor,1450,N/A,,,Astute Electronics GEA Excess/Consignment,G02B03
1N5417JANTX,DIODE RECT 200V 3A,Sensitron Semiconductor,447,,,,Astute Electronics GEA Excess/Consignment,F01A01
1N5806US,Semiconductor device,Microsemi Corp,25,"1746,1802,1808",,,Astute Electronics Inc. ATX Excess,G07D02
1N5806US,Semiconductor device,Microsemi Corp,25,1802,,,Astute Electronics Inc. ATX Excess,G07D02
1N6277A-E3/54,TVS DIODE 15.3VWM 25.2VC 1.5KE,Vishay Semiconductors,884,1936,,,Astute Electronics GEA Excess/Consignment,G03C03
1N6291AG,1500 W TRANSIENT VOLTAGE SUPPRES,On Semiconductor,293,1121,,,Astute Electronics GEA Excess/Consignment,G06D02
1N914ATR,"DIO,SIG,GEN PURP, 100V, DO-35",On Semiconductor,9778,2018,,USD,Astute Electronics Inc. LAM STL,LAM13.8.9
1PM8340105K1003GGD03,1PM8340105K1003GGD03,Vishay Semiconductors,1484,2006,,,Astute Electronics GEA Excess/Consignment,G01A02
1SMA5931BT3G,Diode Zener Single 18V 5% 500mW 2-Pin SM,On Semiconductor,4878,,,,Astute Electronics GEA Excess/Consignment,F01C02
1SMA5936BT3,Zener Diode 30 V 1.5 W ±5% Surface Mount,On Semiconductor,2750,,,,Astute Electronics GEA Excess/Consignment,F01E03
1SMA5936BT3,Zener Diode 30 V 1.5 W ±5% Surface Mount,On Semiconductor,4742,,,,Astute Electronics GEA Excess/Consignment,F01E04
1SMB5914BT3G,1SMB5919BT3G,Onsemi,2470,2412,,USD,Astute Electronics Inc. LAM STL,LAM13.5.4
1SMB5914BT3G,1SMB5919BT3G,Onsemi,2500,2412,,USD,Astute Electronics Inc. LAM STL,LAM13.5.4
1SMB5931BT3G,DIODE ZENER 18V 550MW SMB,On Semiconductor,2500,1641,,,Astute Electronics Inc. ATX Excess,G02C02
1SMB5931BT3G,DIODE ZENER 18V 550MW SMB,On Semiconductor,1900,1643,,,Astute Electronics Inc. ATX Excess,G02C02
1SS355TE-17,Diode BAS216&1SS355 SOD-110,Rohm Co Ltd,49,,1,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS05
1T5170049,FPGA,Xcel,8,,,,Astute Electronics GEA Excess/Consignment,F01A03
1XFN48N50,MOSFET N-CH 500V 48A SOT-227,IXYS Corp,388,,,,Astute Electronics GEA Excess/Consignment,G08C02
20-000058-001,"3D LABS, GRAPHICS PROCESSOR, 644HS",Not Known Yet,1486,1040,,,Astute Electronics GEA Excess/Consignment,G07F03
2000019,ADHESIVE MERCURY DISPLAY SIDE,3M,170,,,,Astute Electronics Inc. ATX Excess,G07D04
200-015-263R001,"CONN,SMD,DSUB,HD,RCPT,15POSN,RTANG,2A",Norcomp Inc,210,2311,,USD,Astute Electronics Inc. LAM STL,LAMTB.1.11
2004561213,2004561213,Molex LLC,10,,0.63663,USD,Astute Electronics Inc. - FLK BTX,FLK1SH2
2004561213,2004561213,Molex LLC,350,,0.63568,USD,Astute Electronics Inc. - FLK BTX,FLK1SH2
2004561213,2004561213,Molex LLC,750,,0.63568,USD,Astute Electronics Inc. - FLK BTX,FLK1SH2
2005280040,"CONN,SMD,FFC/FPC,4CKT,1A,125V,BOT,RTANG",Molex LLC,86,2335,,USD,Astute Electronics Inc. LAM STL,LAMBLK.5.3
203-00085-AST,203-00085-AST,Astute Assembled,12000,,0.85,,Astute Electronics Inc. - FLK BTX,STOCK
203-00085-AST,203-00085-AST,Astute Assembled,5000,,0.85,,Astute Electronics Inc. - FLK BTX,STOCK
203-00085-AST,203-00085-AST,Astute Assembled,1000,,0.85,,Astute Electronics Inc. - FLK BTX,BTX-Warehouse
203-00085-AST,203-00085-AST,Astute Assembled,700,,0.83,,Astute Electronics Inc. - FLK BTX,BTX-Warehouse
203-00085-AST,203-00085-AST,Astute Assembled,1000,,0.85,,Astute Electronics Inc. - FLK BTX,BTX-Warehouse
204-00097,204-00097,TID,2,,25.88,USD,Astute Electronics Inc.,ATX41L
204-00097,204-00097,TID,1,,80,USD,Astute Electronics Inc.,F06D01
204-00146,204-00146,Send Cut Send,50,,,USD,Astute Electronics Inc.,LSQ
204-00146,204-00146,Send Cut Send,50,,,USD,Astute Electronics Inc.,LSQ
204-00146,204-00146,Send Cut Send,1010,,2.65,USD,Astute Electronics Inc. - FLK BTX,Flock-Shelf
204-00148,204-00148,Send Cut Send,50,,,USD,Astute Electronics Inc.,LSQ
2056-440-N,(/) STDF FEM 3/16 HEX  4-40THD,RAF Electronic Hardware,2271,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
206-4,Switch DIP OFF ON SPST 4 Raised Slide 0.,CTS Corp,360,N/A,,,Astute Electronics TAX Excess/Consignment,G06A02
206-4,Switch DIP OFF ON SPST 4 Raised Slide 0.,CTS Corp,135,1901,,,Astute Electronics TAX Excess/Consignment,G06A02
206509-1,"KEYING PLUG,D CONN",TE Connectivity Ltd,2,22485,0.245,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.10.2
206509-1,"KEYING PLUG,D CONN",TE Connectivity Ltd,19842,,0.2434,USD,Astute Electronics Inc - SPE ATX,F04D03
2065-440-B-12,HEX STANDOFFCLEAR ZINC3/16 HEX X,Raf Electronics Hardware,285,N/A,,,Astute Electronics TAX Excess/Consignment,A03C01
2065-440-B-12,HEX STANDOFFCLEAR ZINC3/16 HEX X,Raf Electronics Hardware,2950,20200109,,,Astute Electronics TAX Excess/Consignment,A03C01
2065-440-B-12,HEX STANDOFFCLEAR ZINC3/16 HEX X,Raf Electronics Hardware,2950,20200109,,,Astute Electronics TAX Excess/Consignment,A03C01
2065-440-B-12,HEX STANDOFFCLEAR ZINC3/16 HEX X,Raf Electronics Hardware,4100,20200109,,,Astute Electronics TAX Excess/Consignment,A03C01
20685-001-XTD,20685-001-XTD,Onsemi,573,,,,Astute Electronics Inc,HK-HOLDLOT
