COV,CO Number,Invoice Date,Invoice Number,MPN,Customer Item,Description,Qty,Actual Unit Cost,Total Line Cost,Unit Sell Price,Line Total,Buyer,Contract Base (Unit),Contract Base (Total),Effective Revenue,Buyer GP,Billing Variance,Type
COV0019122,StaleInvQ32025,45930,IN0000024711,RS73F2BTTD10R0B,615-A72185-010,"RES,SMD,10 OHM,0.1%,25PPM,0.33W,1206",4262,0.128,545.536,0,0,Edgar Santana,0.136031,579.764122,579.764122,34.228122,-579.764122,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,180-078-113R001,668-A26900-078,"CONN,PLUG,D-SUB,HD,78POSN,STR,3A,SLDR",63,8.64,544.32,0,0,Jake Harris,8.468205,533.496915,533.496915,-10.823085,-533.496915,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PATT0603E1502BGT1,615-224835-013,"RES,0603,THIN FILM,0.1%,25 PPM,0.15W,15K",1000,0.53136,531.36,0,0,Danyel Martinez,0.522063,522.063,522.063,-9.297,-522.063,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1410-G110-L2F1-S01-6.3A,34-295469-00,"CB,PC MT,6.3A",50,10.41,520.5,0,0,Stephanie Hill,10.453515,522.67575,522.67575,2.17575,-522.67575,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PATT0603E2001BGT1,615-224835-001,"RES,0603,THIN FILM,0.1%,25 PPM,0.15W,2K",1000,0.512,512,0,0,Danyel Martinez,0.523485,523.485,523.485,11.485,-523.485,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,‎1.5SMC36A‎,609-099412-360,"DIODE,TVS,36V ,1.5KW,SMC,ROHS",3000,0.17,510,0,0,Stephanie Hill,0.175247,525.741,525.741,15.741,-525.741,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MCP23S18-E/SO,630-A89170-001,"IC,SMD,I/O EXPANDER,16BIT,W/SPI,SOIC-28",216,2.35,507.6,0,0,Jake Harris,1.605405,346.76748,346.76748,-160.83252,-346.76748,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,FC4016D/AA,31-129331-00,"CONTACT,D-PWR,FEM,16AWG",248,2.02,500.96,0,0,Jake Harris,3.25983,808.43784,808.43784,307.47784,-808.43784,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,XC7Z007S-2CLG400I,630-309829-001,"IC,SMD,FPGA,SOC,CORTEX-A9,ARTIX-7,400BGA",50,10,500,0,0,Tracy Xie,84.449205,4222.46025,4222.46025,3722.46025,-4222.46025,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SF2,687-A67230-001,"FLTR CAP,FOR SHT2X/3X/4X/SHTC1/C3 SNSR",500,1,500,0,0,Jake Harris,0.9804,490.2,490.2,-9.8,-490.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-8AEB101V,615-252481-033,"RES,SMD,100,0.1%,1/4W,1206,ROHS",5000,0.1,500,0,0,Edgar Santana,0.107734,538.67,538.67,38.67,-538.67,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3296W-1-104LF,621-095110-104,"POT TRIM,100K,25T,PCMT,ROHS",500,0.995,497.5,0,0,Stephanie Hill,1.53958,769.79,769.79,272.29,-769.79,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,564R30GAS10,649-094841-103,"CAP,CER DISC,3KV 20%,10000PF,ROHS",400,1.24,496,0,0,Stephanie Hill,1.801485,720.594,720.594,224.594,-720.594,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3296W-1-505LF,621-095110-505,"POT TRIM,5MEG,25T,PCMT,ROHS",498,0.995,495.51,0,0,Jake Harris,1.074764,535.232472,535.232472,39.722472,-535.232472,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,9552666816741,667-072912-015,CONN D-SUB PLUG 15P SMD R/A SLDR,95,5.21,494.95,0,0,Jake Harris,3.94725,374.98875,374.98875,-119.96125,-374.98875,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SF-2410FP400W-2,682-A89056-001,"FUSE,SMD,FAST ACT,4A,125VAC,2410",999,0.493,492.507,0,0,Danyel/Edgar (Split),0.443631,443.187369,443.187369,-49.319631,-443.187369,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-8BSFR16V,615-323023-001,"RES,SMD,0.5W,1%,0.160,1206,ROHS",4800,0.1024,491.52,0,0,Jake Harris,0.102942,494.1216,494.1216,2.6016,-494.1216,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB2742X,615-A00424-274,"RES,SMD,27.4KOHM,0.1%,1/16W,0402",10000,0.049,490,0,0,Jake Harris,0.041116,411.16,411.16,-78.84,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ATS-55230K-C1-R0,779-B00545-001,"HTSK,SQ,BGA,23X23X14.5MM,BLK-ANODIZED",199,2.462,489.938,0,0,Jake Harris,6.213285,1236.443715,1236.443715,746.505715,-1236.443715,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,178-015-313R571,668-034058-004,"CONN,DSUB,DUAL PORT,15P/15P,F/M ROHS",70,6.95,486.5,0,0,Stephanie Hill,9.080955,635.66685,635.66685,149.16685,-635.66685,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SF-2410FP400W-2,682-A89056-001,"FUSE,SMD,FAST ACT,4A,125VAC,2410",1000,0.48328,483.28,0,0,Danyel/Edgar (Split),0.443631,443.631,443.631,-39.649,-443.631,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MAX6818EAP+T,630-B27066-001,"IC,SMD,SW DEBOUNCER,CMOS,2.7-5.5V,SSOP20",60,8.052,483.12,0,0,Tracy Xie,7.221136,433.26816,433.26816,-49.85184,-433.26816,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ADA4817-1ACPZ-R7,630-A42310-001,"IC,SMD,OPAMP,1 CKT,870V/US,LFCSP-8",60,8.008,480.48,0,0,Tracy Xie,7.169175,430.1505,430.1505,-50.3295,-430.1505,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,43045-1000,668-293080-010,"CONN,HDR,RTANG,2 ROWS,10 CKT,PCB MT",1224,0.39,477.36,0,0,Stephanie Hill,1.64217,2010.01608,2010.01608,1532.65608,-2010.01608,NRE
COV0020327,LamStaleInv123125,46022,IN0000025880,171-015-213R051,668-134704-015,"CONN,RCPT,D-SUB,15POSN,5A,W/BD LOCK",240,1.9719,473.256,0,0,Jake Harris,2.316195,555.8868,555.8868,82.6308,-555.8868,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PIC16F1614-E/SL,630-B26253-001,"IC,SMD,MCU,8BIT,FLASH,7KB,32MHZ,SOIC-14",286,1.65,471.9,0,0,Jake Harris,1.113244,318.387784,318.387784,-153.512216,-318.387784,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,OPA2340UA/2K5,630-105350-001,Op Amp Dual Precision Amplifier R-R I/O 5.5V 8-Pin SOIC Tube,250,1.881,470.25,0,0,Jake Harris,3.38238,845.595,845.595,375.345,-845.595,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PIC16F18446-I/SO,630-B26275-001,"IC,SMD,MCU,8BIT,FLASH,28KB,32MHZ,SOIC-20",228,2.05,467.4,0,0,Jake Harris,1.384815,315.73782,315.73782,-151.66218,-315.73782,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PMR18EZPJU5L0,615-A87446-005,"RES,SMD,0.005 OHM,±5% TOL,1W,1206",4999,0.0929,464.4071,0,0,Jake Harris,0.13054,652.56946,652.56946,188.16236,-652.56946,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,IPL1-102-02-L-D-K,667-281523-002,"CONN,SMD,PWR,SHROUDED,4POS,ROHS",261,1.775,463.275,0,0,Jake Harris,1.753641,457.700301,457.700301,-5.574699,-457.700301,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MAX4995BAUT+T,630-255637-001,"IC,SMD,CURR LIMIT SWITCH,SOT23-6",100,4.631,463.1,0,0,Tracy Xie,4.129935,412.9935,412.9935,-50.1065,-412.9935,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,178-025-313R571,668-024902-004,"CONN,DSUB,DUAL PORT,F/M,25P/25P ROHS",50,9.18,459,0,0,Edgar Santana,9.448605,472.43025,472.43025,13.43025,-472.43025,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,251R15S101JV4E,648-082038-101,"CAP,SMD,0805,NPO,5%,250V,100PF ROHS",4000,0.114,456,0,0,Jake Harris,0.105393,421.572,421.572,-34.428,-421.572,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-8AEB4530V,615-252481-096,"RES,SMD,453,0.1%,1/4W,1206,ROHS",4387,0.10262,450.19394,0,0,Danyel Martinez,0.104829,459.884823,459.884823,9.690883,-459.884823,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,35F0121-1SR-10,639-076946-001,"IDCTR,SMD,FERRITE,10A,90 OHM,ROHS",2500,0.18,450,0,0,Stephanie Hill,0.20711,517.775,517.775,67.775,-517.775,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TS5A623157DGSR,630-B14817-001,"IC,SMD,SW,DUAL,SPDT,MSOP10",2500,0.18,450,0,0,Jake Harris,0.258581,646.4525,646.4525,196.4525,-646.4525,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GRM21BR61H106KE43K,648-338947-106,"CAP,SMD,CER,10UF,+/-10%,50V,X5R,0805",9900,0.045,445.5,0,0,Edgar Santana,0.063726,630.8874,630.8874,185.3874,-630.8874,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MBRS540T3G,609-088967-001,"DIO,SMD,SCHOTTKY,5A,40V,ROHS",2500,0.1776,444,0,0,Jake Harris,0.219365,548.4125,548.4125,104.4125,-548.4125,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,251R15S300JV4E,648-082038-300,"CAP,SMD,0805,NPO,5%,250V,30PF,ROHS",4000,0.111,444,0,0,Jake Harris,0.105393,421.572,421.572,-22.428,-421.572,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,20SVPF56MX,648-A35848-056,"CAP,SMD,AL POLYMER,56UF,20V,±20%,B6",1500,0.295,442.5,0,0,Stephanie Hill,0.345591,518.3865,518.3865,75.8865,-518.3865,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ESD7551N2T5G,609-283113-001,"DIO,SMD,3.3V,ESD CLAMP",8000,0.05445,435.6,0,0,Jake Harris,0.056373,450.984,450.984,15.384,-450.984,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ECP-U1C104MA5,648-122562-001,"CAP,SMD,FILM 0.1UF 16V",3000,0.145,435,0,0,Stephanie Hill,0.211386,634.158,634.158,199.158,-634.158,NRE
COV0020327,LamStaleInv123125,46022,IN0000025880,PATT0603E2002BGT1,615-224835-014,"RES,0603,THIN FILM,0.1%,25 PPM,0.15W,20K",174,2.5,435,0,0,Danyel Martinez,0.523485,91.08639,91.08639,-343.91361,-91.08639,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SLPX472M063E3P3,649-B08060-001,"CAP,AL ELCTLT,4700UF,20%,63VDC,SNAP-IN",200,2.17,434,0,0,Jake Harris,2.463255,492.651,492.651,58.651,-492.651,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3296W-1-302LF,621-095110-302,"POT TRIM,3K,25T,PCMT,ROHS",500,0.864,432,0,0,Stephanie Hill,1.13849,569.245,569.245,137.245,-569.245,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB3321X,615-A00423-332,RES SMD 3.32KOHM 0.1% 1/16W 0402,10000,0.043,430,0,0,Stephanie Hill,0.041116,411.16,411.16,-18.84,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,101X15N220MV4E,648-108237-001,"CAP,SMD,X2Y,22PF,20%,100V,0805",4000,0.107,428,0,0,Jake Harris,0.107,428,428,0,-428,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5256-RC,641-A66123-010,"IDCTR,FERRITE,CHOKE,500UH,20PCT,2A,AXL",500,0.85064,425.32,0,0,Edgar Santana,1.12746,563.73,563.73,138.41,-563.73,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1812L200THPR,682-020656-012,"FUSE,SMD,1812,8V,2.0A,ROHS",2000,0.212,424,0,0,Jake Harris,0.231803,463.606,463.606,39.606,-463.606,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,LT3065EDD#PBF,630-269922-001,"IC,SMD,VOLT REG,POS ADJ,500MA,DFN10",100,4.213,421.3,0,0,Tracy Xie,3.82356,382.356,382.356,-38.944,-382.356,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB4120X,615-A00422-412,RES SMD 412 OHM 0.1% 1/16W 0402,10000,0.042,420,0,0,Stephanie Hill,0.041116,411.16,411.16,-8.84,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN74CB3Q3306APWR,630-122441-001,"IC,SMD,DUAL FET BUS SWITCH 8-TSSOP",2000,0.21,420,0,0,Jake Harris,0.311277,622.554,622.554,202.554,-622.554,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5-1814832-2,668-262972-001,"CONN,SMD,HDR,40PIN,VERT,2ROW,2.54MM",350,1.19629,418.7015,0,0,Jake Harris,2.678563,937.49705,937.49705,518.79555,-937.49705,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB5230X,615-A00422-523,"RES,SMD,0402,523OHM,0.1%,1/16W,ROHS",10000,0.04173,417.3,0,0,Jake Harris,0.041116,411.16,411.16,-6.14,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRE0750RL,615-B11215-001,"RES,SMD,50OHM,.1% TOL,1/16W,0402",9700,0.043,417.1,0,0,Jake Harris,0.037108,359.9476,359.9476,-57.1524,-359.9476,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-8AEB4023V,615-080145-117,"RES,1206,TF,0.1%,25 PPM,402K ROHS",5000,0.0834,417,0,0,Stephanie Hill,0.242588,1212.94,1212.94,795.94,-1212.94,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GSGX-NS-2-88,668-106255-002,"CONN,MDLR,RJ45,RA,1X2,SH,ROHS",220,1.88,413.6,0,0,Jake Harris,2.463255,541.9161,541.9161,128.3161,-541.9161,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,600F220FT250XT,648-225118-007,"CAP,SMD,NPO,22PF,1%,250V,0805",500,0.825,412.5,0,0,Stephanie Hill,0.965694,482.847,482.847,70.347,-482.847,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB271X,615-303725-020,"RES,SMD,270,0.1%,1/16W,0402,ROHS",10000,0.0411,411,0,0,Jake Harris,0.041116,411.16,411.16,0.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS16630PWPT,630-A39011-001,Electronic Fuse Regulator 6A 20-HTSSOP,250,1.638,409.5,0,0,Jake Harris,1.78923,447.3075,447.3075,37.8075,-447.3075,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,DAMZ15PNK87,39-130654-15,"CONN,DSUB,15M,PCB STRT,0.25""",30,13.6,408,0,0,Stephanie Hill,14.998895,449.96685,449.96685,41.96685,-449.96685,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GQM1875G2E100JB12D,648-B08025-001,"CAP,SMD,CER,10PF,+/-5%TOL,250V,X8G,0603",4000,0.102,408,0,0,Jake Harris,0.092734,370.936,370.936,-37.064,-370.936,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,532602B02500G,779-130536-001,"HTSK,TO-220,1.5IN",240,1.687,404.88,0,0,Jake Harris,1.629915,391.1796,391.1796,-13.7004,-391.1796,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,NTMFS5C460NLT1G,626-B20598-001,"XSTR,SMD,MOSFET,N-CHAN,40V,78A,DFN5",1833,0.22,403.26,0,0,Jake Harris,0.357846,655.931718,655.931718,252.671718,-655.931718,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PCC-SMP-E-100,668-A65704-001,"PCC-SMP-U-100 - THERMOCOUPLE CONN, U TYPE, RCPT, PK100",100,4.026,402.6,0,0,Stephanie Hill,3.84445,384.445,384.445,-18.155,-384.445,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB2370X,615-A00422-237,RES SMD 237 OHM 0.1% 1/16W 0402,10000,0.04025,402.5,0,0,Danyel Martinez,0.051471,514.71,514.71,112.21,-514.71,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07365RL,615-A00422-365,RES SMD 365 OHM 0.1% 1/16W 0402,10000,0.04,400,0,0,Edgar Santana,0.041116,411.16,411.16,11.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB101X,615-A00422-100,RES SMD 100 OHM 0.1% 1/16W 0402,10000,0.04,400,0,0,Stephanie Hill,0.042255,422.55,422.55,22.55,-422.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,76SB08ST,645-000381-008,Switch DIP ON OFF SPST 8 Raised Rocker 0.15A 30VDC PC Pins 2,500,0.8,400,0,0,Stephanie Hill,2.70427,1352.135,1352.135,952.135,-1352.135,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,OP284ESZ-REEL7,630-344253-002,IC OPAMP GP 2 CIRCUIT 8SOIC,100,3.92,392,0,0,Tracy Xie,8.615265,861.5265,861.5265,469.5265,-861.5265,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SI2399DS-T1-GE3,628-277026-001,MOSFET P-CH 20V 6A SOT23-3,2950,0.132,389.4,0,0,Jake Harris,0.151962,448.2879,448.2879,58.8879,-448.2879,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN74LVC2G14DCK,630-135494-001,"IC,SMD,DUAL SCHMITT INV",2970,0.13,386.1,0,0,Jake Harris,0.077207,229.30479,229.30479,-156.79521,-229.30479,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1720420601,668-311384-007,"CONN,HDR,VERTICAL,6POS,NO BRD LCK",210,1.83,384.3,0,0,Edgar Santana,2.977965,625.37265,625.37265,241.07265,-625.37265,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,HVCC153Y6P102KEAX,649-B19790-001,"CAP,CER,DISC,1000PF,15KVDC,10% TOL,RDL",227,1.67504,380.23408,0,0,Danyel Martinez,1.778397,403.696119,403.696119,23.462039,-403.696119,NRE
COV0020327,LamStaleInv123125,46022,IN0000025880,10090929-S444XLF,668-335595-003,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",167,2.271,379.257,0,0,Jake Harris,2.365215,394.990905,394.990905,15.733905,-394.990905,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN74LVC2G00DCUR,630-135488-001,"IC,SMD,DUAL 2 IN NAND",3000,0.126,378,0,0,Jake Harris,0.178923,536.769,536.769,158.769,-536.769,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ICD15S13E6GV00LF,668-327250-001,"CONN,RCPT,DSUB,HD,R/A,15P,3A",300,1.25736,377.208,0,0,Jake Harris,1.458345,437.5035,437.5035,60.2955,-437.5035,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07267RL,615-A00422-267,RES SMD 267 OHM 0.1% 1/16W 0402,10000,0.03769,376.9,0,0,Jake Harris,0.039657,396.57,396.57,19.67,-396.57,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07681RL,615-A00422-681,RES SMD 681 OHM 0.1% 1/16W 0402,10000,0.03769,376.9,0,0,Jake Harris,0.041116,411.16,411.16,34.26,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,PE2512FKE070R008L,618-A04362-008,"RES,METAL FILM,0.008 OHM,1W,±1%,2512",4000,0.0941,376.4,0,0,Stephanie Hill,0.132048,528.192,528.192,151.792,-528.192,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,L77TWA7W2S,39-108312-00,"CONN,DB15F,7W2,5SIG 2PWR",101,3.72,375.72,0,0,Jake Harris,5.600045,565.604545,565.604545,189.884545,-565.604545,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SM04B-PASS-TBT(LF)(SN),667-A66914-004,"CONN HEADER PA 4POS SIDE SMD
",1000,0.375,375,0,0,Stephanie Hill,0.63086,630.86,630.86,255.86,-630.86,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ESW-120-23-G-D,668-B14839-001,"CONN,SKT,STP,40POSN,2ROW,2.54MM PITCH,TH",55,6.75,371.25,0,0,Jake Harris,9.529,524.095,524.095,152.845,-524.095,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3-794620-6,39-357513-00,"CONN,MATE-N-LOK,MICTRO 6 POS RIGHT ANGLE",286,1.2937,369.9982,0,0,Edgar Santana,1.61766,462.65076,462.65076,92.65256,-462.65076,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SG-210STF33.3333ML,635-A38983-016,"OSC,SMD,XTAL,33.3333MHZ,±50PPM,-40+85DEG",229,1.61,368.69,0,0,Jake Harris,1.35,309.15,309.15,-59.54,-309.15,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SMTSO-M2-3ET,723-B29816-003,"STDF,SURF MTG,M2X0.4 THD,3MM LG,CS",980,0.3759,368.382,0,0,Stephanie Hill,0.46569,456.3762,456.3762,87.9942,-456.3762,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,3299W-1-100LF,621-000682-100,"POT,TRIM,CERMET,25 TURN,10 OHM, ROHS",250,1.47,367.5,0,0,Edgar Santana,2.35532,588.83,588.83,221.33,-588.83,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RH2V2-UDC24V,644-A12839-001,"RLY,NON LCH,DPDT,10A,24VDC,STD,TH",50,7.34,367,0,0,Jake Harris,11.104256,555.2128,555.2128,188.2128,-555.2128,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RAPC722X,39-452851-00,"CONN,DC POWER,JACK,2POS,RIGHT ANGLE,THRU",500,0.7308,365.4,0,0,Jake Harris,1.148294,574.147,574.147,208.747,-574.147,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,747844-4,668-098490-009,"CONN,RCPT 9P D-SUB RTANG",190,1.92,364.8,0,0,Edgar Santana,4.09317,777.7023,777.7023,412.9023,-777.7023,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,N24C02UVTG,630-340180-001,"IC,SMD,EEPROM,8PIN,2KB,I2C,1.6-5.5V,US 8",3000,0.12,360,0,0,Jake Harris,0.22059,661.77,661.77,301.77,-661.77,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD073K57L,615-303725-084,"RES,SMD,3.57K,0.1%,1/16W,0402,ROHS",9400,0.038,357.2,0,0,Jake Harris,0.041116,386.4904,386.4904,29.2904,-386.4904,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,302W2CSXX71E40X,668-320315-001,"CONN,RCPT,D-SUB,PWR,30A,2P,COMBO,ROHS",50,7.126,356.3,0,0,Jake Harris,9.976305,498.81525,498.81525,142.51525,-498.81525,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RBR3MM40A,609-A99417-001,"DIO,SMD,SCHOTTKY BARR,40V,3A,SOD-123FL",2940,0.121,355.74,0,0,Jake Harris,0.129253,380.00382,380.00382,24.26382,-380.00382,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,84WR20KLF,608-096583-203,"RES,SMD,POT,12T,T-ADJ,0.25SQ,20K,ROHS",250,1.42,355,0,0,Stephanie Hill,2.59806,649.515,649.515,294.515,-649.515,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,84WR20KLF,608-096583-203,"RES,SMD,POT,12T,T-ADJ,0.25SQ,20K,ROHS",250,1.42,355,0,0,Stephanie Hill,2.59806,649.515,649.515,294.515,-649.515,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TSW-113-07-G-D,668-A49130-026,"CONN,HDR,26PIN,2ROW,2.54MM PITCH,AU PLD",200,1.775,355,0,0,Stephanie Hill,2.512275,502.455,502.455,147.455,-502.455,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,DAO7W2P300H30LF,668-A54180-001,"CONN,COMBO D-SUB,PIN,DA,7W2,30A,THD INSR",60,5.903,354.18,0,0,Edgar Santana,7.683885,461.0331,461.0331,106.8531,-461.0331,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,DFLT5V0A-7,609-068289-001,"DIO,SMD,PWR,TVS,255W,5V  ROHS",3000,0.118,354,0,0,Jake Harris,0.116423,349.269,349.269,-4.731,-349.269,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,BK1/S505H-5-R,670-338640-500,"FUSE,CRTG,5A,600VAC/400DC,5X20MM",490,0.72,352.8,0,0,Jake Harris,0.87005,426.3245,426.3245,73.5245,-426.3245,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,LSL29K-H1J2-1-Z,664-A42466-001,"LED,SMD,1.8V,7.1MCD,630NM,RED,0603",5000,0.07039,351.95,0,0,Jake Harris,0.086104,430.52,430.52,78.57,-430.52,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB3321X,615-A00423-332,RES SMD 3.32KOHM 0.1% 1/16W 0402,10000,0.035,350,0,0,Stephanie Hill,0.041116,411.16,411.16,61.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB1182X,615-A00424-118,"RES,SMD,11.8KOHM,0.1%,1/16W,0402",9999,0.035,349.965,0,0,Stephanie Hill,0.041116,411.118884,411.118884,61.153884,-411.118884,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-2AEB2261X,615-A00423-226,RES SMD 2.26KOHM 0.1% 1/16W 0402,9999,0.035,349.965,0,0,Stephanie Hill,0.041116,411.118884,411.118884,61.153884,-411.118884,NRE
