COV,CO Number,Invoice Date,Invoice Number,MPN,Customer Item,Description,Qty,Actual Unit Cost,Total Line Cost,Unit Sell Price,Line Total,Buyer,Contract Base (Unit),Contract Base (Total),Effective Revenue,Buyer GP,Billing Variance,Type
COV0019122,StaleInvQ32025,45930,IN0000024711,RC0805FR-071K27L,615-901301-127,"RES,SMD,0805,1.27K,1%,1/10W,ROHS",50000,0.004,200,0,0,Jake Harris,0.006618,330.9,330.9,130.9,-330.9,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C0603C470F5GAC,648-250747-470,"CAP,SMD,0603,CER,C0G,1%,50V,47PF",4000,0.05,200,0,0,Jake Harris,0.24376375,975.055,975.055,775.055,-975.055,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,LTST-C190KRKT,664-068184-002,"LED,SMD,0603,ST,10MA,RED ROHS | CE!",8000,0.0249,199.2,0,0,Stephanie Hill,0.045576,364.608,364.608,165.408,-364.608,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,163A16169X,668-277308-003,"CONN,PLUG,DSUB,15POS,VERT,7.5A,125V",50,3.969,198.45,0,0,Jake Harris,8.942228,447.1114,447.1114,248.6614,-447.1114,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD0712KL,615-A00424-120,"RES,SMD,12.0KOHM,0.1%,1/16W,0402",10000,0.0197,197,0,0,Jake Harris,0.042255,422.55,422.55,225.55,-422.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,EEEFT1C102AP,648-A97180-102,"CAP,SMD,ELCTLT,AL,1000UF,20%,16V,HTM",499,0.39463,196.92037,0,0,Danyel Martinez,0.495102,247.055898,247.055898,50.135528,-247.055898,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJ-8BQFR51V,615-323023-010,"RES,SMD,0.5W,1%,0.510,1206,ROHS",4800,0.041,196.8,0,0,Edgar Santana,0.04902,235.296,235.296,38.496,-235.296,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SDR03EZPF2004,615-B07870-001,"RES,SMD,THK FILM,2M OHM,+/-1%,0.3W,0603",12943,0.015,194.145,0,0,Edgar Santana,0.014706,190.339758,190.339758,-3.805242,-190.339758,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C4532C0G3F101K160KA,648-067455-101,"CAP,1812,COG,10%,3KV,100PF ROHS",1000,0.194,194,0,0,Jake Harris,0.237747,237.747,237.747,43.747,-237.747,NRE
COV0019626,Tariffs1172025,45974,IN0000025227,Tariff Charge,,Charge resulting from Section 301 Tariffs,1,193.54,193.54,0,0,Unknown,,,0,-193.54,,Zero
COV0019122,StaleInvQ32025,45930,IN0000024711,MAX232ACSE+T,630-320785-001,"IC TRANSCEIVER FULL 2/2 16SOIC
",199,0.97,193.03,0,0,Tracy Xie,6.286815,1251.076185,1251.076185,1058.046185,-1251.076185,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GRM32ER71H106KA12L,648-185803-001,CAPCER10UF+10 PERC -10 PERC 50V-DC1210X7RC,1000,0.19,190,0,0,Jake Harris,0.09,90,90,-100,-90,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,VLCF5020T-2R2N2R6-3,639-121559-001,"IDCTR,SMD,POWER 2.2UH 2.6A",500,0.3799,189.95,0,0,Edgar Santana,0.430151,215.0755,215.0755,25.1255,-215.0755,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,555-2301F,662-060106-010,LED Low-Power Uni-Color Green 565nm 2-Pin Bulk,332,0.57,189.24,0,0,Stephanie Hill,0.833928,276.864096,276.864096,87.624096,-276.864096,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,B2B-XH-AM(LF)(SN),668-A35830-002,"CONN,HDR,SHRD,TOPENTRY,2P,WHT,BD GDE,TH",4000,0.0468,187.2,0,0,Jake Harris,0.0719306,287.7224,287.7224,100.5224,-287.7224,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0805BRD071K62L,615-064170-162,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.62K",5000,0.0374,187,0,0,Stephanie Hill,0.051263,256.315,256.315,69.315,-256.315,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS26600PWPR,630-A39017-001,"IC PWR MGMT EFUSE 60V 16HTSSOP
",200,0.93,186,0,0,Tracy Xie,1.982982,396.5964,396.5964,210.5964,-396.5964,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,865060653010,648-B09166-001,"CAP,SMD,ELCTLT,AL,100UF,20%,50VDC",500,0.361,180.5,0,0,Jake Harris,0.393,196.5,196.5,16,-196.5,NRE
COV0017938,June2025StaleInv,45881,IN0000024094,TSM-120-02-S-DV,667-B14845-001,"CONN,SMD,HDR,40PIN,VERT,2ROW,2.54MM",115,5.61,645.15,4.04415,465.07725,Edgar Santana,4.04415,465.07725,465.07725,-180.07275,0,Part
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD071KL,615-A00423-100,RES SMD 1.00KOHM 0.1% 1/16W 0402,10000,0.018,180,0,0,Stephanie Hill,0.042255,422.55,422.55,242.55,-422.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07820RL,615-A00422-820,RES SMD 820 OHM 0.1% 1/16W 0402,10000,0.018,180,0,0,Stephanie Hill,0.041116,411.16,411.16,231.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW201039R0JNEF,615-098743-390,"RESISTOR,SMD,2010,39 OHM,5% 1/2W,ROHS",4000,0.045,180,0,0,Stephanie Hill,0.044326,177.304,177.304,-2.696,-177.304,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA6AEB154,615-052828-150,"RES,SMD,0805,MF,1/8W,0.1%,150K ROHS",5000,0.036,180,0,0,Jake Harris,0.041214,206.07,206.07,26.07,-206.07,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5-146280-3,668-188529-001,"CONN,HDR,BREAKAWAY,SGL ROW,PCB MT,3POSN",2000,0.09,180,0,0,Edgar Santana,0.258581,517.162,517.162,337.162,-517.162,NRE
COV0020327,LamStaleInv123125,46022,IN0000025880,RT0402BRD0746K4L,615-A00424-464,"RES,SMD,46.4KOHM,0.1%,1/16W,0402",10000,0.018,180,0,0,Stephanie Hill,0.041116,411.16,411.16,231.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,67997-110HLF,668-005463-010,"HEADER,STRAIGHT,DOUBLE ROW,10C,ROHS",400,0.4493,179.72,0,0,Jake Harris,1.34805,539.22,539.22,359.5,-539.22,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,350825-1,39-357073-00,"CONN,MATE-N-LOK,3 POS,FEMALE",500,0.3572,178.6,0,0,Edgar Santana,0.450469,225.2345,225.2345,46.6345,-225.2345,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1SMB5914BT3G,609-273843-001,Zener Diodes 3.6V 3W,2470,0.072,177.84,0,0,Jake Harris,0.072305,178.59335,178.59335,0.75335,-178.59335,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MF40100V1-1000U-G99,677-B14836-001,"FAN,5VDC,.136A,40X40X10MM,8CFM,VAPO BRG",50,3.512,175.6,0,0,Jake Harris,4.417682,220.8841,220.8841,45.2841,-220.8841,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN65LVDS4RSER,630-242662-001,LVDS Interface IC High-Spd Diff Line Driver/Receiver,250,0.702,175.5,0,0,Jake Harris,1.074764,268.691,268.691,93.191,-268.691,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB2370V,615-162861-079,"RES,0805,TF,1/8W,0.1%,25PPM,237 ROHS",4999,0.035,174.965,0,0,Jake Harris,0.051263,256.263737,256.263737,81.298737,-256.263737,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MBRS240LT3G,609-026501-001,DIODE SCHOTTKY 40V 2A SMB,2370,0.0728,172.536,0,0,Stephanie Hill,0.138482,328.20234,328.20234,155.66634,-328.20234,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MMBD452LT1G,609-B31647-001,"DIO,SMD,SCHOTTKY,RF,SER,30V,SOT-23",2940,0.0586,172.284,0,0,Stephanie Hill,0.075981,223.38414,223.38414,51.10014,-223.38414,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,JSX-1055,668-097179-217,"CONN,DSUB,JCK SCRW,HEX,.216,ROHS",1000,0.17,170,0,0,Jake Harris,0.202698,202.698,202.698,32.698,-202.698,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,503398-1892,667-A00288-001,Conn Micro SD Card SKT 8 POS 1.1mm Solder RA SMD 0.5A/Contac,100,1.7,170,0,0,Stephanie Hill,1.885799,188.5799,188.5799,18.5799,-188.5799,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,734152063,667-272524-001,CONN MMCX JACK STR 50 OHM SMD,100,1.7,170,0,0,Jake Harris,1.782367,178.2367,178.2367,8.2367,-178.2367,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RGC1/16SC3301BTH,615-B28247-001,"RES,SMD,THK FILM,3.3KOHM,.1%,.063W,0402",10000,0.017,170,0,0,Jake Harris,0.018383,183.83,183.83,13.83,-183.83,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD071K15L,615-303725-085,"RES,SMD,1.15K,0.1%,1/16W,0402,ROHS",9350,0.018,168.3,0,0,Stephanie Hill,0.041116,384.4346,384.4346,216.1346,-384.4346,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD0741K2L,615-A00424-412,"RES,SMD,41.2KOHM,0.1%,1/16W,0402",10000,0.0168,168,0,0,Stephanie Hill,0.041116,411.16,411.16,243.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RTE24024F,644-087493-002,General Purpose Relays DPDT 8A 24VDC,60,2.8,168,0,0,Jake Harris,5.066707,304.00242,304.00242,136.00242,-304.00242,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,BSR14,624-000794-002,"IC, ANALOG MULTIPLEXER, SWITCH, 240MHZ",3000,0.056,168,0,0,Stephanie Hill,0.094364,283.092,283.092,115.092,-283.092,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07280RL,615-A00422-280,RES SMD 280 OHM 0.1% 1/16W 0402,10000,0.0168,168,0,0,Stephanie Hill,0.041116,411.16,411.16,243.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07499RL,615-A00422-499,RES SMD 499 OHM 0.1% 1/16W 0402,10000,0.0167,167,0,0,Stephanie Hill,0.042255,422.55,422.55,255.55,-422.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD07100KL,615-336992-002,"RES,SMD,0402,100KOHM,±.1%,1/16W",10000,0.0166,166,0,0,Stephanie Hill,0.038162,381.62,381.62,215.62,-381.62,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD0734K8L,615-A00424-348,"RES,SMD,34.8KOHM,0.1%,1/16W,0402",10000,0.0166,166,0,0,Stephanie Hill,0.041116,411.16,411.16,245.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,2-5747707-0,39-164230-15,"CONN,D-SUB,15,F,PCB STRT,BRD LOCK,4-40 I",52,3.19,165.88,0,0,Stephanie Hill,4.62154,240.32008,240.32008,74.44008,-240.32008,NRE
COV0020327,LamStaleInv123125,46022,IN0000025880,5747843-4,668-098489-037,"CONN,PLUG,37P,D-SUB,RTANG,PCB",60,2.752,165.12,0,0,Edgar Santana,10.61423,636.8538,636.8538,471.7338,-636.8538,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TPS259827ONRGER,630-A39020-001,Hot Swap Controller 1-CH 24V Positive Voltage 24-Pin VQFN EP,60,2.727,163.62,0,0,Danyel Martinez,2.585805,155.1483,155.1483,-8.4717,-155.1483,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,350792-3,668-007087-004,"CONN,HDR,PCB,M-ST,UNV M-N-LOK,4P,ROHS",100,1.63,163,0,0,Edgar Santana,2.144625,214.4625,214.4625,51.4625,-214.4625,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GCM1885C1H392FA16J,648-A80876-392,Cap Ceramic 0.0039uF 50V C0G 1% Pad SMD 0603 125°C T/R Autom,4000,0.04034,161.36,0,0,Danyel Martinez,0.03554,142.16,142.16,-19.2,-142.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C0805C103J5GAC,648-099901-103,"CAP,0805,COG,5%,50V,10000PF",4000,0.04,160,0,0,Jake Harris,0.04,160,160,0,-160,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB123V,615-162861-275,"RES,0805,TF,1/8W,0.1%,25PPM,12K ROHS",5000,0.032,160,0,0,Stephanie Hill,0.050246,251.23,251.23,91.23,-251.23,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB752V,615-052826-752,Thin Film Resistors - SMD 0805 1/8W 7.5Kohms,5000,0.032,160,0,0,Stephanie Hill,0.034314,171.57,171.57,11.57,-171.57,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,BK1/S505H-4-R,670-338640-400,"FUSE,CRTG,4A,600VAC/400DC,5X20MM",200,0.8,160,0,0,Jake Harris,0.925,185,185,25,-185,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB241V,615-162861-080,"RES,0805,TF,1/8W,0.1%,25PPM,240 ROHS",4989,0.032,159.648,0,0,Jake Harris,0.050246,250.677294,250.677294,91.029294,-250.677294,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73B3ATTE332J,615-053814-332,"RES,SMD,2512,TF,5%,1W,ROHS,3.3K OHM",3990,0.04,159.6,0,0,Jake Harris,0.056373,224.92827,224.92827,65.32827,-224.92827,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,747-LF2104NTR,630-B10043-001,Gate Drivers Half-Bridge DRVR 130mA SOIC(N)-8,200,0.7898,157.96,0,0,Edgar Santana,0.843144,168.6288,168.6288,10.6688,-168.6288,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,282834-3,673-348843-003,"TERM BLK,3 CKT,16-30AWG,2.54MM,10A,THT",199,0.78905,157.02095,0,0,Jake Harris,1.623665,323.109335,323.109335,166.088385,-323.109335,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,FDMS86152,626-291284-001,"XSTR,SMD,FIELD EFT,N CHAN,100V,45A",60,2.61,156.6,0,0,Jake Harris,3.72552,223.5312,223.5312,66.9312,-223.5312,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,EEV-TG1H102M,648-064017-102,"1000 µF 50 V Aluminum Electrolytic Capacitors Radial, Can -",125,1.25,156.25,0,0,Stephanie Hill,1.458345,182.293125,182.293125,26.043125,-182.293125,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,EEV-TG1H102M,648-064017-102,"1000 µF 50 V Aluminum Electrolytic Capacitors Radial, Can -",125,1.25,156.25,0,0,Stephanie Hill,1.458345,182.293125,182.293125,26.043125,-182.293125,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1-770968-0,668-097964-004,"CONN,HDR 4P R/A MINI M-N-L",200,0.78,156,0,0,Stephanie Hill,1.20099,240.198,240.198,84.198,-240.198,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,S8121-46R,686-227297-002,"SMT CABLE CLIP,1.5-2MM DIA",1299,0.12,155.88,0,0,Stephanie Hill,0.153237,199.054863,199.054863,43.174863,-199.054863,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,W23-22KJI,618-228291-125,"RES,AXIAL,22K OHM,10.5W,5%,ROHS",50,3.11,155.5,0,0,Edgar Santana,3.13728,156.864,156.864,1.364,-156.864,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1SMB5914BT3G,609-273843-001,Zener Diodes 3.6V 3W,2500,0.0621,155.25,0,0,Jake Harris,0.072305,180.7625,180.7625,25.5125,-180.7625,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,UMH9NTN,626-122409-001,"XSTR,SMD,NPN,W/RES 50V SMINI6",3000,0.051,153,0,0,Stephanie Hill,0.1024,307.2,307.2,154.2,-307.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,564R60GAS10,649-A29466-001,"CAP,CER,DISC,0.01UF,±20%,6KV,Z5U,RDL",50,3.05,152.5,0,0,Jake Harris,4.48533,224.2665,224.2665,71.7665,-224.2665,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,APTD1608CGCK,664-343297-001,"LED,SMD,570NM,190MCD,2.1V,GRN,1608",2000,0.076,152,0,0,Jake Harris,0.094364,188.728,188.728,36.728,-188.728,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CL31B106KBHNNNE,648-B17749-001,CAP CER 10UF 50V X7R 1206,2000,0.075,150,0,0,Jake Harris,0.08456,169.12,169.12,19.12,-169.12,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN74LVC1G14DCK,630-135493-001,"IC,SMD,SINGLE SCHMITT INV",3000,0.05,150,0,0,Jake Harris,0.030638,91.914,91.914,-58.086,-91.914,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD0710KL,615-A00424-100,"Fixed Resistor, Thin Film, 0.0625W, 10000ohm, 50V",10000,0.01492,149.2,0,0,Danyel Martinez,0.042255,422.55,422.55,273.35,-422.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,EEV107M035A9HAA,648-A86832-001,"CAP,SMD,ELCTLT,20%,35V,100UF,6.3MM DIA",1000,0.149,149,0,0,Jake Harris,0.162992,162.992,162.992,13.992,-162.992,NRE
COV0019626,Tariffs1172025,45974,IN0000025227,TARIFF,,TARIFF,1,147.25,147.25,0,0,Unknown,,,0,-147.25,,Zero
COV0019122,StaleInvQ32025,45930,IN0000024711,GRM155R71A474KE01D,648-A42571-001,Ceramic Capacitor Multilayer 10V 10% + 10% - X7R 0.47uF SMT,10000,0.0146,146,0,0,Stephanie Hill,0.15144,1514.4,1514.4,1368.4,-1514.4,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RT0402BRD075K9L,615-303725-083,"RES,SMD,5.9K,0.1%,1/16W,0402,ROHS",10000,0.0146,146,0,0,Jake Harris,0.041116,411.16,411.16,265.16,-411.16,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,2-747708-0,39-130655-25,"CONN,DSUB,25F,PCB STRT,0.25""",19,7.64,145.16,0,0,Jake Harris,28.076205,533.447895,533.447895,388.287895,-533.447895,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB153V,615-162861-285,"RES,0805,TF,1/8W,0.1%,25PPM,15K ROHS",5000,0.0288,144,0,0,Stephanie Hill,0.034314,171.57,171.57,27.57,-171.57,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB563V,615-052828-056,"RES,SMD,0805,MF,1/8W,0.1%,56K ROHS
",5000,0.0288,144,0,0,Stephanie Hill,0.04913,245.65,245.65,101.65,-245.65,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,G2RL-1-DC24,644-A41296-024,"RLY,PWR,1POLE,SPDT,24VDC,12A,FLUX PROT",200,0.719,143.8,0,0,Jake Harris,1.98531,397.062,397.062,253.262,-397.062,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ABM8G-24.000MHZ-18-D2Y-T,635-169211-001,"CRYSTAL, SMD, 2.6X3.3, 24MHz, +/-20ppm, -40C",1000,0.143,143,0,0,Stephanie Hill,0.237747,237.747,237.747,94.747,-237.747,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB221V,615-052825-220,Thin Film Resistors - SMD 0805 220ohm 1/8W .1% 25ppm,5000,0.0283,141.5,0,0,Stephanie Hill,0.053,265,265,123.5,-265,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5-103635-2,668-346844-002,3 PIN 1 ROW R/A MALE SHRD .1,208,0.68,141.44,0,0,Jake Harris,0.785546,163.393568,163.393568,21.953568,-163.393568,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW25121K00FKEG,615-267478-050,RES SMD 1K OHM 1% 1W 2512,4000,0.0353,141.2,0,0,Stephanie Hill,0.041667,166.668,166.668,25.468,-166.668,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C1608X5R1H474K080AB,648-A92805-474,"CAP,SMD,MLCC,470NF,10%,50V,X5R,0603",4000,0.0352,140.8,0,0,Stephanie Hill,0.031863,127.452,127.452,-13.348,-127.452,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-3AEB512V,615-310567-234,"RES,SMD,5.1K,0.1%,1/10W,0603,ROHS",5000,0.0281,140.5,0,0,Stephanie Hill,0.03424,171.2,171.2,30.7,-171.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SMBJ13A,609-034003-013,"DIO,SMD,PWR,TVS,600W,13V,ROHS",2920,0.0469,136.948,0,0,Jake Harris,0.090687,264.80604,264.80604,127.85804,-264.80604,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB394V,615-052828-390,"RES,SMD,0805,MF,1/8W,0.1%,390K ROHS
",5000,0.0273,136.5,0,0,Stephanie Hill,0.04913,245.65,245.65,109.15,-245.65,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RKEF135,670-A11993-135,"FUSE,PPTC,1.35A HOLD CUR,60V,THT",500,0.271,135.5,0,0,Jake Harris,0.29412,147.06,147.06,11.56,-147.06,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,87438-0443,668-238349-004,"CONN,HDR,SMD,RTANG,1.5MM PITCH,4CKT",1000,0.135,135,0,0,Stephanie Hill,0.395837,395.837,395.837,260.837,-395.837,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-3AEB1182V,615-310567-274,"RES,SMD,11.8K,0.1%,1/10W,0603,ROHS",5000,0.027,135,0,0,Stephanie Hill,0.03424,171.2,171.2,36.2,-171.2,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SN74HC11DR,630-099034-011,AND Gate 3-Element 3-IN CMOS 14-Pin SOIC T/R,2500,0.054,135,0,0,Jake Harris,0.144609,361.5225,361.5225,226.5225,-361.5225,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB241V,615-162861-080,"RES,0805,TF,1/8W,0.1%,25PPM,240 ROHS",5000,0.027,135,0,0,Jake Harris,0.050246,251.23,251.23,116.23,-251.23,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CPF0402B12RE1,615-A37741-002,"RES,SMD,12OHM,±0.1%,25PPM,1/16W,0402",1000,0.133,133,0,0,Edgar Santana,0.131129,131.129,131.129,-1.871,-131.129,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,C0603C101F5GAC,648-250747-101,"CAP,SMD,0603,CER,C0G,1%,50V,100PF",4000,0.03314,132.56,0,0,Jake Harris,0.061275,245.1,245.1,112.54,-245.1,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,61082-101400LF,669-188510-001,"CONT,SKT,100POS,0.8MM,DUAL,SMD",50,2.6456,132.28,0,0,Danyel Martinez,4.073807,203.69035,203.69035,71.41035,-203.69035,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,GCM1885C1H332FA16D,648-A80876-332,"CAP,SMD,CER,3300PF,+/-1%,50V,C0G,0603",4000,0.033,132,0,0,Jake Harris,0.033089,132.356,132.356,0.356,-132.356,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,93LC56BT-I/OT,630-121761-001,"iC 2K SERIAL INTFC. EEPROM SOT23-6
",200,0.65,130,0,0,Jake Harris,0.266424,53.2848,53.2848,-76.7152,-53.2848,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA-6AEB4990V,615-162861-118,"RES,0805,TF,1/8W,0.1%,25PPM,499 ROHS",5000,0.0255,127.5,0,0,Stephanie Hill,0.050246,251.23,251.23,123.73,-251.23,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,TMUX6104PWR,630-A12986-001,"IC,SMD,MUX,5-16.5V DUAL SPLY,TSSOP-14",100,1.27,127,0,0,Tracy Xie,4.178955,417.8955,417.8955,290.8955,-417.8955,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,1N914ATR,610-208000-001,"DIO,SIG,GEN PURP, 100V, DO-35",10000,0.0127,127,0,0,Jake Harris,0.033089,330.89,330.89,203.89,-330.89,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,SMBJ51A,609-034003-030,"DIO,SMD,PWR,TVS,600W 51V ROHS",3000,0.0422,126.6,0,0,Jake Harris,0.063775,191.325,191.325,64.725,-191.325,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,RK73H2ETTD47R0F,615-047233-470,"RES,SMD,1210,10-100 OHMS,1%,0.33W,ROHS",5000,0.025,125,0,0,Edgar Santana,0.033983,169.915,169.915,44.915,-169.915,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW080551R0FKEAHP,615-B14225-001,"RES,SMD,THK FILM,51OHM,+/-1%,0.5W,0805",5000,0.025,125,0,0,Jake Harris,0.026961,134.805,134.805,9.805,-134.805,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERJUP3F2003V,615-B08197-001,"RES,SMD,THK FILM,200K OHM,1%,0.25W,0603",5000,0.025,125,0,0,Jake Harris,0.02288,114.4,114.4,-10.6,-114.4,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA6AEB102V,615-052826-102,"RES,0805,0.1%,1/8W,25PPM,1K ROHS",5000,0.02488,124.4,0,0,Danyel Martinez,0.034314,171.57,171.57,47.17,-171.57,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,JW1FSN-DC24V,644-A02502-024,"RLY,PWR,SPDT,24V,10A,SEALED,AG-NI,THT",100,1.24,124,0,0,Stephanie Hill,1.898545,189.8545,189.8545,65.8545,-189.8545,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CMP0603AFX-1000ELF,615-B08198-001,"RES,SMD,THK FILM,100 OHM,1%,0.25W,0603",5000,0.0246,123,0,0,Jake Harris,0.02451,122.55,122.55,-0.45,-122.55,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,HW-03-08-F-D-350-SM,667-B30855-003,"CONN,SMD,HDR,3POSN,2 ROW,2.54MM PITCH",200,0.61,122,0,0,Jake Harris,0.627456,125.4912,125.4912,3.4912,-125.4912,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,5-103634-2,668-B30762-003,"CONN,HDR,SHRD,3POSN,3A,600V,1ROW,TH",208,0.586,121.888,0,0,Stephanie Hill,0.83334,173.33472,173.33472,51.44672,-173.33472,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,MMSTA56Q-7-F,626-A56166-001,"XSTR,SMD,PNP,80V,500MA,50MHZ,200MW",2900,0.042,121.8,0,0,Jake Harris,0.063554,184.3066,184.3066,62.5066,-184.3066,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,ERA6AEB684,615-052828-680,"RES,SMD,0805,MF,1/8W,0.1%,680K,ROHS",5000,0.0242,121,0,0,Stephanie Hill,0.034314,171.57,171.57,50.57,-171.57,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,CRCW201039R0JNEF,615-098743-390,"RESISTOR,SMD,2010,39 OHM,5% 1/2W,ROHS",4000,0.03,120,0,0,Stephanie Hill,0.044326,177.304,177.304,57.304,-177.304,NRE
COV0019122,StaleInvQ32025,45930,IN0000024711,4NSLWPP,729-036913-002,"WSHR,SPLTLK,PHOS BRNZ",1000,0.12,120,0,0,Stephanie Hill,0.115,115,115,-5,-115,NRE
