COV,CO Number,MPN Ordered,Customer Part Code,Description,Qty,Contract Base Price,Contract Resale,Expected Unit Profit,Contract Total Base,Contract Total Resale,Expected Total Profit,Actual Unit Cost,Actual Total Cost,Sell Price,Line Total,GP Profit,Purchased By,Actual Purchase Price,Base Price Variance,Resale vs Actual Variance,Matched
COV0019122,StaleInvQ32025,"UMK105BJ224KV-F",648-A08430-224,"CAP,SMD,CER,0.22UF,±10% TOL,50V,X5R,0402",10000,0.025736,0.03138536585365854,0.00564936585365854,257.35999999999996,313.8536585365854,56.49365853658539,0.022,220,0,0,-220,Stephanie Hill,0.022,-0.0037359999999999997,93.85365853658539,true
COV0019122,StaleInvQ32025,"RT0805BRD071K65L",615-064170-165,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.65K",5000,0.050246,0.06127560975609756,0.011029609756097562,251.23,306.3780487804878,55.14804878048781,0.044,220,0,0,-220,Jake Harris,0.044,-0.0062460000000000016,86.3780487804878,true
COV0019122,StaleInvQ32025,"RT0402BRD071K07L",615-A00423-107,"RES SMD 1.07KOHM 0.1% 1/16W 0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.022,220,0,0,-220,Edgar Santana,0.02244,-0.019116,281.4146341463415,true
COV0019122,StaleInvQ32025,"RT0402BRD0760K4L",615-A00424-604,"RES,SMD,60.4KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.022,220,0,0,-220,Edgar Santana,0.02244,-0.019116,281.4146341463415,true
COV0019122,StaleInvQ32025,"RT0402BRD07806RL",615-A00422-806,"RES SMD 806 OHM 0.1% 1/16W 0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.022,220,0,0,-220,Edgar Santana,0.02244,-0.019116,281.4146341463415,true
COV0019122,StaleInvQ32025,"RT0402BRD0790K9L",615-A00424-909,"RES,SMD,90.9KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.022,220,0,0,-220,Edgar Santana,0.02244,-0.019116,281.4146341463415,true
COV0019122,StaleInvQ32025,"VN7140ASTR",630-274216-001,"IC,SMD,DVR,HIGH-SIDE,1-CH O/P,8SOIC",200,1.104421,1.3468548780487808,0.2424338780487807,220.88420000000002,269.37097560975616,48.48677560975614,1.09,218,0,0,-218,Jake Harris,1.0895,-0.014421000000000017,51.37097560975616,true
COV0019122,StaleInvQ32025,"DFLS130L-7",609-A58376-001,"Rectifier Diode Schottky 30V 1A 2-Pin PowerDI 123 T/R",3000,0.146766,0.1789829268292683,0.0322169268292683,440.298,536.9487804878049,96.6507804878049,0.0725,217.5,0,0,-217.5,Stephanie Hill,0.0725,-0.07426600000000001,319.4487804878049,true
COV0019122,StaleInvQ32025,"ABC-8-R",670-006780-036,"FUSE .25x1.25 8A 250VAC,ROHS",980,2.67159,3.258036585365854,0.586446585365854,2618.1582000000003,3192.875853658537,574.717653658537,0.216,211.68,0,0,-211.68,Stephanie Hill,0.216,-2.45559,2981.195853658537,true
COV0017861,May2025StaleInv,"XCZU3CG-1SFVC784E",630-337692-002,"Dual ARM® Cortex®-A53 MPCore™ with CoreSight™, Dual ARM®Cor",21,472.72437,576.4931341463415,103.76876414634148,9927.21177,12106.355817073172,2179.1440470731714,482.3,10128.3,472.29333,9918.15993,-210.14,Jake Harris,482.3,9.57562999999999,1978.0558170731729,true
COV0019122,StaleInvQ32025,"BSS84AK,215",626-A86953-001,"P-Channel 50 V 420 mW 0.35 nC Surface Mount PowerTrench Mosf",10000,0.02451,0.029890243902439027,0.005380243902439026,245.1,298.9024390243903,53.80243902439026,0.021,210,0,0,-210,Jake Harris,0.021,-0.0035099999999999992,88.90243902439028,true
COV0019122,StaleInvQ32025,"BK1-S505H-6.3-R",670-338640-630,"FUSE CERM 6.3A 600VAC 400VDC",200,1.01,1.2317073170731707,0.2217073170731707,202,246.34146341463415,44.34146341463414,1.046,209.2,0,0,-209.2,Danyel Martinez,1.046,0.03600000000000003,37.14146341463416,true
COV0019122,StaleInvQ32025,"GRM32ER71A476KE15L",648-A72845-002,"CAP CER 47UF 10V 20% X7R 1210",1000,0.338238,0.4124853658536585,0.07424736585365854,338.238,412.48536585365855,74.24736585365854,0.20896,208.96,0,0,-208.96,Danyel Martinez,0.20176490000000002,-0.12927799999999998,203.52536585365854,true
COV0019122,StaleInvQ32025,"WT21S",645-A79390-001,"SW,TGL,DPST,250V/6A,SLDR TERM,SEALED",13,15.700616,19.147092682926832,3.446476682926832,204.108008,248.9122048780488,44.80419687804881,15.937,207.181,0,0,-207.181,Jake Harris,15.9368,0.23638399999999926,41.7312048780488,true
COV0019122,StaleInvQ32025,"132291",668-290744-001,"Connector; RF; SMA Straight PCB Jack Through Hole 50 Ohm Bul",50,5.22063,6.366621951219512,1.1459919512195125,261.0315,318.3310975609756,57.29959756097563,4.133,206.65,0,0,-206.65,Stephanie Hill,4.133,-1.0876299999999999,111.68109756097559,true
COV0019122,StaleInvQ32025,"AHEF1000",670-123073-001,"FUSE,PTC 10A AXIAL",250,1.12746,1.3749512195121951,0.24749121951219522,281.86499999999995,343.7378048780488,61.872804878048804,0.825,206.25,0,0,-206.25,Stephanie Hill,0.825,-0.30245999999999995,137.4878048780488,true
COV0019122,StaleInvQ32025,"RT0805BRD072K74L",615-064170-274,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.74K ROHS",5000,0.051263,0.0625158536585366,0.011252853658536593,256.315,312.57926829268297,56.26426829268297,0.041,205,0,0,-205,Jake Harris,0.041,-0.010263000000000001,107.57926829268297,true
COV0019122,StaleInvQ32025,"RK73B3ATTE332J",615-053814-332,"RES,SMD,2512,TF,5%,1W,ROHS,3.3K OHM",4000,0.056373,0.06874756097560976,0.01237456097560976,225.492,274.99024390243903,49.498243902439036,0.051,204,0,0,-204,Jake Harris,0.051,-0.005373000000000003,70.99024390243903,true
COV0019122,StaleInvQ32025,"GRM3195C1H203JA01D",648-A35911-002,"CAP,SMD,CER,0.02UF,+/-5%,50V,NP0,1206",4000,0.078836,0.09614146341463416,0.017305463414634153,315.344,384.56585365853664,69.22185365853662,0.0508,203.2,0,0,-203.2,Stephanie Hill,0.0508,-0.028036000000000005,181.36585365853665,true
COV0019122,StaleInvQ32025,"BK/ABC-4-R",670-006780-032,"4 A 250 V AC 125 V DC Fuse Cartridge, Ceramic Requires Holde",100,2.904435,3.5419939024390246,0.6375589024390247,290.4435,354.1993902439025,63.75589024390247,2.03,203,0,0,-203,Jake Harris,2.03,-0.8744350000000001,151.19939024390249,true
COV0019122,StaleInvQ32025,"GCM1885C1H202FA16J",648-A80876-202,"CAP,SMD,CER,2000PF,+/-1%,50V,C0G,0603",10000,0.031863,0.038857317073170736,0.006994317073170733,318.63000000000005,388.57317073170736,69.94317073170733,0.0203,203,0,0,-203,Stephanie Hill,0.0203,-0.011563000000000004,185.57317073170736,true
COV0019122,StaleInvQ32025,"DRV8825PWPR",32-441255-00,"IC,STEPPER MOTOR CNTRLR,2.5A,24V,HTSSOP-",100,2.977965,3.631664634146342,0.6536996341463417,297.79650000000004,363.16646341463417,65.36996341463417,2.014,201.4,0,0,-201.4,Stephanie Hill,2.014,-0.9639650000000004,161.76646341463416,true
COV0017861,May2025StaleInv,"XCZU3CG-1SFVC784E",630-337692-002,"Dual ARM® Cortex®-A53 MPCore™ with CoreSight™, Dual ARM®Cor",21,472.72437,576.4931341463415,103.76876414634148,9927.21177,12106.355817073172,2179.1440470731714,482.3,10128.3,472.72,9927.12,-201.18,Jake Harris,482.3,9.57562999999999,1978.0558170731729,true
COV0019122,StaleInvQ32025,"C1005X5R1C225K050BC",648-149178-225,"CAP,SMD,CER,2.2UF,16V,X5R,0402,ROHS",10000,0.034302,0.04183170731707317,0.00752970731707317,343.02,418.3170731707317,75.2970731707317,0.0201,201,0,0,-201,Edgar Santana,0.0201,-0.014202,217.3170731707317,true
COV0019122,StaleInvQ32025,"MMBT2222ALT3G",626-A97841-001,"MMBT2222ALT3G",10000,0.018383,0.02241829268292683,0.004035292682926829,183.83,224.1829268292683,40.35292682926829,0.0201,201,0,0,-201,Edgar Santana,0.0201,0.0017169999999999998,23.182926829268297,true
COV0017938,June2025StaleInv,"HPP845E031R4",630-307927-001,"IC,SENSOR HUMID/TEMP 3V I2C 2% SMD",399,2.438745,2.974079268292683,0.5353342682926829,973.059255,1186.6576280487805,213.5983730487805,2.94,1173.06,2.43875,973.06125,-200,Jake Harris,2.94,0.501255,13.597628048780507,true
COV0019122,StaleInvQ32025,"RC0805FR-071K27L",615-901301-127,"RES,SMD,0805,1.27K,1%,1/10W,ROHS",50000,0.006618,0.008070731707317074,0.0014527317073170743,330.9,403.5365853658537,72.63658536585372,0.004,200,0,0,-200,Jake Harris,0.004,-0.0026179999999999997,203.53658536585368,true
COV0019122,StaleInvQ32025,"C0603C470F5GAC",648-250747-470,"CAP,SMD,0603,CER,C0G,1%,50V,47PF",4000,0.24376374999999997,0.29727286585365853,0.053509115853658556,975.055,1189.091463414634,214.03646341463423,0.05,200,0,0,-200,Jake Harris,0.05,-0.19376374999999996,989.0914634146341,true
COV0019122,StaleInvQ32025,"LTST-C190KRKT",664-068184-002,"LED,SMD,0603,ST,10MA,RED ROHS | CE!",8000,0.045576,0.05558048780487805,0.010004487804878053,364.608,444.64390243902443,80.03590243902443,0.0249,199.2,0,0,-199.2,Stephanie Hill,0.0249,-0.020676,245.44390243902444,true
COV0019122,StaleInvQ32025,"163A16169X",668-277308-003,"CONN,PLUG,DSUB,15POS,VERT,7.5A,125V",50,8.942228,10.905156097560976,1.962928097560976,447.1114,545.2578048780488,98.1464048780488,3.969,198.45,0,0,-198.45,Jake Harris,3.78,-4.973228000000001,346.8078048780488,true
COV0019122,StaleInvQ32025,"RT0402BRD0712KL",615-A00424-120,"RES,SMD,12.0KOHM,0.1%,1/16W,0402",10000,0.042255,0.05153048780487805,0.009275487804878052,422.55,515.3048780487806,92.75487804878053,0.0197,197,0,0,-197,Jake Harris,0.0197,-0.022555000000000002,318.30487804878055,true
COV0019122,StaleInvQ32025,"EEEFT1C102AP",648-A97180-102,"CAP,SMD,ELCTLT,AL,1000UF,20%,16V,HTM",499,0.495102,0.6037829268292683,0.10868092682926828,247.05589799999998,301.2876804878049,54.23178248780487,0.39463,196.92037,0,0,-196.92037,Danyel Martinez,0.38103810000000005,-0.100472,104.3673104878049,true
COV0019122,StaleInvQ32025,"ERJ-8BQFR51V",615-323023-010,"RES,SMD,0.5W,1%,0.510,1206,ROHS",4800,0.04902,0.05978048780487805,0.010760487804878052,235.296,286.9463414634147,51.65034146341465,0.041,196.8,0,0,-196.8,Edgar Santana,0.04083,-0.00802,90.14634146341467,true
COV0019122,StaleInvQ32025,"SDR03EZPF2004",615-B07870-001,"RES,SMD,THK FILM,2M OHM,+/-1%,0.3W,0603",12943,0.014706,0.017934146341463415,0.0032281463414634143,190.33975800000002,232.121656097561,41.78189809756097,0.015,194.145,0,0,-194.145,Edgar Santana,0.015,0.0002939999999999991,37.976656097560976,true
COV0019122,StaleInvQ32025,"C4532C0G3F101K160KA",648-067455-101,"CAP,1812,COG,10%,3KV,100PF ROHS",1000,0.237747,0.2899353658536586,0.052188365853658575,237.747,289.9353658536586,52.188365853658574,0.194,194,0,0,-194,Jake Harris,0.194,-0.04374700000000001,95.9353658536586,true
COV0019626,Tariffs1172025,"Tariff Charge",,"Charge resulting from Section 301 Tariffs",1,,,,,,,193.54,193.54,0,0,-193.54,Unknown,,,,false
COV0019122,StaleInvQ32025,"MAX232ACSE+T",630-320785-001,"IC TRANSCEIVER FULL 2/2 16SOIC
",199,6.286815,7.66684756097561,1.38003256097561,1251.076185,1525.7026646341462,274.6264796341464,0.97,193.03,0,0,-193.03,Tracy Xie,0.97,-5.316815,1332.6726646341463,true
COV0019122,StaleInvQ32025,"GRM32ER71H106KA12L",648-185803-001,"CAPCER10UF+10 PERC -10 PERC 50V-DC1210X7RC",1000,0.09,0.10975609756097561,0.019756097560975613,90,109.7560975609756,19.756097560975615,0.19,190,0,0,-190,Jake Harris,0.19,0.1,-80.2439024390244,true
COV0019122,StaleInvQ32025,"VLCF5020T-2R2N2R6-3",639-121559-001,"IDCTR,SMD,POWER 2.2UH 2.6A",500,0.430151,0.5245743902439025,0.0944233902439025,215.0755,262.28719512195124,47.21169512195125,0.3799,189.95,0,0,-189.95,Edgar Santana,0.3799,-0.05025099999999999,72.33719512195125,true
COV0019122,StaleInvQ32025,"555-2301F",662-060106-010,"LED Low-Power Uni-Color Green 565nm 2-Pin Bulk",332,0.833928,1.0169853658536585,0.1830573658536585,276.864096,337.6391414634146,60.77504546341462,0.57,189.24,0,0,-189.24,Stephanie Hill,0.57,-0.26392800000000005,148.3991414634146,true
COV0019122,StaleInvQ32025,"B2B-XH-AM(LF)(SN)",668-A35830-002,"CONN,HDR,SHRD,TOPENTRY,2P,WHT,BD GDE,TH",4000,0.07193059999999998,0.08772024390243902,0.015789643902439032,287.72239999999994,350.88097560975604,63.15857560975613,0.0468,187.2,0,0,-187.2,Jake Harris,0.0468,-0.025130599999999982,163.68097560975605,true
COV0019122,StaleInvQ32025,"RT0805BRD071K62L",615-064170-162,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.62K",5000,0.051263,0.0625158536585366,0.011252853658536593,256.315,312.57926829268297,56.26426829268297,0.0374,187,0,0,-187,Stephanie Hill,0.0374,-0.013863,125.57926829268297,true
COV0019122,StaleInvQ32025,"TPS26600PWPR",630-A39017-001,"IC PWR MGMT EFUSE 60V 16HTSSOP
",200,1.982982,2.418270731707317,0.4352887317073171,396.5964,483.65414634146344,87.05774634146341,0.93,186,0,0,-186,Tracy Xie,0.93,-1.052982,297.65414634146344,true
COV0019122,StaleInvQ32025,"865060653010",648-B09166-001,"CAP,SMD,ELCTLT,AL,100UF,20%,50VDC",500,0.393,0.47926829268292687,0.08626829268292685,196.5,239.63414634146343,43.13414634146343,0.361,180.5,0,0,-180.5,Jake Harris,0.361,-0.03200000000000003,59.134146341463435,true
COV0017938,June2025StaleInv,"TSM-120-02-S-DV",667-B14845-001,"CONN,SMD,HDR,40PIN,VERT,2ROW,2.54MM",115,4.04415,4.93189024390244,0.8877402439024396,465.07725,567.1673780487806,102.09012804878054,5.61,645.15,4.04415,465.07725,-180.07,Edgar Santana,1.72,1.5658500000000002,-77.98262195121936,true
COV0019122,StaleInvQ32025,"RT0402BRD071KL",615-A00423-100,"RES SMD 1.00KOHM 0.1% 1/16W 0402",10000,0.042255,0.05153048780487805,0.009275487804878052,422.55,515.3048780487806,92.75487804878053,0.018,180,0,0,-180,Stephanie Hill,0.018,-0.024255000000000002,335.30487804878055,true
COV0019122,StaleInvQ32025,"RT0402BRD07820RL",615-A00422-820,"RES SMD 820 OHM 0.1% 1/16W 0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.018,180,0,0,-180,Stephanie Hill,0.018,-0.023116,321.4146341463415,true
COV0019122,StaleInvQ32025,"CRCW201039R0JNEF",615-098743-390,"RESISTOR,SMD,2010,39 OHM,5% 1/2W,ROHS",4000,0.044326,0.05405609756097561,0.009730097560975613,177.304,216.22439024390243,38.92039024390245,0.045,180,0,0,-180,Stephanie Hill,0.045,0.000674000000000001,36.224390243902434,true
COV0019122,StaleInvQ32025,"ERA6AEB154",615-052828-150,"RES,SMD,0805,MF,1/8W,0.1%,150K ROHS",5000,0.041214,0.0502609756097561,0.009046975609756099,206.07,251.3048780487805,45.234878048780494,0.036,180,0,0,-180,Jake Harris,0.036,-0.005214000000000003,71.3048780487805,true
COV0019122,StaleInvQ32025,"5-146280-3",668-188529-001,"CONN,HDR,BREAKAWAY,SGL ROW,PCB MT,3POSN",2000,0.258581,0.3153426829268293,0.056761682926829315,517.162,630.6853658536586,113.52336585365863,0.09,180,0,0,-180,Edgar Santana,0.09,-0.168581,450.6853658536586,true
COV0020327,LamStaleInv123125,"RT0402BRD0746K4L",615-A00424-464,"RES,SMD,46.4KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014,0.009023999999999997,411.16,501.4,90.23999999999997,0.018,180,0,0,-180,Stephanie Hill,0.018,-0.023116,321.4,true
COV0019122,StaleInvQ32025,"67997-110HLF",668-005463-010,"HEADER,STRAIGHT,DOUBLE ROW,10C,ROHS",400,1.34805,1.6439634146341464,0.29591341463414644,539.22,657.5853658536586,118.36536585365857,0.4493,179.72,0,0,-179.72,Jake Harris,0.4493,-0.8987499999999999,477.86536585365855,true
COV0019122,StaleInvQ32025,"350825-1",39-357073-00,"CONN,MATE-N-LOK,3 POS,FEMALE",500,0.450469,0.5493524390243902,0.09888343902439023,225.2345,274.67621951219513,49.441719512195114,0.3572,178.6,0,0,-178.6,Edgar Santana,0.3572,-0.09326899999999999,96.07621951219514,true
COV0019122,StaleInvQ32025,"1SMB5914BT3G",609-273843-001,"Zener Diodes 3.6V 3W",2470,0.072305,0.08817682926829268,0.015871829268292684,178.59335,217.7967682926829,39.203418292682926,0.072,177.84,0,0,-177.84,Jake Harris,0.072,-0.0003049999999999997,39.95676829268291,true
COV0019122,StaleInvQ32025,"MF40100V1-1000U-G99",677-B14836-001,"FAN,5VDC,.136A,40X40X10MM,8CFM,VAPO BRG",50,4.417682,5.387417073170732,0.9697350731707317,220.88410000000002,269.3708536585366,48.486753658536585,3.512,175.6,0,0,-175.6,Jake Harris,3.512,-0.9056820000000001,93.7708536585366,true
COV0019122,StaleInvQ32025,"SN65LVDS4RSER",630-242662-001,"LVDS Interface IC High-Spd Diff Line Driver/Receiver",250,1.074764,1.3106878048780488,0.23592380487804876,268.69100000000003,327.6719512195122,58.98095121951219,0.702,175.5,0,0,-175.5,Jake Harris,0.702,-0.3727640000000001,152.1719512195122,true
COV0019122,StaleInvQ32025,"ERA-6AEB2370V",615-162861-079,"RES,0805,TF,1/8W,0.1%,25PPM,237 ROHS",4999,0.051263,0.0625158536585366,0.011252853658536593,256.263737,312.51675243902446,56.25301543902443,0.035,174.965,0,0,-174.965,Jake Harris,0.035,-0.016263,137.55175243902445,true
COV0019122,StaleInvQ32025,"MBRS240LT3G",609-026501-001,"DIODE SCHOTTKY 40V 2A SMB",2370,0.138482,0.16888048780487805,0.030398487804878055,328.20234,400.246756097561,72.04441609756098,0.0728,172.536,0,0,-172.536,Stephanie Hill,0.0728,-0.06568199999999999,227.710756097561,true
COV0019122,StaleInvQ32025,"MMBD452LT1G",609-B31647-001,"DIO,SMD,SCHOTTKY,RF,SER,30V,SOT-23",2940,0.075981,0.09265975609756098,0.016678756097560976,223.38414000000003,272.4196829268293,49.03554292682927,0.0586,172.284,0,0,-172.284,Stephanie Hill,0.0586,-0.017381000000000008,100.1356829268293,true
COV0019122,StaleInvQ32025,"JSX-1055",668-097179-217,"CONN,DSUB,JCK SCRW,HEX,.216,ROHS",1000,0.202698,0.24719268292682928,0.04449468292682929,202.69799999999998,247.19268292682926,44.494682926829284,0.17,170,0,0,-170,Jake Harris,0.19,-0.03269799999999998,77.19268292682926,true
COV0019122,StaleInvQ32025,"503398-1892",667-A00288-001,"Conn Micro SD Card SKT 8 POS 1.1mm Solder RA SMD 0.5A/Contac",100,1.885799,2.2997548780487804,0.4139558780487804,188.5799,229.97548780487804,41.39558780487804,1.7,170,0,0,-170,Stephanie Hill,1.7,-0.18579900000000005,59.97548780487804,true
COV0019122,StaleInvQ32025,"734152063",667-272524-001,"CONN MMCX JACK STR 50 OHM SMD",100,1.782367,2.173618292682927,0.391251292682927,178.2367,217.3618292682927,39.1251292682927,1.7,170,0,0,-170,Jake Harris,1.7,-0.08236700000000008,47.361829268292695,true
COV0019122,StaleInvQ32025,"RGC1/16SC3301BTH",615-B28247-001,"RES,SMD,THK FILM,3.3KOHM,.1%,.063W,0402",10000,0.018383,0.02241829268292683,0.004035292682926829,183.83,224.1829268292683,40.35292682926829,0.017,170,0,0,-170,Jake Harris,0.017,-0.0013829999999999988,54.1829268292683,true
COV0019122,StaleInvQ32025,"RT0402BRD071K15L",615-303725-085,"RES,SMD,1.15K,0.1%,1/16W,0402,ROHS",9350,0.041116,0.05014146341463415,0.00902546341463415,384.4346,468.8226829268293,84.38808292682931,0.018,168.3,0,0,-168.3,Stephanie Hill,0.018,-0.023116,300.5226829268293,true
COV0019122,StaleInvQ32025,"RT0402BRD0741K2L",615-A00424-412,"RES,SMD,41.2KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.0168,168,0,0,-168,Stephanie Hill,0.0168,-0.024316,333.4146341463415,true
COV0019122,StaleInvQ32025,"RTE24024F",644-087493-002,"General Purpose Relays DPDT 8A 24VDC",60,5.066707,6.178910975609757,1.1122039756097566,304.00242000000003,370.7346585365854,66.7322385365854,2.8,168,0,0,-168,Jake Harris,2.8,-2.2667070000000002,202.7346585365854,true
COV0019122,StaleInvQ32025,"BSR14",624-000794-002,"IC, ANALOG MULTIPLEXER, SWITCH, 240MHZ",3000,0.094364,0.11507804878048782,0.020714048780487812,283.092,345.23414634146343,62.14214634146344,0.056,168,0,0,-168,Stephanie Hill,0.056,-0.038364,177.23414634146343,true
COV0019122,StaleInvQ32025,"RT0402BRD07280RL",615-A00422-280,"RES SMD 280 OHM 0.1% 1/16W 0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.0168,168,0,0,-168,Stephanie Hill,0.018,-0.024316,333.4146341463415,true
COV0019122,StaleInvQ32025,"RT0402BRD07499RL",615-A00422-499,"RES SMD 499 OHM 0.1% 1/16W 0402",10000,0.042255,0.05153048780487805,0.009275487804878052,422.55,515.3048780487806,92.75487804878053,0.0167,167,0,0,-167,Stephanie Hill,0.018,-0.025555,348.30487804878055,true
COV0019122,StaleInvQ32025,"RT0402BRD07100KL",615-336992-002,"RES,SMD,0402,100KOHM,±.1%,1/16W",10000,0.038162,0.046539024390243905,0.008377024390243903,381.62,465.39024390243907,83.77024390243903,0.0166,166,0,0,-166,Stephanie Hill,0.018,-0.021562,299.39024390243907,true
COV0019122,StaleInvQ32025,"RT0402BRD0734K8L",615-A00424-348,"RES,SMD,34.8KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.0166,166,0,0,-166,Stephanie Hill,0.0166,-0.024516,335.4146341463415,true
COV0019122,StaleInvQ32025,"2-5747707-0",39-164230-15,"CONN,D-SUB,15,F,PCB STRT,BRD LOCK,4-40 I",52,4.62154,5.636024390243903,1.0144843902439025,240.32008000000002,293.07326829268294,52.75318829268293,3.19,165.88,0,0,-165.88,Stephanie Hill,3.19,-1.4315400000000005,127.19326829268294,true
COV0020327,LamStaleInv123125,"5747843-4",668-098489-037,"CONN,PLUG,37P,D-SUB,RTANG,PCB",60,10.61423,12.944182926829267,2.329952926829268,636.8538,776.6509756097561,139.7971756097561,2.752,165.12,0,0,-165.12,Edgar Santana,2.752,-7.862229999999999,611.5309756097561,true
COV0019122,StaleInvQ32025,"TPS259827ONRGER",630-A39020-001,"Hot Swap Controller 1-CH 24V Positive Voltage 24-Pin VQFN EP",60,2.585805,3.1534207317073175,0.5676157317073174,155.1483,189.20524390243907,34.056943902439045,2.727,163.62,0,0,-163.62,Danyel Martinez,2.7272,0.14119499999999974,25.58524390243906,true
COV0019122,StaleInvQ32025,"350792-3",668-007087-004,"CONN,HDR,PCB,M-ST,UNV M-N-LOK,4P,ROHS",100,2.144625,2.615396341463415,0.4707713414634149,214.4625,261.5396341463415,47.07713414634149,1.63,163,0,0,-163,Edgar Santana,1.63,-0.5146250000000001,98.53963414634148,true
COV0019122,StaleInvQ32025,"GCM1885C1H392FA16J",648-A80876-392,"Cap Ceramic 0.0039uF 50V C0G 1% Pad SMD 0603 125°C T/R Autom",4000,0.03554,0.04334146341463415,0.007801463414634148,142.16,173.3658536585366,31.205853658536594,0.04034,161.36,0,0,-161.36,Danyel Martinez,0.04034,0.004799999999999999,12.00585365853658,true
COV0019122,StaleInvQ32025,"C0805C103J5GAC",648-099901-103,"CAP,0805,COG,5%,50V,10000PF",4000,0.04,0.04878048780487805,0.00878048780487805,160,195.1219512195122,35.1219512195122,0.04,160,0,0,-160,Jake Harris,0.04,,35.1219512195122,true
COV0019122,StaleInvQ32025,"ERA-6AEB123V",615-162861-275,"RES,0805,TF,1/8W,0.1%,25PPM,12K ROHS",5000,0.050246,0.06127560975609756,0.011029609756097562,251.23,306.3780487804878,55.14804878048781,0.032,160,0,0,-160,Stephanie Hill,0.032,-0.018246,146.3780487804878,true
COV0019122,StaleInvQ32025,"ERA-6AEB752V",615-052826-752,"Thin Film Resistors - SMD 0805 1/8W 7.5Kohms",5000,0.034314,0.041846341463414635,0.007532341463414638,171.57,209.2317073170732,37.66170731707319,0.032,160,0,0,-160,Stephanie Hill,0.032,-0.0023139999999999966,49.23170731707319,true
COV0019122,StaleInvQ32025,"BK1/S505H-4-R",670-338640-400,"FUSE,CRTG,4A,600VAC/400DC,5X20MM",200,0.925,1.128048780487805,0.20304878048780495,185,225.609756097561,40.60975609756099,0.8,160,0,0,-160,Jake Harris,0.8,-0.125,65.60975609756099,true
COV0019122,StaleInvQ32025,"ERA-6AEB241V",615-162861-080,"RES,0805,TF,1/8W,0.1%,25PPM,240 ROHS",4989,0.050246,0.06127560975609756,0.011029609756097562,250.677294,305.70401707317075,55.026723073170736,0.032,159.648,0,0,-159.648,Jake Harris,0.027,-0.018246,146.05601707317075,true
COV0019122,StaleInvQ32025,"RK73B3ATTE332J",615-053814-332,"RES,SMD,2512,TF,5%,1W,ROHS,3.3K OHM",3990,0.056373,0.06874756097560976,0.01237456097560976,224.92827,274.3027682926829,49.37449829268294,0.04,159.6,0,0,-159.6,Jake Harris,0.051,-0.016373,114.70276829268292,true
COV0019122,StaleInvQ32025,"747-LF2104NTR",630-B10043-001,"Gate Drivers Half-Bridge DRVR 130mA SOIC(N)-8",200,0.843144,1.0282243902439026,0.18508039024390255,168.6288,205.6448780487805,37.01607804878051,0.7898,157.96,0,0,-157.96,Edgar Santana,0.7898,-0.05334400000000006,47.68487804878049,true
COV0019122,StaleInvQ32025,"282834-3",673-348843-003,"TERM BLK,3 CKT,16-30AWG,2.54MM,10A,THT",199,1.623665,1.9800792682926829,0.35641426829268297,323.109335,394.0357743902439,70.92643939024391,0.78905,157.02095,0,0,-157.02095,Jake Harris,0.79,-0.8346149999999999,237.0148243902439,true
COV0019122,StaleInvQ32025,"FDMS86152",626-291284-001,"XSTR,SMD,FIELD EFT,N CHAN,100V,45A",60,3.72552,4.543317073170732,0.8177970731707318,223.53119999999998,272.5990243902439,49.067824390243906,2.61,156.6,0,0,-156.6,Jake Harris,2.61,-1.11552,115.99902439024393,true
COV0019122,StaleInvQ32025,"EEV-TG1H102M",648-064017-102,"1000 µF 50 V Aluminum Electrolytic Capacitors Radial, Can -",125,1.458345,1.7784695121951222,0.32012451219512217,182.293125,222.30868902439028,40.01556402439027,1.25,156.25,0,0,-156.25,Stephanie Hill,1.25,-0.208345,66.05868902439028,true
COV0019122,StaleInvQ32025,"EEV-TG1H102M",648-064017-102,"1000 µF 50 V Aluminum Electrolytic Capacitors Radial, Can -",125,1.458345,1.7784695121951222,0.32012451219512217,182.293125,222.30868902439028,40.01556402439027,1.25,156.25,0,0,-156.25,Stephanie Hill,1.25,-0.208345,66.05868902439028,true
