COV,CO Number,MPN Ordered,Customer Part Code,Description,Qty,Contract Base Price,Contract Resale,Expected Unit Profit,Contract Total Base,Contract Total Resale,Expected Total Profit,Actual Unit Cost,Actual Total Cost,Sell Price,Line Total,GP Profit,Purchased By,Actual Purchase Price,Base Price Variance,Resale vs Actual Variance,Matched
COV0020327,LamStaleInv123125,"43160-6302",668-324407-004,"CONN,HDR,2CKT,18A,VERT MT,THROUGH-HOLE",1050,0.958,1.1682926829268292,0.21029268292682923,1005.9,1226.7073170731705,220.8073170731707,0.69,724.5,0,0,-724.5,Jake Harris,0.69,-0.268,502.20731707317054,true
COV0019122,StaleInvQ32025,"PLT0805Z2502AST5",615-162505-007,"RES,0805,TF,0.25W,0.05%,25K ROHS",249,2.37747,2.8993536585365858,0.5218836585365856,591.99003,721.9390609756099,129.94903097560982,2.9,722.1,0,0,-722.1,Danyel Martinez,2.9,0.5225299999999997,-0.16093902439013164,true
COV0019122,StaleInvQ32025,"84WR2KLF",608-096583-202,"RES,SMD,POT,12T,T-ADJ,0.25SQ,2K,ROHS",500,2.6961,3.287926829268293,0.5918268292682929,1348.05,1643.9634146341464,295.9134146341464,1.44,720,0,0,-720,Jake Harris,1.44,-1.2561,923.9634146341464,true
COV0020327,LamStaleInv123125,"ERA3VPB1502V",615-A13386-001,"RES,SMD,THIN FILM,15KOHM,15PPM,±.1%,0603",5000,0.145835,0.17784756097560975,0.032012560975609755,729.175,889.2378048780488,160.06280487804878,0.144,720,0,0,-720,Jake Harris,0.14386,-0.0018350000000000033,169.2378048780488,true
COV0019122,StaleInvQ32025,"R-78C3.3-1.0",660-150506-003,"PS,CONV,DC/DC,7-42VIN,3.3VOUT,1A",92,9.389168,11.450204878048782,2.0610368780487818,863.803456,1053.418848780488,189.61539278048792,7.79,716.68,0,0,-716.68,Stephanie Hill,7.79,-1.5991679999999997,336.73884878048796,true
COV0019122,StaleInvQ32025,"MPZ1005F470ETD25",639-B11503-001,"FERRITE BEAD,47OHM,100MHZ,25% TOL,.45A",9800,0.07353,0.08967073170731707,0.01614073170731707,720.5939999999999,878.7731707317073,158.1791707317073,0.073,715.4,0,0,-715.4,Jake Harris,0.073,-0.0005300000000000027,163.37317073170732,true
COV0019122,StaleInvQ32025,"74ACT11030D",630-332743-001,"IC,SMD,8 INPUT,NAND,14PIN,4.5-5.5V,SOIC",499,1.4706,1.7934146341463415,0.3228146341463416,733.8294,894.9139024390244,161.08450243902445,1.431,714.069,0,0,-714.069,Jake Harris,1.431,-0.03959999999999986,180.8449024390244,true
COV0019122,StaleInvQ32025,"76HPSB08GWRT",646-130453-008,"SW,SMD,DIP STRAIGHT 8 POLES,ROHS",500,3.43956,4.194585365853659,0.7550253658536592,1719.7800000000002,2097.29268292683,377.5126829268296,1.4,700,0,0,-700,Stephanie Hill,1.4,-2.0395600000000003,1397.29268292683,true
COV0020327,LamStaleInv123125,"BK1/S505H-2-R",670-338640-200,"Electric Fuse, Time Delay Blow,",1000,0.87005,1.0610365853658537,0.19098658536585367,870.05,1061.0365853658536,190.98658536585367,0.7,700,0,0,-700,Jake Harris,0.21,-0.17005000000000003,361.0365853658536,true
COV0019122,StaleInvQ32025,"IRF1310NSTRLPBF",628-072604-001,"XSTR,FIELD EFT,PWR MOSFET,N-CH",772,0.944861,1.1522695121951219,0.2074085121951219,729.432692,889.5520634146341,160.11937141463412,0.9035,697.502,0,0,-697.502,Jake Harris,0.9035,-0.04136099999999998,192.0500634146341,true
COV0019122,StaleInvQ32025,"172043-0206",668-334356-002,"CONN,HDR,RTANG,2POSN,30A,600V,W/BD LOCK",465,1.4706,1.7934146341463415,0.3228146341463416,683.829,833.9378048780488,150.10880487804883,1.5,697.5,0,0,-697.5,Edgar Santana,1.5,0.029400000000000093,136.43780487804884,true
COV0019122,StaleInvQ32025,"THS4521IDGKR",630-B14831-001,"IC OPAMP DIFF 1 CIRCUIT 8VSSOP",249,3.225075,3.933018292682927,0.707943292682927,803.043675,979.3215548780488,176.27787987804882,2.771,689.979,0,0,-689.979,Danyel Martinez,2.771,-0.454075,289.34255487804876,true
COV0019122,StaleInvQ32025,"9290-05-00",632-B14832-001,"RLY,SMD,REED,SPST-NO,5VDC COIL V,GULLWG",109,7.271749,8.867986585365854,1.596237585365854,792.620641,966.610537804878,173.98989680487807,6.32,688.88,0,0,-688.88,Stephanie Hill,6.32,-0.9517489999999995,277.73053780487805,true
COV0019122,StaleInvQ32025,"3299W-1-101LF",621-000682-101,"POT, TRIM, CERMET, 25 TURN, ROHS",500,2.063301,2.516220731707317,0.45291973170731703,1031.6505,1258.1103658536585,226.45986585365853,1.376,688,0,0,-688,Jake Harris,1.376,-0.6873010000000002,570.1103658536585,true
COV0019122,StaleInvQ32025,"INA188IDR",630-A60335-001,"Zero-Drift Amplifier 1 Circuit Rail-to-Rail 8-SOIC",285,3.55395,4.3340853658536584,0.7801353658536585,1012.87575,1235.2143292682927,222.33857926829268,2.405,685.425,0,0,-685.425,Jake Harris,2.405,-1.1489500000000001,549.7893292682927,true
COV0019122,StaleInvQ32025,"ERJ1TRQFR36U",615-255080-036,"RES,SMD,1W,+/-1%TOL,0.36OHM,THK FILM",4000,0.169119,0.20624268292682926,0.03712368292682927,676.476,824.9707317073171,148.49473170731707,0.1668,667.2,0,0,-667.2,Jake Harris,0.1668,-0.0023189999999999877,157.77073170731705,true
COV0019122,StaleInvQ32025,"TNPW120610K0BEEA",615-044084-103,"RES,SMD,1206,H-P,WRAPARO.TF,0.1%,10K,ROH",5000,0.22,0.2682926829268293,0.04829268292682928,1100,1341.4634146341464,241.4634146341464,0.131,655,0,0,-655,Stephanie Hill,0.131,-0.089,686.4634146341464,true
COV0019122,StaleInvQ32025,"TNPW1206200RBEEA",615-080142-200,"RES,1206,TF,0.1%,+/- 25 PPM,200 ROHS",5000,0.190247,0.23200853658536585,0.041761536585365855,951.235,1160.0426829268292,208.80768292682927,0.131,655,0,0,-655,Jake Harris,0.131,-0.059246999999999994,505.04268292682923,true
COV0019122,StaleInvQ32025,"OPA548T",631-015265-001,"IC Operational Amplifier POWER 1 CIRCUIT TO220-7",50,13.82364,16.85809756097561,3.0344575609756124,691.182,842.9048780487806,151.72287804878061,13.016,650.8,0,0,-650.8,Jake Harris,13.016,-0.8076399999999992,192.10487804878062,true
COV0019122,StaleInvQ32025,"PATT0603E49R9BGT1",615-224835-006,"RES,0603,THIN FILM,0.1%,0.15W,49.9",778,0.523485,0.6383963414634146,0.11491134146341464,407.27133,496.67235365853657,89.40102365853659,0.83,645.74,0,0,-645.74,Danyel Martinez,0.83,0.306515,-149.06764634146344,true
COV0019122,StaleInvQ32025,"282834-5",673-348843-005,"TERM BLK,5 CKT,16-30AWG,2.54MM,10A,THT",299,2.30394,2.8096829268292685,0.5057429268292686,688.87806,840.0951951219513,151.21713512195132,2.156,644.644,0,0,-644.644,Jake Harris,2.156,-0.14793999999999974,195.4511951219513,true
COV0019122,StaleInvQ32025,"R-78T5.0-1.0/FC",660-157746-005,"PS, SMD,5V-1A, NON-ISO, ROHS",60,12.47559,15.214134146341465,2.7385441463414644,748.5354,912.8480487804879,164.31264878048785,10.7,642,0,0,-642,Jake Harris,10.7,-1.7755900000000011,270.84804878048794,true
COV0019122,StaleInvQ32025,"PMR18EZPJU9L0",615-A87446-009,"RES,SMD,0.009 OHM,±5% TOL,1W,1206",4700,0.136031,0.16589146341463418,0.029860463414634164,639.3457000000001,779.6898780487807,140.34417804878058,0.136,639.2,0,0,-639.2,Jake Harris,0.136,-0.00003100000000000325,140.4898780487806,true
COV0019122,StaleInvQ32025,"LTM4632EV#PBF",660-345766-001,"PS,UMODULE,0.6-2.5V,±3A,DDR-QDR4,25-LGA",80,12.0099,14.646219512195122,2.636319512195122,960.792,1171.6975609756098,210.90556097560977,7.94,635.2,0,0,-635.2,Tracy Xie,7.94,-4.0699,536.4975609756098,true
COV0019122,StaleInvQ32025,"10090929-S444XLF",668-335595-003,"CONN,RCPT,DSUB HD,44 POSN,2.5A,W/BD LOCK",350,2.365215,2.884408536585366,0.5191935365853659,827.82525,1009.5429878048781,181.71773780487808,1.81,633.5,0,0,-633.5,Jake Harris,2.109,-0.555215,376.04298780487807,true
COV0019122,StaleInvQ32025,"OPA2132U/2K5",630-004007-001,"IC,SMD,OPA2132U,OPAMP,FET,ROHS",60,10.502535,12.807969512195122,2.305434512195122,630.1521,768.4781707317073,138.32607073170732,10.556,633.36,0,0,-633.36,Jake Harris,10.556,0.05346499999999921,135.11817073170732,true
COV0019122,StaleInvQ32025,"C0402C471J5GAC7867",648-303723-042,"CAP,SMD,CER,470PF,50V,NP0,0402,ROHS",10000,0.062501,0.07622073170731708,0.013719731707317079,625.01,762.2073170731708,137.19731707317078,0.063,630,0,0,-630,Jake Harris,0.063,0.0004989999999999994,132.20731707317077,true
COV0019122,StaleInvQ32025,"AD5689RARUZ",630-315158-001,"IC,SMD,DAC,16BIT,SRL",96,6.02946,7.353000000000001,1.3235400000000004,578.82816,705.888,127.05984000000004,6.501,624.096,0,0,-624.096,Tracy Xie,6.501,0.47154000000000007,81.79200000000003,true
COV0019122,StaleInvQ32025,"LM311MX/NOPB",630-048331-001,"LM311 COMPARATOR 8 PIN
",2500,0.350493,0.4274304878048781,0.07693748780487808,876.2325,1068.5762195121952,192.3437195121952,0.249,622.5,0,0,-622.5,Jake Harris,0.249,-0.101493,446.07621951219517,true
COV0019122,StaleInvQ32025,"BST13T1ACR",645-B04805-001,"SW,TGL,SPDT,ON-OFF-ON,3A,120VAC,THT",200,3.061728,3.733814634146342,0.6720866341463418,612.3456,746.7629268292684,134.41732682926838,3.108,621.6,0,0,-621.6,Jake Harris,3.10775,0.04627200000000009,125.16292682926837,true
COV0019122,StaleInvQ32025,"200-015-263R001",667-A26335-015,"CONN,SMD,DSUB,HD,RCPT,15POSN,RTANG,2A",210,3.84084,4.6839512195121955,0.8431112195121955,806.5764,983.6297560975611,177.05335609756105,2.95,619.5,0,0,-619.5,Jake Harris,2.95,-0.8908399999999999,364.1297560975611,true
COV0020327,LamStaleInv123125,"SBR5E45P5-7",609-A92271-001,"Diode Super Barrier Rectifier 45V 5A 3-Pin(3+Tab) PowerDI 5",4500,0.16717,0.2038658536585366,0.03669585365853659,752.2650000000001,917.3963414634147,165.13134146341463,0.13715,617.175,0,0,-617.175,Jake Harris,0.13715,-0.03002000000000002,300.2213414634148,true
COV0019122,StaleInvQ32025,"PCAN0805E1000BST5",615-A31517-002,"RES,SMD,100OHM,±0.1%,1W,±25PPM,0805",500,1.169911,1.4267207317073172,0.25680973170731725,584.9554999999999,713.3603658536585,128.40486585365863,1.2312,615.6,0,0,-615.6,Edgar Santana,1.2312,0.06128900000000015,97.76036585365853,true
COV0019122,StaleInvQ32025,"9551666816741",667-072912-009,"CONN,SMD,D-SUB,MR,7.3MM,9P ROHS",148,4.105425,5.006615853658538,0.9011908536585373,607.6029000000001,740.9791463414635,133.3762463414635,4.13,611.24,0,0,-611.24,Jake Harris,4.13,0.02457499999999957,129.73914634146354,true
COV0019122,StaleInvQ32025,"1-794066-1",668-061260-112,"CONN,HDR,PCB,ST,MINI-U M-N-LOK,12P,ROHS",200,4.650895,5.671823170731708,1.0209281707317075,930.1790000000001,1134.3646341463416,204.1856341463415,3.05,610,0,0,-610,Stephanie Hill,3.05,-1.6008950000000004,524.3646341463416,true
COV0019122,StaleInvQ32025,"0686F2000-01",682-343485-200,"FUSE,SMD,2A,32VAC/63VDC,FAST ACT,0603",5000,0.112746,0.13749512195121952,0.02474912195121952,563.73,687.4756097560976,123.7456097560976,0.122,610,0,0,-610,Jake Harris,0.1223,0.009253999999999998,77.47560975609758,true
COV0019122,StaleInvQ32025,"SHT35-DIS-B2.5KS",679-346463-001,"SNSR,TEMP/HMD,2.15-5.5V INPUT,I2C,DFN-8",100,5.95593,7.263329268292684,1.3073992682926834,595.5930000000001,726.3329268292683,130.73992682926834,6.07,607,0,0,-607,Jake Harris,6.07,0.1140699999999999,119.33292682926833,true
COV0019122,StaleInvQ32025,"50865-5",669-047358-001,"CONT,SKT,MINIATURE SPRING SOCKET",2000,0.593191,0.7234036585365854,0.13021265853658537,1186.382,1446.8073170731707,260.42531707317073,0.3,600,0,0,-600,Jake Harris,0.3,-0.29319100000000003,846.8073170731707,true
COV0019122,StaleInvQ32025,"TNPW080524K9BEEA",615-049171-249,"RES,SMD,0805,24.9K OHMS,0.1%,ROHS",5000,0.164217,0.2002646341463415,0.03604763414634149,821.085,1001.3231707317075,180.23817073170744,0.12,600,0,0,-600,Stephanie Hill,0.12,-0.044217000000000006,401.3231707317075,true
COV0019122,StaleInvQ32025,"7443551130",639-A20790-001,"IDCTR,SMD,WW,H CUR,1.3UH,±20%,25A,59MHZ",400,2.451,2.9890243902439027,0.5380243902439026,980.4,1195.609756097561,215.20975609756104,1.5,600,0,0,-600,Jake Harris,1.5,-0.9510000000000001,595.6097560975611,true
COV0019122,StaleInvQ32025,"9551156612741",668-A09548-009,"CONN,RCPT,D-SUB,SIZE 1,9POSN,5A,STR,SMD",139,4.239005,5.169518292682927,0.9305132926829272,589.221695,718.5630426829268,129.34134768292688,4.3,597.7,0,0,-597.7,Jake Harris,4.3,0.06099500000000013,120.86304268292679,true
COV0019122,StaleInvQ32025,"AD587JRZ",630-098364-001,"IC,AD587 VREF 10V SO8,ROHS",60,10.330965,12.59873780487805,2.2677728048780494,619.8579000000001,755.924268292683,136.06636829268297,9.757,585.42,0,0,-585.42,Tracy Xie,9.757,-0.5739650000000012,170.50426829268304,true
COV0019122,StaleInvQ32025,"CDSOD323-T12C",609-270344-001,"DIO,SMD,ZENER,TVS,12VWM,28.3VC,SOD323",3000,0.226865,0.2766646341463415,0.049799634146341504,680.595,829.9939024390245,149.3989024390245,0.195,585,0,0,-585,Edgar Santana,0.195,-0.031865000000000004,244.9939024390245,true
COV0019122,StaleInvQ32025,"EEHZT1H101V",648-A68176-100,"CAP,SMD,AL,ELCTLT,100UF,20%,50V,VIB PRF",500,1.13849,1.3884024390243903,0.2499124390243903,569.245,694.2012195121952,124.95621951219516,1.16,580,0,0,-580,Jake Harris,1.16,0.021509999999999918,114.20121951219517,true
COV0019122,StaleInvQ32025,"NC7WZ14L6X-L22175",630-089762-001,"IC,SMD,INVTR,DUAL,SCHMITT TRIG,1.0MM",5000,0.137,0.16707317073170733,0.030073170731707316,685,835.3658536585366,150.3658536585366,0.116,580,0,0,-580,Jake Harris,0.116,-0.021000000000000005,255.3658536585366,true
COV0019122,StaleInvQ32025,"PNM0402E2502BST1",615-B19099-001,"RES,SMD,THIN FILM,25KOHM,0.1%,.05W,0402",464,0.406033,0.4951621951219512,0.08912919512195122,188.39931199999998,229.75525853658536,41.355946536585364,1.25,580,0,0,-580,Danyel Martinez,1.25,0.843967,-350.24474146341464,true
COV0019122,StaleInvQ32025,"SG73S2E1RTTD7500F",615-B09403-001,"RES,SMD,THK FILM,750 OHM,1%,1W,1210",5000,0.094364,0.11507804878048782,0.020714048780487812,471.82,575.3902439024391,103.57024390243906,0.11554,577.7,0,0,-577.7,Danyel Martinez,0.11554,0.021176,-2.3097560975609213,true
COV0019122,StaleInvQ32025,"LM358MX/NOPB",630-900406-001,"IC SM LM358M Dual OP AMP SO8
",2500,0.39734,0.48456097560975614,0.08722097560975611,993.35,1211.4024390243903,218.05243902439028,0.23,575,0,0,-575,Jake Harris,0.23,-0.16734000000000002,636.4024390243903,true
COV0019122,StaleInvQ32025,"WT21S",645-A79390-001,"SW,TGL,DPST,250V/6A,SLDR TERM,SEALED",36,15.700616,19.147092682926832,3.446476682926832,565.222176,689.2953365853659,124.07316058536595,15.937,573.732,0,0,-573.732,Jake Harris,15.9368,0.23638399999999926,115.56333658536596,true
COV0019122,StaleInvQ32025,"K86X-ED-15P-BR",668-099029-015,"CONN,PIN,15P,DSUB,HD,VERT,ROHS",224,3.811305,4.647932926829268,0.8366279268292685,853.73232,1041.136975609756,187.40465560975613,2.55625,572.6,0,0,-572.6,Jake Harris,2.55625,-1.255055,468.53697560975604,true
COV0019122,StaleInvQ32025,"UCR03EVPFLR100",615-235090-001,"RES,SMD,0.1 OHM,±1%,1/4W,0603",4650,0.140933,0.17186951219512198,0.030936512195121973,655.33845,799.1932317073172,143.8547817073172,0.123,571.95,0,0,-571.95,Jake Harris,0.123,-0.017933000000000004,227.24323170731714,true
COV0019122,StaleInvQ32025,"RKEF500",670-A11993-500,"FUSE,PPTC,5A HOLD CUR,60V,THT",940,0.595593,0.7263329268292684,0.13073992682926838,559.85742,682.7529512195123,122.89553121951228,0.595,559.3,0,0,-559.3,Stephanie Hill,0.595,-0.0005930000000000657,123.45295121951233,true
COV0020327,LamStaleInv123125,"345-060-521-202",668-A96865-060,"CONN,RCPT,CARD EDGE,60POSN,1200VAC,3A",250,10.68685,13.032743902439025,2.345893902439025,2671.7125,3258.185975609756,586.4734756097563,2.234,558.5,0,0,-558.5,Jake Harris,2.234,-8.45285,2699.685975609756,true
COV0019122,StaleInvQ32025,"SDR03EZPF2004",615-B07870-001,"RES,SMD,THK FILM,2M OHM,+/-1%,0.3W,0603",37006,0.014706,0.017934146341463415,0.0032281463414634143,544.210236,663.6710195121951,119.4607835121951,0.015,555.09,0,0,-555.09,Edgar Santana,0.015,0.0002939999999999991,108.5810195121951,true
COV0019122,StaleInvQ32025,"AQY272AX",644-109029-001,"RLY,PHOTO MOS,FLAT PWR,4 PIN,2A,ROHS",100,7.361211,8.977086585365853,1.6158755853658535,736.1211,897.7086585365853,161.58755853658536,5.55,555,0,0,-555,Jake Harris,5.55,-1.8112110000000001,342.7086585365853,true
COV0019122,StaleInvQ32025,"0686F5000-01",671-219755-001,"FUSE,SMD,5A,32VAC/63VDC,FAST ACT,0603",5000,0.295346,0.3601780487804878,0.06483204878048782,1476.73,1800.8902439024391,324.1602439024391,0.1108,554,0,0,-554,Jake Harris,0.3015,-0.184546,1246.8902439024391,true
COV0019122,StaleInvQ32025,"6-1419128-6",644-A92192-002,"RLY,SPST-NO,24VDC,10A,STD TYPE,PCB MNT",500,1.13849,1.3884024390243903,0.2499124390243903,569.245,694.2012195121952,124.95621951219516,1.1,550,0,0,-550,Jake Harris,1.1,-0.03848999999999991,144.20121951219517,true
COV0019122,StaleInvQ32025,"9552666816741",667-072912-015,"CONN D-SUB PLUG 15P SMD R/A SLDR",105,3.94725,4.813719512195122,0.8664695121951218,414.46125,505.4405487804878,90.9792987804878,5.21,547.05,0,0,-547.05,Jake Harris,5.21,1.26275,-41.60945121951215,true
COV0019122,StaleInvQ32025,"RP73PF1E16R5BTD",615-B08503-001,"RES,SMD,THIN FILM,16.5OHM,0.1W,.1%,0402",4999,0.07353,0.08967073170731707,0.01614073170731707,367.57647,448.263987804878,80.68751780487804,0.10934,546.59066,0,0,-546.59066,Danyel Martinez,0.10934,0.03581000000000001,-98.32667219512194,true
COV0019122,StaleInvQ32025,"HSMH-C110",664-039171-001,"LED,SMD,RT,HSM-C110,RED,ROHS",3000,0.167894,0.20474878048780487,0.036854780487804883,503.68199999999996,614.2463414634146,110.56434146341465,0.182,546,0,0,-546,Jake Harris,0.182,0.014106000000000007,68.24634146341464,true
COV0019122,StaleInvQ32025,"RS73F2BTTD10R0B",615-A72185-010,"RES,SMD,10 OHM,0.1%,25PPM,0.33W,1206",4262,0.136031,0.16589146341463418,0.029860463414634164,579.764122,707.0294170731709,127.2652950731708,0.128,545.536,0,0,-545.536,Edgar Santana,0.128,-0.00803100000000001,161.49341707317092,true
COV0019122,StaleInvQ32025,"180-078-113R001",668-A26900-078,"CONN,PLUG,D-SUB,HD,78POSN,STR,3A,SLDR",63,8.468205,10.327079268292684,1.8588742682926842,533.496915,650.6059939024391,117.10907890243911,8.64,544.32,0,0,-544.32,Jake Harris,8.64,0.17179500000000125,106.28599390243903,true
COV0019122,StaleInvQ32025,"PATT0603E1502BGT1",615-224835-013,"RES,0603,THIN FILM,0.1%,25 PPM,0.15W,15K",1000,0.522063,0.6366621951219513,0.11459919512195127,522.0630000000001,636.6621951219513,114.59919512195127,0.53136,531.36,0,0,-531.36,Danyel Martinez,0.53136,0.009297,105.30219512195129,true
COV0019122,StaleInvQ32025,"1410-G110-L2F1-S01-6.3A",34-295469-00,"CB,PC MT,6.3A",50,10.453515,12.748189024390244,2.294674024390245,522.67575,637.4094512195122,114.73370121951226,10.41,520.5,0,0,-520.5,Stephanie Hill,10.41,-0.043514999999999304,116.90945121951222,true
COV0019122,StaleInvQ32025,"PATT0603E2001BGT1",615-224835-001,"RES,0603,THIN FILM,0.1%,25 PPM,0.15W,2K",1000,0.523485,0.6383963414634146,0.11491134146341464,523.485,638.3963414634146,114.91134146341464,0.512,512,0,0,-512,Danyel Martinez,0.512,-0.011484999999999967,126.39634146341461,true
COV0019122,StaleInvQ32025,"‎1.5SMC36A‎",609-099412-360,"DIODE,TVS,36V ,1.5KW,SMC,ROHS",3000,0.175247,0.21371585365853663,0.03846885365853661,525.741,641.1475609756098,115.40656097560984,0.17,510,0,0,-510,Stephanie Hill,0.17,-0.005247000000000002,131.14756097560985,true
COV0019122,StaleInvQ32025,"MCP23S18-E/SO",630-A89170-001,"IC,SMD,I/O EXPANDER,16BIT,W/SPI,SOIC-28",216,1.605405,1.9578109756097561,0.3524059756097562,346.76748,422.88717073170733,76.11969073170734,2.35,507.6,0,0,-507.6,Jake Harris,2.35,0.7445950000000001,-84.7128292682927,true
COV0019122,StaleInvQ32025,"FC4016D/AA",31-129331-00,"CONTACT,D-PWR,FEM,16AWG",248,3.25983,3.9754024390243905,0.7155724390243905,808.43784,985.8998048780488,177.46196487804883,2.02,500.96,0,0,-500.96,Jake Harris,2.02,-1.23983,484.93980487804885,true
COV0019122,StaleInvQ32025,"XC7Z007S-2CLG400I",630-309829-001,"IC,SMD,FPGA,SOC,CORTEX-A9,ARTIX-7,400BGA",50,84.449205,102.98683536585368,18.537630365853673,4222.46025,5149.341768292684,926.8815182926836,10,500,0,0,-500,Tracy Xie,10,-74.449205,4649.341768292684,true
COV0019122,StaleInvQ32025,"SF2",687-A67230-001,"FLTR CAP,FOR SHT2X/3X/4X/SHTC1/C3 SNSR",500,0.9804,1.1956097560975611,0.2152097560975611,490.20000000000005,597.8048780487806,107.60487804878055,1,500,0,0,-500,Jake Harris,1,0.01959999999999995,97.80487804878055,true
COV0019122,StaleInvQ32025,"ERA-8AEB101V",615-252481-033,"RES,SMD,100,0.1%,1/4W,1206,ROHS",5000,0.107734,0.1313829268292683,0.023648926829268307,538.67,656.9146341463415,118.24463414634154,0.1,500,0,0,-500,Edgar Santana,0.1,-0.007733999999999991,156.91463414634154,true
COV0019122,StaleInvQ32025,"3296W-1-104LF",621-095110-104,"POT TRIM,100K,25T,PCMT,ROHS",500,1.53958,1.8775365853658537,0.3379565853658537,769.79,938.7682926829268,168.97829268292685,0.995,497.5,0,0,-497.5,Stephanie Hill,0.995,-0.54458,441.2682926829268,true
COV0019122,StaleInvQ32025,"564R30GAS10",649-094841-103,"CAP,CER DISC,3KV 20%,10000PF,ROHS",400,1.801485,2.1969329268292683,0.3954479268292683,720.594,878.7731707317073,158.17917073170733,1.24,496,0,0,-496,Stephanie Hill,1.24,-0.561485,382.7731707317073,true
COV0019122,StaleInvQ32025,"3296W-1-505LF",621-095110-505,"POT TRIM,5MEG,25T,PCMT,ROHS",498,1.074764,1.3106878048780488,0.23592380487804876,535.232472,652.7225268292683,117.49005482926829,0.995,495.51,0,0,-495.51,Jake Harris,0.98375,-0.07976400000000006,157.2125268292683,true
COV0019122,StaleInvQ32025,"9552666816741",667-072912-015,"CONN D-SUB PLUG 15P SMD R/A SLDR",95,3.94725,4.813719512195122,0.8664695121951218,374.98875,457.30335365853654,82.31460365853657,5.21,494.95,0,0,-494.95,Jake Harris,5.21,1.26275,-37.64664634146345,true
COV0019122,StaleInvQ32025,"SF-2410FP400W-2",682-A89056-001,"FUSE,SMD,FAST ACT,4A,125VAC,2410",999,0.443631,0.5410134146341463,0.09738241463414632,443.187369,540.4724012195122,97.28503221951217,0.493,492.507,0,0,-492.507,Danyel/Edgar (Split),0.48814,0.049368999999999996,47.965401219512216,true
COV0019122,StaleInvQ32025,"ERJ-8BSFR16V",615-323023-001,"RES,SMD,0.5W,1%,0.160,1206,ROHS",4800,0.102942,0.12553902439024392,0.022597024390243914,494.1216,602.5873170731708,108.4657170731708,0.1024,491.52,0,0,-491.52,Jake Harris,0.1024,-0.0005420000000000008,111.06731707317078,true
COV0019122,StaleInvQ32025,"ERA-2AEB2742X",615-A00424-274,"RES,SMD,27.4KOHM,0.1%,1/16W,0402",10000,0.041116,0.05014146341463415,0.00902546341463415,411.16,501.4146341463415,90.2546341463415,0.049,490,0,0,-490,Jake Harris,0.049,0.007884000000000002,11.414634146341484,true
COV0019122,StaleInvQ32025,"ATS-55230K-C1-R0",779-B00545-001,"HTSK,SQ,BGA,23X23X14.5MM,BLK-ANODIZED",199,6.213285,7.577176829268293,1.3638918292682929,1236.4437149999999,1507.8581890243902,271.4144740243903,2.462,489.938,0,0,-489.938,Jake Harris,2.462,-3.7512849999999998,1017.9201890243902,true
COV0019122,StaleInvQ32025,"178-015-313R571",668-034058-004,"CONN,DSUB,DUAL PORT,15P/15P,F/M ROHS",70,9.080955,11.074335365853658,1.9933803658536586,635.66685,775.2034756097561,139.5366256097561,6.95,486.5,0,0,-486.5,Stephanie Hill,6.95,-2.1309549999999993,288.7034756097561,true
COV0019122,StaleInvQ32025,"SF-2410FP400W-2",682-A89056-001,"FUSE,SMD,FAST ACT,4A,125VAC,2410",1000,0.443631,0.5410134146341463,0.09738241463414632,443.631,541.0134146341463,97.38241463414631,0.48328,483.28,0,0,-483.28,Danyel/Edgar (Split),0.48814,0.03964899999999999,57.73341463414636,true
COV0019122,StaleInvQ32025,"MAX6818EAP+T",630-B27066-001,"IC,SMD,SW DEBOUNCER,CMOS,2.7-5.5V,SSOP20",60,7.221136,8.806263414634147,1.5851274146341465,433.26816,528.3758048780488,95.10764487804879,8.052,483.12,0,0,-483.12,Tracy Xie,8.052,0.8308639999999992,45.25580487804882,true
COV0019122,StaleInvQ32025,"ADA4817-1ACPZ-R7",630-A42310-001,"IC,SMD,OPAMP,1 CKT,870V/US,LFCSP-8",60,7.169175,8.742896341463416,1.5737213414634157,430.1505,524.5737804878049,94.42328048780494,8.008,480.48,0,0,-480.48,Tracy Xie,8.008,0.838824999999999,44.093780487804906,true
COV0019122,StaleInvQ32025,"43045-1000",668-293080-010,"CONN,HDR,RTANG,2 ROWS,10 CKT,PCB MT",1224,1.64217,2.002646341463415,0.3604763414634149,2010.0160799999999,2451.2391219512197,441.22304195121984,0.39,477.36,0,0,-477.36,Stephanie Hill,0.39,-1.25217,1973.8791219512195,true
COV0020327,LamStaleInv123125,"171-015-213R051",668-134704-015,"CONN,RCPT,D-SUB,15POSN,5A,W/BD LOCK",240,2.316195,2.824628048780488,0.5084330487804878,555.8868,677.910731707317,122.02393170731708,1.9719,473.256,0,0,-473.256,Jake Harris,1.9719,-0.344295,204.65473170731707,true
COV0019122,StaleInvQ32025,"PIC16F1614-E/SL",630-B26253-001,"IC,SMD,MCU,8BIT,FLASH,7KB,32MHZ,SOIC-14",286,1.113244,1.3576146341463413,0.24437063414634141,318.38778399999995,388.2777853658536,69.89000136585365,1.65,471.9,0,0,-471.9,Jake Harris,1.65,0.536756,-83.62221463414636,true
COV0019122,StaleInvQ32025,"OPA2340UA/2K5",630-105350-001,"Op Amp Dual Precision Amplifier R-R I/O 5.5V 8-Pin SOIC Tube",250,3.38238,4.124853658536585,0.7424736585365852,845.595,1031.2134146341464,185.6184146341463,1.881,470.25,0,0,-470.25,Jake Harris,1.881,-1.50138,560.9634146341464,true
