CPC,Type,vs Target,RFQ Target,RFQ Qty,Source MPN,Supplier,VQ Cost,Source Qty,Date Code,Floor Price,Suggested Resale,Resale Basis,% Under Tgt,Quoted GP,% Demand,Opp Amount,Confidence,Days Btw,Sales History,Customer
FSM4JSMATR,VQ,OVER,0.0739,24000,FSM4JSMATR,Elcom Components,0.0700,346,,0.0824,0.0824,Target (margin OK),-11.4,4.27,1,1774.08,High,5,,Sanmina Corporation
FSM4JSMATR,VQ,OVER,0.0739,24000,FSM4JSMATR,Elcom Components,0.0700,346,,0.0824,0.0824,Target (margin OK),-11.4,4.27,1,1774.08,High,5,,Sanmina Corporation
FSM4JSMATR,VQ,OVER,0.0739,24000,FSM4JSMATR,Elcom Components,0.0700,346,,0.0824,0.0824,Target (margin OK),-11.4,4.27,1,1774.08,High,5,,Sanmina Corporation
FSM4JSMATR,VQ,OVER,0.0739,24000,FSM4JSMATR,Elcom Components,0.0700,346,,0.0824,0.0824,Target (margin OK),-11.4,4.27,1,1774.08,High,5,,Sanmina Corporation
